Training Log
20241118_224703
-----------
Configuration: c:\Users\rasmu\OneDrive\Skrivebord\Dev\NN cartrack\config.py

Training Metrics
---------------
Configuration Items
--------------------
torch: <module 'torch' from 'C:\\Users\\rasmu\\OneDrive\\Skrivebord\\Dev\\NN cartrack\\.venv\\lib\\site-packages\\torch\\__init__.py'>
np: <module 'numpy' from 'C:\\Users\\rasmu\\OneDrive\\Skrivebord\\Dev\\NN cartrack\\.venv\\lib\\site-packages\\numpy\\__init__.py'>
DEVICE: cuda
TRACK_LENGTH: 300
TRACK_WIDTH: 50
MAX_TIMESTEPS: 1100
BORDER_THRESHOLD: 10.0
OBSTACLE_THRESHOLD: 1.0
OBSTACLES: [{'center': array([150.,  25.], dtype=float32), 'size': array([50., 30.], dtype=float32)}, {'center': array([225.,  45.], dtype=float32), 'size': array([30., 20.], dtype=float32)}, {'center': array([225.,   5.], dtype=float32), 'size': array([30., 20.], dtype=float32)}]
LEARNING_RATE: 0.0005
BATCH_SIZE: 64
GAMMA: 0.98
EPS_START: 1.0
EPS_END: 0.1
EPS_DECAY: 1500
TARGET_UPDATE: 5
MEMORY_CAPACITY: 30000
NUM_EPISODES: 15000
MAX_SPEED: 4.0
ACCELERATION: 0.9
STEERING: 0.8
HIDDEN_LAYERS: {256, 128}
REWARD_GOAL: 200000
PENALTY_OFF_TRACK: -1000
PENALTY_OBSTACLE: -90
PENALTY_BORDER: -3000
PENALTY_BACKWARDS: -100
PENALTY_TIME_LIMIT: -25
DELTA_X_REWARD_FACTOR: 250
TIME_PENALTY: -1
STATE_SIZE: 12
ACTION_SIZE: 4
PROCENTAGE_TO_DRAW: 0.9
DRAW_BEST_TRAJECTORIES: 13501

Training Progress
-----------------
Episode 1: Reward = 8149.83, Avg Reward (100) = 0.00, Epsilon = 0.999, Avg Loss = 0.0000, Max Q-Value = 5.41, Steps = 56, Reward Breakdown -> Delta_x Reward: 8149.83, Border Penalty: 0.00, Obstacle Penalty: -50.00
Episode 2: Reward = -1000.00, Avg Reward (100) = 8149.83, Epsilon = 0.999, Avg Loss = 0.0000, Max Q-Value = 5.41, Steps = 1, Reward Breakdown -> Delta_x Reward: -1000.00, Border Penalty: 0.00, Obstacle Penalty: -50.00
Episode 3: Reward = -1000.00, Avg Reward (100) = 3574.92, Epsilon = 0.998, Avg Loss = 0.0000, Max Q-Value = 5.41, Steps = 1, Reward Breakdown -> Delta_x Reward: -1000.00, Border Penalty: 0.00, Obstacle Penalty: -50.00
Episode 4: Reward = 26570.24, Avg Reward (100) = 2049.94, Epsilon = 0.998, Avg Loss = 0.0000, Max Q-Value = 5.41, Steps = 27, Reward Breakdown -> Delta_x Reward: 26570.24, Border Penalty: 27238.81, Obstacle Penalty: -50.00
Episode 5: Reward = -1049.00, Avg Reward (100) = 8180.02, Epsilon = 0.997, Avg Loss = 0.0000, Max Q-Value = 5.41, Steps = 2, Reward Breakdown -> Delta_x Reward: -1049.00, Border Penalty: 0.00, Obstacle Penalty: -50.00
Episode 6: Reward = 67029.32, Avg Reward (100) = 6334.21, Epsilon = 0.996, Avg Loss = 0.0000, Max Q-Value = 5.41, Steps = 53, Reward Breakdown -> Delta_x Reward: 67029.32, Border Penalty: 31283.41, Obstacle Penalty: -50.00
Episode 7: Reward = 79746.27, Avg Reward (100) = 16450.07, Epsilon = 0.996, Avg Loss = 0.0000, Max Q-Value = 5.41, Steps = 31, Reward Breakdown -> Delta_x Reward: 79746.27, Border Penalty: 30851.92, Obstacle Penalty: -50.00
Episode 8: Reward = 5588.63, Avg Reward (100) = 25492.38, Epsilon = 0.995, Avg Loss = 0.0000, Max Q-Value = 5.41, Steps = 51, Reward Breakdown -> Delta_x Reward: 5588.63, Border Penalty: 4690.33, Obstacle Penalty: -50.00
Episode 9: Reward = -1000.00, Avg Reward (100) = 23004.41, Epsilon = 0.995, Avg Loss = 0.0000, Max Q-Value = 5.41, Steps = 1, Reward Breakdown -> Delta_x Reward: -1000.00, Border Penalty: 0.00, Obstacle Penalty: -50.00
Episode 10: Reward = -1196.00, Avg Reward (100) = 20337.26, Epsilon = 0.994, Avg Loss = 0.0000, Max Q-Value = 5.41, Steps = 5, Reward Breakdown -> Delta_x Reward: -1196.00, Border Penalty: 0.00, Obstacle Penalty: -50.00
Episode 11: Reward = -1394.00, Avg Reward (100) = 18183.93, Epsilon = 0.993, Avg Loss = 0.0000, Max Q-Value = 5.41, Steps = 7, Reward Breakdown -> Delta_x Reward: -1394.00, Border Penalty: 10403.80, Obstacle Penalty: -50.00
