Episode 1: Reward = -1058.08, Avg Reward (100) = 0.00, Epsilon = 0.500, Avg Loss = 0.0000, Max Q-Value = 1.06, Steps = 9, Reward Breakdown -> Delta_x Reward: 21782.53, Border Penalty: 238.18, Obstacle Penalty: 2272.84
Episode 2: Reward = -32.59, Avg Reward (100) = -1058.08, Epsilon = 0.500, Avg Loss = 0.0000, Max Q-Value = 1.07, Steps = 14, Reward Breakdown -> Delta_x Reward: 29224.52, Border Penalty: 1397.07, Obstacle Penalty: 3513.36
Episode 3: Reward = 7784.15, Avg Reward (100) = -545.33, Epsilon = 0.500, Avg Loss = 0.0000, Max Q-Value = 1.07, Steps = 17, Reward Breakdown -> Delta_x Reward: 42411.18, Border Penalty: 906.27, Obstacle Penalty: 4088.60
Episode 4: Reward = -10000.00, Avg Reward (100) = 2231.16, Epsilon = 0.500, Avg Loss = 0.0000, Max Q-Value = 1.06, Steps = 1, Reward Breakdown -> Delta_x Reward: 1800.00, Border Penalty: 150.00, Obstacle Penalty: 200.00
Episode 5: Reward = -9400.00, Avg Reward (100) = -826.63, Epsilon = 0.500, Avg Loss = 0.0000, Max Q-Value = 1.06, Steps = 2, Reward Breakdown -> Delta_x Reward: 3600.00, Border Penalty: 150.00, Obstacle Penalty: 400.00
Episode 6: Reward = -8800.00, Avg Reward (100) = -2541.30, Epsilon = 0.500, Avg Loss = 0.0000, Max Q-Value = 1.06, Steps = 3, Reward Breakdown -> Delta_x Reward: 5400.00, Border Penalty: 150.00, Obstacle Penalty: 600.00
Episode 7: Reward = 2164.39, Avg Reward (100) = -3584.42, Epsilon = 0.499, Avg Loss = 0.0000, Max Q-Value = 1.06, Steps = 11, Reward Breakdown -> Delta_x Reward: 27654.40, Border Penalty: 618.35, Obstacle Penalty: 2707.21
Episode 8: Reward = -9400.00, Avg Reward (100) = -2763.16, Epsilon = 0.499, Avg Loss = 0.0000, Max Q-Value = 1.06, Steps = 2, Reward Breakdown -> Delta_x Reward: 3600.00, Border Penalty: 150.00, Obstacle Penalty: 400.00
Episode 9: Reward = -8200.00, Avg Reward (100) = -3592.77, Epsilon = 0.499, Avg Loss = 0.0000, Max Q-Value = 1.06, Steps = 4, Reward Breakdown -> Delta_x Reward: 7200.00, Border Penalty: 150.00, Obstacle Penalty: 800.00
Episode 10: Reward = 3759.96, Avg Reward (100) = -4104.68, Epsilon = 0.499, Avg Loss = 2179.2681, Max Q-Value = 1.07, Steps = 14, Reward Breakdown -> Delta_x Reward: 32299.26, Border Penalty: 939.14, Obstacle Penalty: 3251.68
Episode 11: Reward = 1173.31, Avg Reward (100) = -3318.22, Epsilon = 0.499, Avg Loss = 2078.0585, Max Q-Value = 1.13, Steps = 13, Reward Breakdown -> Delta_x Reward: 29039.03, Border Penalty: 1377.17, Obstacle Penalty: 3176.09
Episode 12: Reward = -9400.00, Avg Reward (100) = -2909.90, Epsilon = 0.499, Avg Loss = 2008.7236, Max Q-Value = 1.18, Steps = 2, Reward Breakdown -> Delta_x Reward: 3600.00, Border Penalty: 150.00, Obstacle Penalty: 400.00
Episode 13: Reward = 20744.08, Avg Reward (100) = -3450.74, Epsilon = 0.499, Avg Loss = 2128.5751, Max Q-Value = 1.21, Steps = 19, Reward Breakdown -> Delta_x Reward: 56997.16, Border Penalty: 706.53, Obstacle Penalty: 4845.60
Episode 14: Reward = 3385.99, Avg Reward (100) = -1589.60, Epsilon = 0.499, Avg Loss = 2219.1048, Max Q-Value = 1.28, Steps = 10, Reward Breakdown -> Delta_x Reward: 31052.84, Border Penalty: 221.23, Obstacle Penalty: 2521.36
Episode 15: Reward = 3119.09, Avg Reward (100) = -1234.20, Epsilon = 0.499, Avg Loss = 2076.9381, Max Q-Value = 1.33, Steps = 12, Reward Breakdown -> Delta_x Reward: 31080.75, Border Penalty: 345.37, Obstacle Penalty: 2882.07
Episode 16: Reward = 35019.25, Avg Reward (100) = -943.98, Epsilon = 0.499, Avg Loss = 2128.5219, Max Q-Value = 1.37, Steps = 16, Reward Breakdown -> Delta_x Reward: 67608.56, Border Penalty: 168.48, Obstacle Penalty: 3788.53
Episode 17: Reward = -10000.00, Avg Reward (100) = 1303.72, Epsilon = 0.499, Avg Loss = 2518.2422, Max Q-Value = 1.43, Steps = 1, Reward Breakdown -> Delta_x Reward: 1800.00, Border Penalty: 150.00, Obstacle Penalty: 200.00
Episode 18: Reward = 18154.47, Avg Reward (100) = 638.80, Epsilon = 0.499, Avg Loss = 2365.0019, Max Q-Value = 1.45, Steps = 13, Reward Breakdown -> Delta_x Reward: 46199.72, Border Penalty: 251.93, Obstacle Penalty: 3030.11
Episode 19: Reward = 31516.05, Avg Reward (100) = 1611.89, Epsilon = 0.498, Avg Loss = 2314.3402, Max Q-Value = 1.49, Steps = 12, Reward Breakdown -> Delta_x Reward: 63098.75, Border Penalty: 354.00, Obstacle Penalty: 3091.03
Episode 20: Reward = 6625.41, Avg Reward (100) = 3185.79, Epsilon = 0.498, Avg Loss = 2395.1536, Max Q-Value = 1.54, Steps = 14, Reward Breakdown -> Delta_x Reward: 37026.94, Border Penalty: 298.52, Obstacle Penalty: 3675.55
Episode 21: Reward = -9400.00, Avg Reward (100) = 3357.77, Epsilon = 0.498, Avg Loss = 2312.5387, Max Q-Value = 1.59, Steps = 2, Reward Breakdown -> Delta_x Reward: 3600.00, Border Penalty: 150.00, Obstacle Penalty: 400.00
Episode 22: Reward = -8200.00, Avg Reward (100) = 2750.26, Epsilon = 0.498, Avg Loss = 2458.4752, Max Q-Value = 1.60, Steps = 4, Reward Breakdown -> Delta_x Reward: 7200.00, Border Penalty: 150.00, Obstacle Penalty: 863.90
Episode 23: Reward = 442.53, Avg Reward (100) = 2252.52, Epsilon = 0.498, Avg Loss = 2310.4837, Max Q-Value = 1.62, Steps = 11, Reward Breakdown -> Delta_x Reward: 26275.05, Border Penalty: 749.37, Obstacle Penalty: 2825.19
Episode 24: Reward = -10000.00, Avg Reward (100) = 2173.83, Epsilon = 0.498, Avg Loss = 1863.6814, Max Q-Value = 1.66, Steps = 1, Reward Breakdown -> Delta_x Reward: 1800.00, Border Penalty: 150.00, Obstacle Penalty: 200.00
Episode 25: Reward = 2598.21, Avg Reward (100) = 1666.58, Epsilon = 0.498, Avg Loss = 2497.8968, Max Q-Value = 1.66, Steps = 10, Reward Breakdown -> Delta_x Reward: 28186.39, Border Penalty: 222.70, Obstacle Penalty: 2683.81
