Episode 1: Reward = 920.00, Avg Reward (100) = 0.00, Epsilon = 1.000, Avg Loss = 0.0000, Max Q-Value = 1.22, Steps = 4, Reward Breakdown -> Delta_x Reward: 1600.00, Border Penalty: 150.00, Obstacle Penalty: 200.00
Episode 2: Reward = -100.00, Avg Reward (100) = 920.00, Epsilon = 1.000, Avg Loss = 0.0000, Max Q-Value = 1.22, Steps = 1, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 150.00, Obstacle Penalty: 50.00
Episode 3: Reward = 86163.23, Avg Reward (100) = 410.00, Epsilon = 1.000, Avg Loss = 210.5696, Max Q-Value = 1.23, Steps = 81, Reward Breakdown -> Delta_x Reward: 93155.63, Border Penalty: 750.00, Obstacle Penalty: 5432.40
Episode 4: Reward = 4164.32, Avg Reward (100) = 28994.41, Epsilon = 1.000, Avg Loss = 995.7598, Max Q-Value = 2.68, Steps = 14, Reward Breakdown -> Delta_x Reward: 6494.32, Border Penalty: 1200.00, Obstacle Penalty: 700.00
Episode 5: Reward = 90948.05, Avg Reward (100) = 22786.89, Epsilon = 0.999, Avg Loss = 1001.1883, Max Q-Value = 3.32, Steps = 46, Reward Breakdown -> Delta_x Reward: 93758.05, Border Penalty: 0.00, Obstacle Penalty: 2350.00
Episode 6: Reward = 103224.84, Avg Reward (100) = 36419.12, Epsilon = 0.999, Avg Loss = 1190.4799, Max Q-Value = 7.76, Steps = 85, Reward Breakdown -> Delta_x Reward: 112025.40, Border Penalty: 1753.36, Obstacle Penalty: 6197.19
Episode 7: Reward = 580.00, Avg Reward (100) = 47553.41, Epsilon = 0.999, Avg Loss = 1277.1667, Max Q-Value = 15.70, Steps = 3, Reward Breakdown -> Delta_x Reward: 1200.00, Border Penalty: 150.00, Obstacle Penalty: 150.00
Episode 8: Reward = 91965.84, Avg Reward (100) = 40842.92, Epsilon = 0.999, Avg Loss = 1167.1752, Max Q-Value = 20.76, Steps = 73, Reward Breakdown -> Delta_x Reward: 100094.31, Border Penalty: 2727.37, Obstacle Penalty: 4671.07
Episode 9: Reward = 5693.82, Avg Reward (100) = 47233.28, Epsilon = 0.999, Avg Loss = 1196.6052, Max Q-Value = 36.58, Steps = 21, Reward Breakdown -> Delta_x Reward: 9493.82, Border Penalty: 2250.00, Obstacle Penalty: 1050.00
Episode 10: Reward = 72680.19, Avg Reward (100) = 42617.79, Epsilon = 0.999, Avg Loss = 1030.6523, Max Q-Value = 113.38, Steps = 129, Reward Breakdown -> Delta_x Reward: 87631.67, Border Penalty: 6600.00, Obstacle Penalty: 6821.49
Episode 11: Reward = -100.00, Avg Reward (100) = 45624.03, Epsilon = 0.999, Avg Loss = 1009.2356, Max Q-Value = 116.85, Steps = 1, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 150.00, Obstacle Penalty: 50.00
Episode 12: Reward = 3278.19, Avg Reward (100) = 41467.30, Epsilon = 0.999, Avg Loss = 867.8309, Max Q-Value = 129.54, Steps = 12, Reward Breakdown -> Delta_x Reward: 5488.19, Border Penalty: 1200.00, Obstacle Penalty: 600.00
Episode 13: Reward = -100.00, Avg Reward (100) = 38284.87, Epsilon = 0.999, Avg Loss = 710.1075, Max Q-Value = 130.76, Steps = 1, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 150.00, Obstacle Penalty: 50.00
Episode 14: Reward = -100.00, Avg Reward (100) = 35332.19, Epsilon = 0.998, Avg Loss = 731.0309, Max Q-Value = 131.88, Steps = 1, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 150.00, Obstacle Penalty: 50.00
Episode 15: Reward = 240.00, Avg Reward (100) = 32801.32, Epsilon = 0.998, Avg Loss = 956.4882, Max Q-Value = 134.13, Steps = 2, Reward Breakdown -> Delta_x Reward: 800.00, Border Penalty: 150.00, Obstacle Penalty: 100.00
Episode 16: Reward = -100.00, Avg Reward (100) = 30630.56, Epsilon = 0.998, Avg Loss = 1048.5206, Max Q-Value = 135.28, Steps = 1, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 150.00, Obstacle Penalty: 50.00
Episode 17: Reward = 79705.88, Avg Reward (100) = 28709.90, Epsilon = 0.998, Avg Loss = 1006.6421, Max Q-Value = 138.14, Steps = 44, Reward Breakdown -> Delta_x Reward: 82395.88, Border Penalty: 0.00, Obstacle Penalty: 2250.00
Episode 18: Reward = 240.00, Avg Reward (100) = 31709.67, Epsilon = 0.998, Avg Loss = 1007.1602, Max Q-Value = 197.60, Steps = 2, Reward Breakdown -> Delta_x Reward: 800.00, Border Penalty: 150.00, Obstacle Penalty: 100.00
Episode 19: Reward = 14603.31, Avg Reward (100) = 29961.35, Epsilon = 0.998, Avg Loss = 1002.3038, Max Q-Value = 259.20, Steps = 35, Reward Breakdown -> Delta_x Reward: 19543.31, Border Penalty: 2550.00, Obstacle Penalty: 1750.00
Episode 20: Reward = 81685.05, Avg Reward (100) = 29153.03, Epsilon = 0.998, Avg Loss = 778.9673, Max Q-Value = 670.11, Steps = 172, Reward Breakdown -> Delta_x Reward: 107268.64, Border Penalty: 12429.87, Obstacle Penalty: 11244.25
Episode 21: Reward = -100.00, Avg Reward (100) = 31779.64, Epsilon = 0.998, Avg Loss = 589.6160, Max Q-Value = 772.36, Steps = 1, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 150.00, Obstacle Penalty: 50.00
Episode 22: Reward = 240.00, Avg Reward (100) = 30261.56, Epsilon = 0.998, Avg Loss = 740.8871, Max Q-Value = 778.66, Steps = 2, Reward Breakdown -> Delta_x Reward: 800.00, Border Penalty: 150.00, Obstacle Penalty: 100.00
