Training Log
20241121_201008
-----------
Configuration: c:\Users\rasmu\OneDrive\Skrivebord\Dev\NN cartrack\config.py

Training Metrics
---------------
Configuration Items
--------------------
torch: <module 'torch' from 'C:\\Users\\rasmu\\OneDrive\\Skrivebord\\Dev\\NN cartrack\\.venv\\lib\\site-packages\\torch\\__init__.py'>
np: <module 'numpy' from 'C:\\Users\\rasmu\\OneDrive\\Skrivebord\\Dev\\NN cartrack\\.venv\\lib\\site-packages\\numpy\\__init__.py'>
DEVICE: cuda
TRACK_LENGTH: 300
TRACK_WIDTH: 50
MAX_TIMESTEPS: 1100
BORDER_THRESHOLD: 10.0
OBSTACLE_THRESHOLD: 1.0
OBSTACLES: [{'center': array([150.,  25.], dtype=float32), 'size': array([50., 30.], dtype=float32)}, {'center': array([225.,  45.], dtype=float32), 'size': array([30., 20.], dtype=float32)}, {'center': array([225.,   5.], dtype=float32), 'size': array([30., 20.], dtype=float32)}]
LEARNING_RATE: 0.0001
BATCH_SIZE: 64
GAMMA: 0.99
EPS_START: 1.0
EPS_END: 0.1
EPS_DECAY: 1000
TARGET_UPDATE: 10
MEMORY_CAPACITY: 100000
NUM_EPISODES: 1500
MAX_SPEED: 4.0
ACCELERATION: 0.9
STEERING: 0.8
HIDDEN_LAYERS: [256, 128, 256, 128, 128, 128]
REWARD_GOAL: 10000
PENALTY_OFF_TRACK: 100
PENALTY_OBSTACLE: 100
PENALTY_BORDER: 10
PENALTY_BACKWARDS: 50
PENALTY_TIME_LIMIT: 10
DELTA_X_REWARD_FACTOR: 200.0
TIME_PENALTY: 1
STATE_SIZE: 12
ACTION_SIZE: 4
PROCENTAGE_TO_DRAW: 0.9
DRAW_BEST_TRAJECTORIES: 1351

Training Progress
-----------------
Episode 1: Reward = 10211.63, Avg Reward (100) = 0.00, Epsilon = 0.999, Avg Loss = 0.0000, Max Q-Value = 0.15, Steps = 24, Reward Breakdown -> Delta_x Reward: 13006.33, Border Penalty: 575.35, Obstacle Penalty: 1328.64
Episode 2: Reward = 49.00, Avg Reward (100) = 10211.63, Epsilon = 0.998, Avg Loss = 0.0000, Max Q-Value = 0.11, Steps = 2, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 50.00, Obstacle Penalty: 100.00
Episode 3: Reward = 12668.27, Avg Reward (100) = 5130.32, Epsilon = 0.997, Avg Loss = 81.8806, Max Q-Value = 1.06, Steps = 49, Reward Breakdown -> Delta_x Reward: 17900.56, Border Penalty: 1967.11, Obstacle Penalty: 3067.17
Episode 4: Reward = -100.00, Avg Reward (100) = 7642.97, Epsilon = 0.996, Avg Loss = 308.6353, Max Q-Value = 1.13, Steps = 1, Reward Breakdown -> Delta_x Reward: 200.00, Border Penalty: 50.00, Obstacle Penalty: 50.00
Episode 5: Reward = 49.00, Avg Reward (100) = 5707.23, Epsilon = 0.995, Avg Loss = 306.2032, Max Q-Value = 1.35, Steps = 2, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 50.00, Obstacle Penalty: 100.00
Episode 6: Reward = 995.05, Avg Reward (100) = 4575.58, Epsilon = 0.995, Avg Loss = 293.0693, Max Q-Value = 2.26, Steps = 7, Reward Breakdown -> Delta_x Reward: 1701.05, Border Penalty: 150.00, Obstacle Penalty: 350.00
Episode 7: Reward = 347.00, Avg Reward (100) = 3978.83, Epsilon = 0.994, Avg Loss = 284.2782, Max Q-Value = 3.09, Steps = 4, Reward Breakdown -> Delta_x Reward: 800.00, Border Penalty: 50.00, Obstacle Penalty: 200.00
Episode 8: Reward = 3585.80, Avg Reward (100) = 3459.99, Epsilon = 0.993, Avg Loss = 281.7881, Max Q-Value = 9.08, Steps = 19, Reward Breakdown -> Delta_x Reward: 5315.30, Border Penalty: 494.68, Obstacle Penalty: 1120.49
Episode 9: Reward = 23178.75, Avg Reward (100) = 3475.72, Epsilon = 0.992, Avg Loss = 254.1567, Max Q-Value = 122.91, Steps = 65, Reward Breakdown -> Delta_x Reward: 29312.48, Border Penalty: 1412.31, Obstacle Penalty: 3999.66
Episode 10: Reward = -100.00, Avg Reward (100) = 5664.94, Epsilon = 0.991, Avg Loss = 171.6858, Max Q-Value = 211.49, Steps = 1, Reward Breakdown -> Delta_x Reward: 200.00, Border Penalty: 50.00, Obstacle Penalty: 50.00
Episode 11: Reward = 3360.03, Avg Reward (100) = 5088.45, Epsilon = 0.990, Avg Loss = 196.8818, Max Q-Value = 338.63, Steps = 16, Reward Breakdown -> Delta_x Reward: 4938.03, Border Penalty: 485.36, Obstacle Penalty: 923.45
