Training Log
20241120_183721
-----------
Configuration: c:\Users\rasmu\OneDrive\Skrivebord\Dev\NN cartrack\config.py

Training Metrics
---------------
Configuration Items
--------------------
torch: <module 'torch' from 'C:\\Users\\rasmu\\OneDrive\\Skrivebord\\Dev\\NN cartrack\\.venv\\lib\\site-packages\\torch\\__init__.py'>
np: <module 'numpy' from 'C:\\Users\\rasmu\\OneDrive\\Skrivebord\\Dev\\NN cartrack\\.venv\\lib\\site-packages\\numpy\\__init__.py'>
DEVICE: cuda
TRACK_LENGTH: 300
TRACK_WIDTH: 50
MAX_TIMESTEPS: 1100
BORDER_THRESHOLD: 10.0
OBSTACLE_THRESHOLD: 1.0
OBSTACLES: [{'center': array([150.,  25.], dtype=float32), 'size': array([50., 30.], dtype=float32)}, {'center': array([225.,  45.], dtype=float32), 'size': array([30., 20.], dtype=float32)}, {'center': array([225.,   5.], dtype=float32), 'size': array([30., 20.], dtype=float32)}]
LEARNING_RATE: 0.0005
BATCH_SIZE: 64
GAMMA: 0.98
EPS_START: 1.0
EPS_END: 0.1
EPS_DECAY: 1500
TARGET_UPDATE: 5
MEMORY_CAPACITY: 30000
NUM_EPISODES: 1500
MAX_SPEED: 4.0
ACCELERATION: 0.9
STEERING: 0.8
HIDDEN_LAYERS: {256, 128}
REWARD_GOAL: 200000
PENALTY_OFF_TRACK: -1000
PENALTY_OBSTACLE: -900
PENALTY_BORDER: -300
PENALTY_BACKWARDS: -100
PENALTY_TIME_LIMIT: -25
DELTA_X_REWARD_FACTOR: 250
TIME_PENALTY: -1
STATE_SIZE: 12
ACTION_SIZE: 4
PROCENTAGE_TO_DRAW: 0.9
DRAW_BEST_TRAJECTORIES: 1351

Training Progress
-----------------
Episode 1: Reward = -929.25, Avg Reward (100) = 0.00, Epsilon = 0.999, Avg Loss = 0.0000, Max Q-Value = 25.15, Steps = 8, Reward Breakdown -> Delta_x Reward: 213.75, Border Penalty: 300.00, Obstacle Penalty: -400.00
Episode 2: Reward = 25211.10, Avg Reward (100) = -929.25, Epsilon = 0.999, Avg Loss = 31.6505, Max Q-Value = 32.27, Steps = 60, Reward Breakdown -> Delta_x Reward: 20471.74, Border Penalty: 12506.33, Obstacle Penalty: -3267.77
Episode 3: Reward = 17200.84, Avg Reward (100) = 12140.92, Epsilon = 0.998, Avg Loss = 420.4013, Max Q-Value = 137.18, Steps = 20, Reward Breakdown -> Delta_x Reward: 5378.68, Border Penalty: 17233.26, Obstacle Penalty: -1157.43
Episode 4: Reward = -1049.00, Avg Reward (100) = 13827.56, Epsilon = 0.998, Avg Loss = 467.7924, Max Q-Value = 163.49, Steps = 2, Reward Breakdown -> Delta_x Reward: 0.00, Border Penalty: 100.00, Obstacle Penalty: -100.00
Episode 5: Reward = -1000.00, Avg Reward (100) = 10108.42, Epsilon = 0.997, Avg Loss = 491.3107, Max Q-Value = 170.67, Steps = 1, Reward Breakdown -> Delta_x Reward: 0.00, Border Penalty: 100.00, Obstacle Penalty: -50.00
Episode 6: Reward = -831.25, Avg Reward (100) = 7886.74, Epsilon = 0.996, Avg Loss = 458.9290, Max Q-Value = 216.47, Steps = 6, Reward Breakdown -> Delta_x Reward: 213.75, Border Penalty: 300.00, Obstacle Penalty: -300.00
Episode 7: Reward = -1000.00, Avg Reward (100) = 6433.74, Epsilon = 0.996, Avg Loss = 489.8688, Max Q-Value = 226.03, Steps = 1, Reward Breakdown -> Delta_x Reward: 0.00, Border Penalty: 100.00, Obstacle Penalty: -50.00
Episode 8: Reward = 8874.74, Avg Reward (100) = 5371.78, Epsilon = 0.995, Avg Loss = 477.8353, Max Q-Value = 399.86, Steps = 19, Reward Breakdown -> Delta_x Reward: 5925.88, Border Penalty: 9059.38, Obstacle Penalty: -1107.06
Episode 9: Reward = 60294.20, Avg Reward (100) = 5809.65, Epsilon = 0.995, Avg Loss = 520.2094, Max Q-Value = 610.56, Steps = 38, Reward Breakdown -> Delta_x Reward: 22573.90, Border Penalty: 44869.04, Obstacle Penalty: -2118.30
Episode 10: Reward = 15415.31, Avg Reward (100) = 11863.49, Epsilon = 0.994, Avg Loss = 620.0654, Max Q-Value = 780.41, Steps = 46, Reward Breakdown -> Delta_x Reward: 11754.84, Border Penalty: 10680.54, Obstacle Penalty: -2613.19
Episode 11: Reward = -1049.00, Avg Reward (100) = 12218.67, Epsilon = 0.993, Avg Loss = 623.5011, Max Q-Value = 777.39, Steps = 2, Reward Breakdown -> Delta_x Reward: 0.00, Border Penalty: 100.00, Obstacle Penalty: -100.00
