Episode 1: Reward = -100.00, Avg Reward (100) = 0.00, Epsilon = 0.600, Avg Loss = 0.0000, Max Q-Value = 0.36, Steps = 1, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 150.00, Obstacle Penalty: 50.00
Episode 2: Reward = 1053.21, Avg Reward (100) = -100.00, Epsilon = 0.600, Avg Loss = 0.0000, Max Q-Value = 0.36, Steps = 5, Reward Breakdown -> Delta_x Reward: 2243.21, Border Penalty: 600.00, Obstacle Penalty: 250.00
Episode 3: Reward = -100.00, Avg Reward (100) = 476.60, Epsilon = 0.600, Avg Loss = 0.0000, Max Q-Value = 0.36, Steps = 1, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 150.00, Obstacle Penalty: 50.00
Episode 4: Reward = 920.00, Avg Reward (100) = 284.40, Epsilon = 0.600, Avg Loss = 0.0000, Max Q-Value = 0.36, Steps = 4, Reward Breakdown -> Delta_x Reward: 1600.00, Border Penalty: 150.00, Obstacle Penalty: 200.00
Episode 5: Reward = -100.00, Avg Reward (100) = 443.30, Epsilon = 0.600, Avg Loss = 0.0000, Max Q-Value = 0.36, Steps = 1, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 150.00, Obstacle Penalty: 50.00
Episode 6: Reward = -100.00, Avg Reward (100) = 334.64, Epsilon = 0.600, Avg Loss = 0.0000, Max Q-Value = 0.36, Steps = 1, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 150.00, Obstacle Penalty: 50.00
Episode 7: Reward = -100.00, Avg Reward (100) = 262.20, Epsilon = 0.600, Avg Loss = 0.0000, Max Q-Value = 0.36, Steps = 1, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 150.00, Obstacle Penalty: 50.00
Episode 8: Reward = 1013.21, Avg Reward (100) = 210.46, Epsilon = 0.600, Avg Loss = 0.0000, Max Q-Value = 0.36, Steps = 4, Reward Breakdown -> Delta_x Reward: 1843.21, Border Penalty: 300.00, Obstacle Penalty: 200.00
Episode 9: Reward = -100.00, Avg Reward (100) = 310.80, Epsilon = 0.599, Avg Loss = 0.0000, Max Q-Value = 0.36, Steps = 1, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 150.00, Obstacle Penalty: 50.00
Episode 10: Reward = -100.00, Avg Reward (100) = 265.16, Epsilon = 0.599, Avg Loss = 0.0000, Max Q-Value = 0.36, Steps = 1, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 150.00, Obstacle Penalty: 50.00
Episode 11: Reward = 920.00, Avg Reward (100) = 228.64, Epsilon = 0.599, Avg Loss = 0.0000, Max Q-Value = 0.37, Steps = 4, Reward Breakdown -> Delta_x Reward: 1600.00, Border Penalty: 150.00, Obstacle Penalty: 200.00
Episode 12: Reward = 2175.41, Avg Reward (100) = 291.49, Epsilon = 0.599, Avg Loss = 0.0000, Max Q-Value = 0.36, Steps = 7, Reward Breakdown -> Delta_x Reward: 3485.41, Border Penalty: 600.00, Obstacle Penalty: 350.00
Episode 13: Reward = -100.00, Avg Reward (100) = 448.49, Epsilon = 0.599, Avg Loss = 0.0000, Max Q-Value = 0.36, Steps = 1, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 150.00, Obstacle Penalty: 50.00
Episode 14: Reward = 2908.52, Avg Reward (100) = 406.29, Epsilon = 0.599, Avg Loss = 0.0000, Max Q-Value = 0.36, Steps = 9, Reward Breakdown -> Delta_x Reward: 4488.52, Border Penalty: 750.00, Obstacle Penalty: 450.00
Episode 15: Reward = -100.00, Avg Reward (100) = 585.02, Epsilon = 0.599, Avg Loss = 0.0000, Max Q-Value = 0.36, Steps = 1, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 150.00, Obstacle Penalty: 50.00
Episode 16: Reward = -100.00, Avg Reward (100) = 539.36, Epsilon = 0.599, Avg Loss = 0.0000, Max Q-Value = 0.36, Steps = 1, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 150.00, Obstacle Penalty: 50.00
Episode 17: Reward = 580.00, Avg Reward (100) = 499.40, Epsilon = 0.599, Avg Loss = 0.0000, Max Q-Value = 0.37, Steps = 3, Reward Breakdown -> Delta_x Reward: 1200.00, Border Penalty: 150.00, Obstacle Penalty: 150.00
Episode 18: Reward = 673.21, Avg Reward (100) = 504.14, Epsilon = 0.599, Avg Loss = 0.0000, Max Q-Value = 0.36, Steps = 3, Reward Breakdown -> Delta_x Reward: 1443.21, Border Penalty: 300.00, Obstacle Penalty: 150.00
Episode 19: Reward = -100.00, Avg Reward (100) = 513.53, Epsilon = 0.599, Avg Loss = 0.0000, Max Q-Value = 0.36, Steps = 1, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 150.00, Obstacle Penalty: 50.00
Episode 20: Reward = 5751.61, Avg Reward (100) = 481.24, Epsilon = 0.599, Avg Loss = 0.0000, Max Q-Value = 0.36, Steps = 13, Reward Breakdown -> Delta_x Reward: 7571.61, Border Penalty: 750.00, Obstacle Penalty: 650.00
Episode 21: Reward = -100.00, Avg Reward (100) = 744.76, Epsilon = 0.599, Avg Loss = 296.5604, Max Q-Value = 0.36, Steps = 1, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 150.00, Obstacle Penalty: 50.00
Episode 22: Reward = -100.00, Avg Reward (100) = 704.53, Epsilon = 0.599, Avg Loss = 292.8120, Max Q-Value = 0.36, Steps = 1, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 150.00, Obstacle Penalty: 50.00
Episode 23: Reward = 673.21, Avg Reward (100) = 667.96, Epsilon = 0.599, Avg Loss = 293.3357, Max Q-Value = 0.35, Steps = 3, Reward Breakdown -> Delta_x Reward: 1443.21, Border Penalty: 300.00, Obstacle Penalty: 150.00
Episode 24: Reward = -100.00, Avg Reward (100) = 668.19, Epsilon = 0.599, Avg Loss = 297.5488, Max Q-Value = 0.34, Steps = 1, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 150.00, Obstacle Penalty: 50.00
Episode 25: Reward = 580.00, Avg Reward (100) = 636.18, Epsilon = 0.598, Avg Loss = 287.9944, Max Q-Value = 0.33, Steps = 3, Reward Breakdown -> Delta_x Reward: 1200.00, Border Penalty: 150.00, Obstacle Penalty: 150.00
Episode 26: Reward = 240.00, Avg Reward (100) = 633.93, Epsilon = 0.598, Avg Loss = 286.3486, Max Q-Value = 0.32, Steps = 2, Reward Breakdown -> Delta_x Reward: 800.00, Border Penalty: 150.00, Obstacle Penalty: 100.00
Episode 27: Reward = 240.00, Avg Reward (100) = 618.78, Epsilon = 0.598, Avg Loss = 291.7677, Max Q-Value = 0.30, Steps = 2, Reward Breakdown -> Delta_x Reward: 800.00, Border Penalty: 150.00, Obstacle Penalty: 100.00
Episode 28: Reward = 580.00, Avg Reward (100) = 604.75, Epsilon = 0.598, Avg Loss = 296.8846, Max Q-Value = 0.30, Steps = 3, Reward Breakdown -> Delta_x Reward: 1200.00, Border Penalty: 150.00, Obstacle Penalty: 150.00
