Episode 1: Reward = 240.00, Avg Reward (100) = 0.00, Epsilon = 0.500, Avg Loss = 0.0000, Max Q-Value = 0.81, Steps = 2, Reward Breakdown -> Delta_x Reward: 800.00, Border Penalty: 150.00, Obstacle Penalty: 100.00
Episode 2: Reward = 240.00, Avg Reward (100) = 240.00, Epsilon = 0.500, Avg Loss = 0.0000, Max Q-Value = 0.81, Steps = 2, Reward Breakdown -> Delta_x Reward: 800.00, Border Penalty: 150.00, Obstacle Penalty: 100.00
Episode 3: Reward = -100.00, Avg Reward (100) = 240.00, Epsilon = 0.500, Avg Loss = 0.0000, Max Q-Value = 0.81, Steps = 1, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 150.00, Obstacle Penalty: 50.00
Episode 4: Reward = 240.00, Avg Reward (100) = 126.67, Epsilon = 0.500, Avg Loss = 0.0000, Max Q-Value = 0.81, Steps = 2, Reward Breakdown -> Delta_x Reward: 800.00, Border Penalty: 150.00, Obstacle Penalty: 100.00
Episode 5: Reward = 240.00, Avg Reward (100) = 155.00, Epsilon = 0.500, Avg Loss = 0.0000, Max Q-Value = 0.81, Steps = 2, Reward Breakdown -> Delta_x Reward: 800.00, Border Penalty: 150.00, Obstacle Penalty: 100.00
Episode 6: Reward = -100.00, Avg Reward (100) = 172.00, Epsilon = 0.500, Avg Loss = 0.0000, Max Q-Value = 0.81, Steps = 1, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 150.00, Obstacle Penalty: 50.00
Episode 7: Reward = 1713.76, Avg Reward (100) = 126.67, Epsilon = 0.500, Avg Loss = 0.0000, Max Q-Value = 0.81, Steps = 6, Reward Breakdown -> Delta_x Reward: 2813.76, Border Penalty: 450.00, Obstacle Penalty: 300.00
Episode 8: Reward = 643.37, Avg Reward (100) = 353.39, Epsilon = 0.500, Avg Loss = 0.0000, Max Q-Value = 0.81, Steps = 3, Reward Breakdown -> Delta_x Reward: 1413.37, Border Penalty: 300.00, Obstacle Penalty: 150.00
Episode 9: Reward = 240.00, Avg Reward (100) = 389.64, Epsilon = 0.500, Avg Loss = 0.0000, Max Q-Value = 0.81, Steps = 2, Reward Breakdown -> Delta_x Reward: 800.00, Border Penalty: 150.00, Obstacle Penalty: 100.00
Episode 10: Reward = 920.00, Avg Reward (100) = 373.01, Epsilon = 0.500, Avg Loss = 0.0000, Max Q-Value = 0.81, Steps = 4, Reward Breakdown -> Delta_x Reward: 1600.00, Border Penalty: 150.00, Obstacle Penalty: 200.00
Episode 11: Reward = -100.00, Avg Reward (100) = 427.71, Epsilon = 0.499, Avg Loss = 0.0000, Max Q-Value = 0.81, Steps = 1, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 150.00, Obstacle Penalty: 50.00
Episode 12: Reward = -100.00, Avg Reward (100) = 379.74, Epsilon = 0.499, Avg Loss = 0.0000, Max Q-Value = 0.81, Steps = 1, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 150.00, Obstacle Penalty: 50.00
Episode 13: Reward = 240.00, Avg Reward (100) = 339.76, Epsilon = 0.499, Avg Loss = 0.0000, Max Q-Value = 0.81, Steps = 2, Reward Breakdown -> Delta_x Reward: 800.00, Border Penalty: 150.00, Obstacle Penalty: 100.00
Episode 14: Reward = -100.00, Avg Reward (100) = 332.09, Epsilon = 0.499, Avg Loss = 0.0000, Max Q-Value = 0.81, Steps = 1, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 150.00, Obstacle Penalty: 50.00
Episode 15: Reward = -100.00, Avg Reward (100) = 301.22, Epsilon = 0.499, Avg Loss = 0.0000, Max Q-Value = 0.81, Steps = 1, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 150.00, Obstacle Penalty: 50.00
Episode 16: Reward = -100.00, Avg Reward (100) = 274.48, Epsilon = 0.499, Avg Loss = 0.0000, Max Q-Value = 0.81, Steps = 1, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 150.00, Obstacle Penalty: 50.00
Episode 17: Reward = 240.00, Avg Reward (100) = 251.07, Epsilon = 0.499, Avg Loss = 0.0000, Max Q-Value = 0.81, Steps = 2, Reward Breakdown -> Delta_x Reward: 800.00, Border Penalty: 150.00, Obstacle Penalty: 100.00
Episode 18: Reward = -100.00, Avg Reward (100) = 250.42, Epsilon = 0.499, Avg Loss = 0.0000, Max Q-Value = 0.81, Steps = 1, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 150.00, Obstacle Penalty: 50.00
Episode 19: Reward = 580.00, Avg Reward (100) = 230.95, Epsilon = 0.499, Avg Loss = 0.0000, Max Q-Value = 0.81, Steps = 3, Reward Breakdown -> Delta_x Reward: 1200.00, Border Penalty: 150.00, Obstacle Penalty: 150.00
Episode 20: Reward = -100.00, Avg Reward (100) = 249.32, Epsilon = 0.499, Avg Loss = 0.0000, Max Q-Value = 0.81, Steps = 1, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 150.00, Obstacle Penalty: 50.00
Episode 21: Reward = 643.37, Avg Reward (100) = 231.86, Epsilon = 0.499, Avg Loss = 0.0000, Max Q-Value = 0.81, Steps = 3, Reward Breakdown -> Delta_x Reward: 1413.37, Border Penalty: 300.00, Obstacle Penalty: 150.00
Episode 22: Reward = -100.00, Avg Reward (100) = 251.45, Epsilon = 0.499, Avg Loss = 0.0000, Max Q-Value = 0.81, Steps = 1, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 150.00, Obstacle Penalty: 50.00
Episode 23: Reward = 643.37, Avg Reward (100) = 235.48, Epsilon = 0.499, Avg Loss = 0.0000, Max Q-Value = 0.81, Steps = 3, Reward Breakdown -> Delta_x Reward: 1413.37, Border Penalty: 300.00, Obstacle Penalty: 150.00
Episode 24: Reward = 240.00, Avg Reward (100) = 253.21, Epsilon = 0.499, Avg Loss = 0.0000, Max Q-Value = 0.81, Steps = 2, Reward Breakdown -> Delta_x Reward: 800.00, Border Penalty: 150.00, Obstacle Penalty: 100.00
Episode 25: Reward = -100.00, Avg Reward (100) = 252.66, Epsilon = 0.499, Avg Loss = 0.0000, Max Q-Value = 0.81, Steps = 1, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 150.00, Obstacle Penalty: 50.00
Episode 26: Reward = 240.00, Avg Reward (100) = 238.55, Epsilon = 0.499, Avg Loss = 0.0000, Max Q-Value = 0.81, Steps = 2, Reward Breakdown -> Delta_x Reward: 800.00, Border Penalty: 150.00, Obstacle Penalty: 100.00
Episode 27: Reward = 580.00, Avg Reward (100) = 238.61, Epsilon = 0.499, Avg Loss = 0.0000, Max Q-Value = 0.81, Steps = 3, Reward Breakdown -> Delta_x Reward: 1200.00, Border Penalty: 150.00, Obstacle Penalty: 150.00
Episode 28: Reward = -100.00, Avg Reward (100) = 251.25, Epsilon = 0.499, Avg Loss = 0.0000, Max Q-Value = 0.81, Steps = 1, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 150.00, Obstacle Penalty: 50.00
Episode 29: Reward = 643.37, Avg Reward (100) = 238.71, Epsilon = 0.499, Avg Loss = 0.0000, Max Q-Value = 0.81, Steps = 3, Reward Breakdown -> Delta_x Reward: 1413.37, Border Penalty: 300.00, Obstacle Penalty: 150.00
Episode 30: Reward = 2473.33, Avg Reward (100) = 252.66, Epsilon = 0.499, Avg Loss = 107.0715, Max Q-Value = 0.81, Steps = 9, Reward Breakdown -> Delta_x Reward: 4203.33, Border Penalty: 900.00, Obstacle Penalty: 450.00
Episode 31: Reward = -100.00, Avg Reward (100) = 326.69, Epsilon = 0.498, Avg Loss = 235.1419, Max Q-Value = 0.77, Steps = 1, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 150.00, Obstacle Penalty: 50.00
Episode 32: Reward = -100.00, Avg Reward (100) = 312.92, Epsilon = 0.498, Avg Loss = 233.7273, Max Q-Value = 0.76, Steps = 1, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 150.00, Obstacle Penalty: 50.00
Episode 33: Reward = -100.00, Avg Reward (100) = 300.02, Epsilon = 0.498, Avg Loss = 228.5726, Max Q-Value = 0.75, Steps = 1, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 150.00, Obstacle Penalty: 50.00
Episode 34: Reward = 1563.76, Avg Reward (100) = 287.90, Epsilon = 0.498, Avg Loss = 239.3370, Max Q-Value = 0.75, Steps = 6, Reward Breakdown -> Delta_x Reward: 2813.76, Border Penalty: 600.00, Obstacle Penalty: 300.00
Episode 35: Reward = 240.00, Avg Reward (100) = 325.42, Epsilon = 0.498, Avg Loss = 223.5942, Max Q-Value = 0.69, Steps = 2, Reward Breakdown -> Delta_x Reward: 800.00, Border Penalty: 150.00, Obstacle Penalty: 100.00
Episode 36: Reward = -100.00, Avg Reward (100) = 322.98, Epsilon = 0.498, Avg Loss = 223.2538, Max Q-Value = 0.68, Steps = 1, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 150.00, Obstacle Penalty: 50.00
Episode 37: Reward = 1902.09, Avg Reward (100) = 311.23, Epsilon = 0.498, Avg Loss = 244.3651, Max Q-Value = 0.67, Steps = 6, Reward Breakdown -> Delta_x Reward: 3002.09, Border Penalty: 450.00, Obstacle Penalty: 300.00
Episode 38: Reward = -100.00, Avg Reward (100) = 354.23, Epsilon = 0.498, Avg Loss = 246.7700, Max Q-Value = 0.62, Steps = 1, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 150.00, Obstacle Penalty: 50.00
Episode 39: Reward = -100.00, Avg Reward (100) = 342.27, Epsilon = 0.498, Avg Loss = 241.6286, Max Q-Value = 0.61, Steps = 1, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 150.00, Obstacle Penalty: 50.00
Episode 40: Reward = 240.00, Avg Reward (100) = 330.93, Epsilon = 0.498, Avg Loss = 250.0414, Max Q-Value = 0.60, Steps = 2, Reward Breakdown -> Delta_x Reward: 800.00, Border Penalty: 150.00, Obstacle Penalty: 100.00
Episode 41: Reward = -100.00, Avg Reward (100) = 328.66, Epsilon = 0.498, Avg Loss = 242.2623, Max Q-Value = 0.58, Steps = 1, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 150.00, Obstacle Penalty: 50.00
Episode 42: Reward = 240.00, Avg Reward (100) = 318.21, Epsilon = 0.498, Avg Loss = 242.4222, Max Q-Value = 0.58, Steps = 2, Reward Breakdown -> Delta_x Reward: 800.00, Border Penalty: 150.00, Obstacle Penalty: 100.00
Episode 43: Reward = -100.00, Avg Reward (100) = 316.34, Epsilon = 0.498, Avg Loss = 241.0030, Max Q-Value = 0.56, Steps = 1, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 150.00, Obstacle Penalty: 50.00
Episode 44: Reward = 240.00, Avg Reward (100) = 306.66, Epsilon = 0.498, Avg Loss = 245.4276, Max Q-Value = 0.55, Steps = 2, Reward Breakdown -> Delta_x Reward: 800.00, Border Penalty: 150.00, Obstacle Penalty: 100.00
Episode 45: Reward = -100.00, Avg Reward (100) = 305.15, Epsilon = 0.498, Avg Loss = 210.4381, Max Q-Value = 0.54, Steps = 1, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 150.00, Obstacle Penalty: 50.00
Episode 46: Reward = 240.00, Avg Reward (100) = 296.14, Epsilon = 0.498, Avg Loss = 227.0313, Max Q-Value = 0.53, Steps = 2, Reward Breakdown -> Delta_x Reward: 800.00, Border Penalty: 150.00, Obstacle Penalty: 100.00
Episode 47: Reward = -100.00, Avg Reward (100) = 294.92, Epsilon = 0.498, Avg Loss = 230.6992, Max Q-Value = 0.51, Steps = 1, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 150.00, Obstacle Penalty: 50.00
Episode 48: Reward = 833.37, Avg Reward (100) = 286.52, Epsilon = 0.498, Avg Loss = 237.0446, Max Q-Value = 0.51, Steps = 4, Reward Breakdown -> Delta_x Reward: 1813.37, Border Penalty: 450.00, Obstacle Penalty: 200.00
Episode 49: Reward = -100.00, Avg Reward (100) = 297.91, Epsilon = 0.498, Avg Loss = 246.8166, Max Q-Value = 0.47, Steps = 1, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 150.00, Obstacle Penalty: 50.00
Episode 50: Reward = -100.00, Avg Reward (100) = 289.79, Epsilon = 0.498, Avg Loss = 227.4881, Max Q-Value = 0.46, Steps = 1, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 150.00, Obstacle Penalty: 50.00
Episode 51: Reward = -100.00, Avg Reward (100) = 282.00, Epsilon = 0.497, Avg Loss = 220.0048, Max Q-Value = 0.45, Steps = 1, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 150.00, Obstacle Penalty: 50.00
Episode 52: Reward = -100.00, Avg Reward (100) = 274.51, Epsilon = 0.497, Avg Loss = 227.4552, Max Q-Value = 0.44, Steps = 1, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 150.00, Obstacle Penalty: 50.00
Episode 53: Reward = -100.00, Avg Reward (100) = 267.30, Epsilon = 0.497, Avg Loss = 217.2401, Max Q-Value = 0.44, Steps = 1, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 150.00, Obstacle Penalty: 50.00
Episode 54: Reward = -100.00, Avg Reward (100) = 260.37, Epsilon = 0.497, Avg Loss = 225.6932, Max Q-Value = 0.43, Steps = 1, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 150.00, Obstacle Penalty: 50.00
Episode 55: Reward = -100.00, Avg Reward (100) = 253.70, Epsilon = 0.497, Avg Loss = 223.6571, Max Q-Value = 0.42, Steps = 1, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 150.00, Obstacle Penalty: 50.00
Episode 56: Reward = -100.00, Avg Reward (100) = 247.27, Epsilon = 0.497, Avg Loss = 235.2394, Max Q-Value = 0.41, Steps = 1, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 150.00, Obstacle Penalty: 50.00
Episode 57: Reward = 920.00, Avg Reward (100) = 241.07, Epsilon = 0.497, Avg Loss = 230.6236, Max Q-Value = 0.40, Steps = 4, Reward Breakdown -> Delta_x Reward: 1600.00, Border Penalty: 150.00, Obstacle Penalty: 200.00
Episode 58: Reward = -100.00, Avg Reward (100) = 252.98, Epsilon = 0.497, Avg Loss = 220.9855, Max Q-Value = 0.36, Steps = 1, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 150.00, Obstacle Penalty: 50.00
Episode 59: Reward = 1373.76, Avg Reward (100) = 246.89, Epsilon = 0.497, Avg Loss = 222.7531, Max Q-Value = 0.35, Steps = 5, Reward Breakdown -> Delta_x Reward: 2413.76, Border Penalty: 450.00, Obstacle Penalty: 250.00
Episode 60: Reward = -100.00, Avg Reward (100) = 265.99, Epsilon = 0.497, Avg Loss = 218.5119, Max Q-Value = 0.30, Steps = 1, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 150.00, Obstacle Penalty: 50.00
Episode 61: Reward = 580.00, Avg Reward (100) = 259.89, Epsilon = 0.497, Avg Loss = 236.6621, Max Q-Value = 0.29, Steps = 3, Reward Breakdown -> Delta_x Reward: 1200.00, Border Penalty: 150.00, Obstacle Penalty: 150.00
Episode 62: Reward = 5065.40, Avg Reward (100) = 265.14, Epsilon = 0.497, Avg Loss = 233.4003, Max Q-Value = 0.26, Steps = 17, Reward Breakdown -> Delta_x Reward: 7875.40, Border Penalty: 1500.00, Obstacle Penalty: 900.00
Episode 63: Reward = -100.00, Avg Reward (100) = 342.56, Epsilon = 0.497, Avg Loss = 237.0652, Max Q-Value = 0.23, Steps = 1, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 150.00, Obstacle Penalty: 50.00
Episode 64: Reward = -100.00, Avg Reward (100) = 335.54, Epsilon = 0.497, Avg Loss = 224.8233, Max Q-Value = 0.23, Steps = 1, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 150.00, Obstacle Penalty: 50.00
Episode 65: Reward = 3662.58, Avg Reward (100) = 328.73, Epsilon = 0.497, Avg Loss = 244.1504, Max Q-Value = 0.28, Steps = 13, Reward Breakdown -> Delta_x Reward: 6145.78, Border Penalty: 1451.37, Obstacle Penalty: 733.15
Episode 66: Reward = 4654.49, Avg Reward (100) = 380.02, Epsilon = 0.497, Avg Loss = 251.9387, Max Q-Value = 0.38, Steps = 17, Reward Breakdown -> Delta_x Reward: 7902.61, Border Penalty: 1854.41, Obstacle Penalty: 1040.70
Episode 67: Reward = 240.00, Avg Reward (100) = 444.79, Epsilon = 0.497, Avg Loss = 258.9456, Max Q-Value = 0.43, Steps = 2, Reward Breakdown -> Delta_x Reward: 800.00, Border Penalty: 150.00, Obstacle Penalty: 100.00
