Episode 1: Reward = -100.00, Avg Reward (100) = 0.00, Epsilon = 0.500, Avg Loss = 0.0000, Max Q-Value = 0.00, Steps = 1, Reward Breakdown -> Delta_x Reward: 1800.00, Border Penalty: 150.00, Obstacle Penalty: 200.00
Episode 2: Reward = -100.00, Avg Reward (100) = -100.00, Epsilon = 0.500, Avg Loss = 0.0000, Max Q-Value = 0.00, Steps = 1, Reward Breakdown -> Delta_x Reward: 1800.00, Border Penalty: 150.00, Obstacle Penalty: 200.00
Episode 3: Reward = 2900.00, Avg Reward (100) = -100.00, Epsilon = 0.500, Avg Loss = 0.0000, Max Q-Value = 0.00, Steps = 6, Reward Breakdown -> Delta_x Reward: 10800.00, Border Penalty: 150.00, Obstacle Penalty: 1296.98
Episode 4: Reward = 4004.81, Avg Reward (100) = 900.00, Epsilon = 0.500, Avg Loss = 0.0000, Max Q-Value = 0.00, Steps = 9, Reward Breakdown -> Delta_x Reward: 17294.43, Border Penalty: 180.90, Obstacle Penalty: 2416.05
Episode 5: Reward = 18540.17, Avg Reward (100) = 1676.20, Epsilon = 0.500, Avg Loss = 0.0000, Max Q-Value = 0.00, Steps = 14, Reward Breakdown -> Delta_x Reward: 38744.88, Border Penalty: 308.18, Obstacle Penalty: 3371.83
Episode 6: Reward = 9239.45, Avg Reward (100) = 5049.00, Epsilon = 0.500, Avg Loss = 0.0000, Max Q-Value = 0.00, Steps = 13, Reward Breakdown -> Delta_x Reward: 28319.27, Border Penalty: 1426.58, Obstacle Penalty: 3139.37
Episode 7: Reward = 1100.00, Avg Reward (100) = 5747.41, Epsilon = 0.500, Avg Loss = 0.0000, Max Q-Value = 0.00, Steps = 3, Reward Breakdown -> Delta_x Reward: 5400.00, Border Penalty: 150.00, Obstacle Penalty: 600.00
Episode 8: Reward = 11041.87, Avg Reward (100) = 5083.49, Epsilon = 0.500, Avg Loss = 0.0000, Max Q-Value = 0.00, Steps = 11, Reward Breakdown -> Delta_x Reward: 26221.87, Border Penalty: 917.13, Obstacle Penalty: 2838.75
Episode 9: Reward = 78569.14, Avg Reward (100) = 5828.29, Epsilon = 0.500, Avg Loss = 971.5636, Max Q-Value = 0.00, Steps = 17, Reward Breakdown -> Delta_x Reward: 103296.67, Border Penalty: 267.49, Obstacle Penalty: 3923.81
Episode 10: Reward = 11390.06, Avg Reward (100) = 13910.61, Epsilon = 0.500, Avg Loss = 1598.1527, Max Q-Value = 0.22, Steps = 11, Reward Breakdown -> Delta_x Reward: 26899.26, Border Penalty: 264.33, Obstacle Penalty: 2955.28
Episode 11: Reward = -100.00, Avg Reward (100) = 13658.55, Epsilon = 0.500, Avg Loss = 1569.8086, Max Q-Value = 0.48, Steps = 1, Reward Breakdown -> Delta_x Reward: 1800.00, Border Penalty: 150.00, Obstacle Penalty: 200.00
Episode 12: Reward = -100.00, Avg Reward (100) = 12407.77, Epsilon = 0.500, Avg Loss = 1305.5427, Max Q-Value = 0.50, Steps = 1, Reward Breakdown -> Delta_x Reward: 1800.00, Border Penalty: 150.00, Obstacle Penalty: 200.00
Episode 13: Reward = 17353.73, Avg Reward (100) = 11365.46, Epsilon = 0.499, Avg Loss = 1610.4569, Max Q-Value = 0.55, Steps = 11, Reward Breakdown -> Delta_x Reward: 33914.35, Border Penalty: 341.52, Obstacle Penalty: 2730.76
Episode 14: Reward = 500.00, Avg Reward (100) = 11826.10, Epsilon = 0.499, Avg Loss = 1646.9791, Max Q-Value = 0.82, Steps = 2, Reward Breakdown -> Delta_x Reward: 3600.00, Border Penalty: 150.00, Obstacle Penalty: 400.00
Episode 15: Reward = 4120.92, Avg Reward (100) = 11017.09, Epsilon = 0.499, Avg Loss = 1480.0846, Max Q-Value = 0.92, Steps = 5, Reward Breakdown -> Delta_x Reward: 11120.92, Border Penalty: 450.00, Obstacle Penalty: 1000.00
Episode 16: Reward = 39797.48, Avg Reward (100) = 10557.34, Epsilon = 0.499, Avg Loss = 1660.4475, Max Q-Value = 1.18, Steps = 20, Reward Breakdown -> Delta_x Reward: 65831.77, Border Penalty: 259.38, Obstacle Penalty: 4489.56
Episode 17: Reward = 3589.29, Avg Reward (100) = 12384.85, Epsilon = 0.499, Avg Loss = 1599.3015, Max Q-Value = 1.48, Steps = 8, Reward Breakdown -> Delta_x Reward: 15494.43, Border Penalty: 193.44, Obstacle Penalty: 2030.09
Episode 18: Reward = 28287.32, Avg Reward (100) = 11867.47, Epsilon = 0.499, Avg Loss = 1509.7313, Max Q-Value = 1.78, Steps = 15, Reward Breakdown -> Delta_x Reward: 49101.32, Border Penalty: 324.75, Obstacle Penalty: 3526.27
Episode 19: Reward = 17098.92, Avg Reward (100) = 12779.68, Epsilon = 0.499, Avg Loss = 1529.9096, Max Q-Value = 2.10, Steps = 12, Reward Breakdown -> Delta_x Reward: 33389.98, Border Penalty: 203.09, Obstacle Penalty: 2975.03
Episode 20: Reward = 19130.63, Avg Reward (100) = 13007.01, Epsilon = 0.499, Avg Loss = 1490.3098, Max Q-Value = 2.43, Steps = 13, Reward Breakdown -> Delta_x Reward: 37744.52, Border Penalty: 163.99, Obstacle Penalty: 3132.17
Episode 21: Reward = 17327.74, Avg Reward (100) = 13313.19, Epsilon = 0.499, Avg Loss = 1576.6825, Max Q-Value = 2.71, Steps = 16, Reward Breakdown -> Delta_x Reward: 39051.61, Border Penalty: 674.29, Obstacle Penalty: 3920.14
Episode 22: Reward = 16879.61, Avg Reward (100) = 13504.36, Epsilon = 0.499, Avg Loss = 1522.5807, Max Q-Value = 3.15, Steps = 17, Reward Breakdown -> Delta_x Reward: 42622.94, Border Penalty: 1167.25, Obstacle Penalty: 4854.04
Episode 23: Reward = 1100.00, Avg Reward (100) = 13657.78, Epsilon = 0.499, Avg Loss = 1590.2964, Max Q-Value = 3.47, Steps = 3, Reward Breakdown -> Delta_x Reward: 5400.00, Border Penalty: 150.00, Obstacle Penalty: 600.00
Episode 24: Reward = 9545.60, Avg Reward (100) = 13111.79, Epsilon = 0.499, Avg Loss = 1418.2963, Max Q-Value = 3.58, Steps = 12, Reward Breakdown -> Delta_x Reward: 26451.57, Border Penalty: 473.48, Obstacle Penalty: 3024.94
Episode 25: Reward = 500.00, Avg Reward (100) = 12963.20, Epsilon = 0.499, Avg Loss = 1240.5955, Max Q-Value = 3.82, Steps = 2, Reward Breakdown -> Delta_x Reward: 3600.00, Border Penalty: 150.00, Obstacle Penalty: 400.00
Episode 26: Reward = 39686.64, Avg Reward (100) = 12464.67, Epsilon = 0.499, Avg Loss = 1445.1111, Max Q-Value = 3.87, Steps = 14, Reward Breakdown -> Delta_x Reward: 63415.81, Border Penalty: 282.32, Obstacle Penalty: 3605.42
Episode 27: Reward = 500.00, Avg Reward (100) = 13511.67, Epsilon = 0.499, Avg Loss = 1446.0851, Max Q-Value = 4.20, Steps = 2, Reward Breakdown -> Delta_x Reward: 3600.00, Border Penalty: 150.00, Obstacle Penalty: 400.00
Episode 28: Reward = 13034.03, Avg Reward (100) = 13029.76, Epsilon = 0.499, Avg Loss = 1455.4994, Max Q-Value = 4.25, Steps = 11, Reward Breakdown -> Delta_x Reward: 28096.48, Border Penalty: 267.53, Obstacle Penalty: 2691.63
Episode 29: Reward = 4113.69, Avg Reward (100) = 13029.91, Epsilon = 0.499, Avg Loss = 1458.0359, Max Q-Value = 4.52, Steps = 9, Reward Breakdown -> Delta_x Reward: 16200.00, Border Penalty: 295.12, Obstacle Penalty: 2230.09
Episode 30: Reward = 3589.29, Avg Reward (100) = 12722.45, Epsilon = 0.499, Avg Loss = 1541.2804, Max Q-Value = 4.72, Steps = 8, Reward Breakdown -> Delta_x Reward: 14400.00, Border Penalty: 195.94, Obstacle Penalty: 2030.09
Episode 31: Reward = 3589.29, Avg Reward (100) = 12418.01, Epsilon = 0.499, Avg Loss = 1425.3357, Max Q-Value = 4.92, Steps = 8, Reward Breakdown -> Delta_x Reward: 14400.00, Border Penalty: 195.94, Obstacle Penalty: 2030.09
Episode 32: Reward = -100.00, Avg Reward (100) = 12133.22, Epsilon = 0.499, Avg Loss = 1301.7473, Max Q-Value = 5.10, Steps = 1, Reward Breakdown -> Delta_x Reward: 1800.00, Border Penalty: 150.00, Obstacle Penalty: 200.00
Episode 33: Reward = 1700.00, Avg Reward (100) = 11750.93, Epsilon = 0.499, Avg Loss = 1388.4308, Max Q-Value = 5.19, Steps = 4, Reward Breakdown -> Delta_x Reward: 7200.00, Border Penalty: 150.00, Obstacle Penalty: 800.00
Episode 34: Reward = 29294.75, Avg Reward (100) = 11446.35, Epsilon = 0.499, Avg Loss = 1394.7566, Max Q-Value = 5.27, Steps = 13, Reward Breakdown -> Delta_x Reward: 49680.83, Border Penalty: 278.83, Obstacle Penalty: 3142.43
Episode 35: Reward = 9207.08, Avg Reward (100) = 11971.31, Epsilon = 0.499, Avg Loss = 1443.6049, Max Q-Value = 5.53, Steps = 11, Reward Breakdown -> Delta_x Reward: 24639.50, Border Penalty: 1121.86, Obstacle Penalty: 2860.83
Episode 36: Reward = 10550.51, Avg Reward (100) = 11892.33, Epsilon = 0.499, Avg Loss = 1368.0512, Max Q-Value = 5.82, Steps = 9, Reward Breakdown -> Delta_x Reward: 27414.81, Border Penalty: 229.56, Obstacle Penalty: 2288.01
Episode 37: Reward = 2193.35, Avg Reward (100) = 11855.06, Epsilon = 0.499, Avg Loss = 1339.4997, Max Q-Value = 6.04, Steps = 5, Reward Breakdown -> Delta_x Reward: 9000.00, Border Penalty: 150.00, Obstacle Penalty: 1306.65
Episode 38: Reward = 2593.35, Avg Reward (100) = 11593.93, Epsilon = 0.498, Avg Loss = 1361.6286, Max Q-Value = 6.17, Steps = 6, Reward Breakdown -> Delta_x Reward: 10800.00, Border Penalty: 156.76, Obstacle Penalty: 1672.84
Episode 39: Reward = 2993.35, Avg Reward (100) = 11357.07, Epsilon = 0.498, Avg Loss = 1324.6673, Max Q-Value = 6.32, Steps = 7, Reward Breakdown -> Delta_x Reward: 12600.00, Border Penalty: 175.00, Obstacle Penalty: 1981.64
Episode 40: Reward = 16110.34, Avg Reward (100) = 11142.62, Epsilon = 0.498, Avg Loss = 1322.3663, Max Q-Value = 6.50, Steps = 13, Reward Breakdown -> Delta_x Reward: 33367.45, Border Penalty: 196.95, Obstacle Penalty: 3030.40
Episode 41: Reward = 3243.82, Avg Reward (100) = 11266.81, Epsilon = 0.498, Avg Loss = 1357.7292, Max Q-Value = 6.87, Steps = 7, Reward Breakdown -> Delta_x Reward: 12600.00, Border Penalty: 150.00, Obstacle Penalty: 1856.18
Episode 42: Reward = 500.00, Avg Reward (100) = 11071.13, Epsilon = 0.498, Avg Loss = 1306.8328, Max Q-Value = 7.02, Steps = 2, Reward Breakdown -> Delta_x Reward: 3600.00, Border Penalty: 150.00, Obstacle Penalty: 400.00
Episode 43: Reward = -100.00, Avg Reward (100) = 10819.43, Epsilon = 0.498, Avg Loss = 1192.8584, Max Q-Value = 7.05, Steps = 1, Reward Breakdown -> Delta_x Reward: 1800.00, Border Penalty: 150.00, Obstacle Penalty: 200.00
Episode 44: Reward = 3145.50, Avg Reward (100) = 10565.49, Epsilon = 0.498, Avg Loss = 1286.8073, Max Q-Value = 7.12, Steps = 7, Reward Breakdown -> Delta_x Reward: 12600.00, Border Penalty: 150.00, Obstacle Penalty: 1954.50
Episode 45: Reward = 4690.68, Avg Reward (100) = 10396.86, Epsilon = 0.498, Avg Loss = 1341.4606, Max Q-Value = 7.29, Steps = 8, Reward Breakdown -> Delta_x Reward: 16514.59, Border Penalty: 181.20, Obstacle Penalty: 2030.09
Episode 46: Reward = 500.00, Avg Reward (100) = 10270.05, Epsilon = 0.498, Avg Loss = 1073.7635, Max Q-Value = 7.50, Steps = 2, Reward Breakdown -> Delta_x Reward: 3600.00, Border Penalty: 150.00, Obstacle Penalty: 400.00
Episode 47: Reward = 7678.81, Avg Reward (100) = 10057.66, Epsilon = 0.498, Avg Loss = 1256.7868, Max Q-Value = 7.58, Steps = 10, Reward Breakdown -> Delta_x Reward: 21989.18, Border Penalty: 224.51, Obstacle Penalty: 2602.43
