Episode 1: Reward = 114422.35, Avg Reward (100) = 0.00, Epsilon = 1.000, Avg Loss = 426.8633, Max Q-Value = 1.11, Steps = 110, Reward Breakdown -> Delta_x Reward: 126861.88, Border Penalty: 2693.67, Obstacle Penalty: 7579.09
Episode 2: Reward = 7792.13, Avg Reward (100) = 114422.35, Epsilon = 1.000, Avg Loss = 989.6133, Max Q-Value = 1.26, Steps = 21, Reward Breakdown -> Delta_x Reward: 10692.13, Border Penalty: 1350.00, Obstacle Penalty: 1050.00
Episode 3: Reward = -100.00, Avg Reward (100) = 61107.24, Epsilon = 1.000, Avg Loss = 984.8358, Max Q-Value = 1.26, Steps = 1, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 150.00, Obstacle Penalty: 50.00
Episode 4: Reward = 240.00, Avg Reward (100) = 40704.83, Epsilon = 1.000, Avg Loss = 990.5670, Max Q-Value = 1.27, Steps = 2, Reward Breakdown -> Delta_x Reward: 800.00, Border Penalty: 150.00, Obstacle Penalty: 100.00
Episode 5: Reward = 580.00, Avg Reward (100) = 30588.62, Epsilon = 0.999, Avg Loss = 914.6531, Max Q-Value = 1.27, Steps = 3, Reward Breakdown -> Delta_x Reward: 1200.00, Border Penalty: 150.00, Obstacle Penalty: 150.00
Episode 6: Reward = 7876.25, Avg Reward (100) = 24586.90, Epsilon = 0.999, Avg Loss = 874.8998, Max Q-Value = 1.34, Steps = 26, Reward Breakdown -> Delta_x Reward: 12725.22, Border Penalty: 2550.00, Obstacle Penalty: 1798.96
Episode 7: Reward = 240.00, Avg Reward (100) = 21801.79, Epsilon = 0.999, Avg Loss = 819.6176, Max Q-Value = 1.31, Steps = 2, Reward Breakdown -> Delta_x Reward: 800.00, Border Penalty: 150.00, Obstacle Penalty: 100.00
Episode 8: Reward = 16560.70, Avg Reward (100) = 18721.53, Epsilon = 0.999, Avg Loss = 789.6573, Max Q-Value = 1.32, Steps = 34, Reward Breakdown -> Delta_x Reward: 21590.70, Border Penalty: 2700.00, Obstacle Penalty: 1700.00
Episode 9: Reward = 14402.59, Avg Reward (100) = 18451.43, Epsilon = 0.999, Avg Loss = 739.6503, Max Q-Value = 1.46, Steps = 27, Reward Breakdown -> Delta_x Reward: 18412.59, Border Penalty: 2100.00, Obstacle Penalty: 1350.00
Episode 10: Reward = 580.00, Avg Reward (100) = 18001.56, Epsilon = 0.999, Avg Loss = 662.7124, Max Q-Value = 1.44, Steps = 3, Reward Breakdown -> Delta_x Reward: 1200.00, Border Penalty: 150.00, Obstacle Penalty: 150.00
Episode 11: Reward = 240.00, Avg Reward (100) = 16259.40, Epsilon = 0.999, Avg Loss = 695.7280, Max Q-Value = 1.45, Steps = 2, Reward Breakdown -> Delta_x Reward: 800.00, Border Penalty: 150.00, Obstacle Penalty: 100.00
Episode 12: Reward = 920.00, Avg Reward (100) = 14803.09, Epsilon = 0.999, Avg Loss = 705.1391, Max Q-Value = 1.46, Steps = 4, Reward Breakdown -> Delta_x Reward: 1600.00, Border Penalty: 150.00, Obstacle Penalty: 200.00
Episode 13: Reward = 1260.00, Avg Reward (100) = 13646.17, Epsilon = 0.999, Avg Loss = 707.6944, Max Q-Value = 1.47, Steps = 5, Reward Breakdown -> Delta_x Reward: 2000.00, Border Penalty: 150.00, Obstacle Penalty: 250.00
Episode 14: Reward = 240.00, Avg Reward (100) = 12693.39, Epsilon = 0.998, Avg Loss = 735.4299, Max Q-Value = 1.48, Steps = 2, Reward Breakdown -> Delta_x Reward: 800.00, Border Penalty: 150.00, Obstacle Penalty: 100.00
Episode 15: Reward = -100.00, Avg Reward (100) = 11803.86, Epsilon = 0.998, Avg Loss = 694.5068, Max Q-Value = 1.48, Steps = 1, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 150.00, Obstacle Penalty: 50.00
Episode 16: Reward = 1433.21, Avg Reward (100) = 11010.27, Epsilon = 0.998, Avg Loss = 706.0379, Max Q-Value = 1.49, Steps = 7, Reward Breakdown -> Delta_x Reward: 3043.21, Border Penalty: 900.00, Obstacle Penalty: 350.00
Episode 17: Reward = 25609.52, Avg Reward (100) = 10411.70, Epsilon = 0.998, Avg Loss = 668.0350, Max Q-Value = 1.50, Steps = 48, Reward Breakdown -> Delta_x Reward: 33049.51, Border Penalty: 3332.17, Obstacle Penalty: 2714.04
Episode 18: Reward = 8071.93, Avg Reward (100) = 11305.69, Epsilon = 0.998, Avg Loss = 633.8709, Max Q-Value = 1.64, Steps = 19, Reward Breakdown -> Delta_x Reward: 10551.93, Border Penalty: 1050.00, Obstacle Penalty: 950.00
Episode 19: Reward = 78431.62, Avg Reward (100) = 11126.04, Epsilon = 0.998, Avg Loss = 649.3165, Max Q-Value = 2.07, Steps = 156, Reward Breakdown -> Delta_x Reward: 101005.45, Border Penalty: 9995.26, Obstacle Penalty: 10778.58
Episode 20: Reward = -100.00, Avg Reward (100) = 14668.44, Epsilon = 0.998, Avg Loss = 520.3510, Max Q-Value = 1.99, Steps = 1, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 150.00, Obstacle Penalty: 50.00
Episode 21: Reward = 240.00, Avg Reward (100) = 13930.02, Epsilon = 0.998, Avg Loss = 600.6338, Max Q-Value = 1.99, Steps = 2, Reward Breakdown -> Delta_x Reward: 800.00, Border Penalty: 150.00, Obstacle Penalty: 100.00
Episode 22: Reward = -100.00, Avg Reward (100) = 13278.11, Epsilon = 0.998, Avg Loss = 542.7866, Max Q-Value = 1.99, Steps = 1, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 150.00, Obstacle Penalty: 50.00
Episode 23: Reward = 240.00, Avg Reward (100) = 12670.01, Epsilon = 0.997, Avg Loss = 569.0852, Max Q-Value = 2.00, Steps = 2, Reward Breakdown -> Delta_x Reward: 800.00, Border Penalty: 150.00, Obstacle Penalty: 100.00
Episode 24: Reward = 15329.76, Avg Reward (100) = 12129.58, Epsilon = 0.997, Avg Loss = 589.1538, Max Q-Value = 2.04, Steps = 37, Reward Breakdown -> Delta_x Reward: 20460.71, Border Penalty: 2550.00, Obstacle Penalty: 1920.95
