Training Log
20241120_184454
-----------
Configuration: c:\Users\rasmu\OneDrive\Skrivebord\Dev\NN cartrack\config.py

Training Metrics
---------------
Configuration Items
--------------------
torch: <module 'torch' from 'C:\\Users\\rasmu\\OneDrive\\Skrivebord\\Dev\\NN cartrack\\.venv\\lib\\site-packages\\torch\\__init__.py'>
np: <module 'numpy' from 'C:\\Users\\rasmu\\OneDrive\\Skrivebord\\Dev\\NN cartrack\\.venv\\lib\\site-packages\\numpy\\__init__.py'>
DEVICE: cuda
TRACK_LENGTH: 300
TRACK_WIDTH: 50
MAX_TIMESTEPS: 1100
BORDER_THRESHOLD: 10.0
OBSTACLE_THRESHOLD: 1.0
OBSTACLES: [{'center': array([150.,  25.], dtype=float32), 'size': array([50., 30.], dtype=float32)}, {'center': array([225.,  45.], dtype=float32), 'size': array([30., 20.], dtype=float32)}, {'center': array([225.,   5.], dtype=float32), 'size': array([30., 20.], dtype=float32)}]
LEARNING_RATE: 0.0005
BATCH_SIZE: 64
GAMMA: 0.98
EPS_START: 1.0
EPS_END: 0.1
EPS_DECAY: 1500
TARGET_UPDATE: 5
MEMORY_CAPACITY: 30000
NUM_EPISODES: 1500
MAX_SPEED: 4.0
ACCELERATION: 0.9
STEERING: 0.8
HIDDEN_LAYERS: {256, 128}
REWARD_GOAL: 200000
PENALTY_OFF_TRACK: -1000
PENALTY_OBSTACLE: -900
PENALTY_BORDER: -300
PENALTY_BACKWARDS: -500
PENALTY_TIME_LIMIT: -25
DELTA_X_REWARD_FACTOR: 2500
TIME_PENALTY: -1500
STATE_SIZE: 12
ACTION_SIZE: 4
PROCENTAGE_TO_DRAW: 0.9
DRAW_BEST_TRAJECTORIES: 1351

Training Progress
-----------------
Episode 1: Reward = 84227.65, Avg Reward (100) = 0.00, Epsilon = 0.999, Avg Loss = 0.0000, Max Q-Value = 12.53, Steps = 31, Reward Breakdown -> Delta_x Reward: 36088.48, Border Penalty: 7000.00, Obstacle Penalty: -2460.84
Episode 2: Reward = 1900.00, Avg Reward (100) = 84227.65, Epsilon = 0.999, Avg Loss = 0.0000, Max Q-Value = 12.18, Steps = 3, Reward Breakdown -> Delta_x Reward: 0.00, Border Penalty: 500.00, Obstacle Penalty: -150.00
Episode 3: Reward = -1000.00, Avg Reward (100) = 43063.82, Epsilon = 0.998, Avg Loss = 0.0000, Max Q-Value = 12.08, Steps = 1, Reward Breakdown -> Delta_x Reward: 0.00, Border Penalty: 500.00, Obstacle Penalty: -50.00
Episode 4: Reward = 59232.14, Avg Reward (100) = 28375.88, Epsilon = 0.998, Avg Loss = 0.0000, Max Q-Value = 12.30, Steps = 24, Reward Breakdown -> Delta_x Reward: 21138.83, Border Penalty: 6500.00, Obstacle Penalty: -1506.70
Episode 5: Reward = 1900.00, Avg Reward (100) = 36089.95, Epsilon = 0.997, Avg Loss = 0.0000, Max Q-Value = 12.08, Steps = 3, Reward Breakdown -> Delta_x Reward: 0.00, Border Penalty: 500.00, Obstacle Penalty: -150.00
Episode 6: Reward = 81415.34, Avg Reward (100) = 29251.96, Epsilon = 0.996, Avg Loss = 2635.5863, Max Q-Value = 147.83, Steps = 26, Reward Breakdown -> Delta_x Reward: 41165.34, Border Penalty: 5500.00, Obstacle Penalty: -1300.00
Episode 7: Reward = -1000.00, Avg Reward (100) = 37945.86, Epsilon = 0.996, Avg Loss = 2615.9141, Max Q-Value = 156.25, Steps = 1, Reward Breakdown -> Delta_x Reward: 0.00, Border Penalty: 500.00, Obstacle Penalty: -50.00
Episode 8: Reward = 114133.96, Avg Reward (100) = 32382.16, Epsilon = 0.995, Avg Loss = 2927.8067, Max Q-Value = 280.07, Steps = 18, Reward Breakdown -> Delta_x Reward: 92777.94, Border Penalty: 7081.06, Obstacle Penalty: -1011.43
Episode 9: Reward = 72805.24, Avg Reward (100) = 42601.14, Epsilon = 0.995, Avg Loss = 3192.2746, Max Q-Value = 560.77, Steps = 17, Reward Breakdown -> Delta_x Reward: 37176.86, Border Penalty: 19361.13, Obstacle Penalty: -954.76
Episode 10: Reward = -1000.00, Avg Reward (100) = 45957.15, Epsilon = 0.994, Avg Loss = 3049.2981, Max Q-Value = 608.19, Steps = 1, Reward Breakdown -> Delta_x Reward: 0.00, Border Penalty: 500.00, Obstacle Penalty: -50.00
Episode 11: Reward = 316293.19, Avg Reward (100) = 41261.43, Epsilon = 0.993, Avg Loss = 2603.7554, Max Q-Value = 2365.41, Steps = 71, Reward Breakdown -> Delta_x Reward: 201871.30, Border Penalty: 19030.63, Obstacle Penalty: -4872.50
