Episode 1: Reward = 89033.14, Avg Reward (100) = 0.00, Epsilon = 1.000, Avg Loss = 80.8270, Max Q-Value = 1.95, Steps = 67, Reward Breakdown -> Delta_x Reward: 166479.50, Border Penalty: 5261.95, Obstacle Penalty: 4570.14
Episode 2: Reward = 395853.50, Avg Reward (100) = 89033.14, Epsilon = 1.000, Avg Loss = 2133.7630, Max Q-Value = 2.19, Steps = 79, Reward Breakdown -> Delta_x Reward: 495404.67, Border Penalty: 4010.48, Obstacle Penalty: 4585.23
Episode 3: Reward = 10189.18, Avg Reward (100) = 242443.31, Epsilon = 1.000, Avg Loss = 3259.8443, Max Q-Value = 2.93, Steps = 10, Reward Breakdown -> Delta_x Reward: 21989.18, Border Penalty: 600.00, Obstacle Penalty: 500.00
Episode 4: Reward = 110575.58, Avg Reward (100) = 165025.28, Epsilon = 1.000, Avg Loss = 3042.2578, Max Q-Value = 3.11, Steps = 49, Reward Breakdown -> Delta_x Reward: 168203.49, Border Penalty: 2208.32, Obstacle Penalty: 2927.77
Episode 5: Reward = 1400.00, Avg Reward (100) = 151412.85, Epsilon = 1.000, Avg Loss = 2815.3486, Max Q-Value = 3.75, Steps = 3, Reward Breakdown -> Delta_x Reward: 5400.00, Border Penalty: 150.00, Obstacle Penalty: 150.00
Episode 6: Reward = -100.00, Avg Reward (100) = 121410.28, Epsilon = 0.999, Avg Loss = 2938.6030, Max Q-Value = 3.76, Steps = 1, Reward Breakdown -> Delta_x Reward: 1800.00, Border Penalty: 150.00, Obstacle Penalty: 50.00
Episode 7: Reward = 14442.86, Avg Reward (100) = 101158.57, Epsilon = 0.999, Avg Loss = 2840.6299, Max Q-Value = 3.94, Steps = 13, Reward Breakdown -> Delta_x Reward: 29842.86, Border Penalty: 1050.00, Obstacle Penalty: 650.00
Episode 8: Reward = 241252.37, Avg Reward (100) = 88770.61, Epsilon = 0.999, Avg Loss = 2810.7712, Max Q-Value = 4.59, Steps = 100, Reward Breakdown -> Delta_x Reward: 352602.37, Border Penalty: 5700.00, Obstacle Penalty: 5000.00
Episode 9: Reward = 328846.97, Avg Reward (100) = 107830.83, Epsilon = 0.999, Avg Loss = 2842.5938, Max Q-Value = 5.79, Steps = 100, Reward Breakdown -> Delta_x Reward: 450491.52, Border Penalty: 3000.00, Obstacle Penalty: 7516.64
Episode 10: Reward = 78784.93, Avg Reward (100) = 132388.18, Epsilon = 0.999, Avg Loss = 2820.2836, Max Q-Value = 9.10, Steps = 55, Reward Breakdown -> Delta_x Reward: 142420.78, Border Penalty: 4620.53, Obstacle Penalty: 3389.16
Episode 11: Reward = 3844.43, Avg Reward (100) = 127027.85, Epsilon = 0.999, Avg Loss = 2667.0649, Max Q-Value = 8.99, Steps = 5, Reward Breakdown -> Delta_x Reward: 10094.43, Border Penalty: 300.00, Obstacle Penalty: 250.00
