Training Log
20241121_193646
-----------
Configuration: c:\Users\rasmu\OneDrive\Skrivebord\Dev\NN cartrack\config.py

Training Metrics
---------------
Configuration Items
--------------------
torch: <module 'torch' from 'C:\\Users\\rasmu\\OneDrive\\Skrivebord\\Dev\\NN cartrack\\.venv\\lib\\site-packages\\torch\\__init__.py'>
np: <module 'numpy' from 'C:\\Users\\rasmu\\OneDrive\\Skrivebord\\Dev\\NN cartrack\\.venv\\lib\\site-packages\\numpy\\__init__.py'>
DEVICE: cuda
TRACK_LENGTH: 300
TRACK_WIDTH: 50
MAX_TIMESTEPS: 1100
BORDER_THRESHOLD: 10.0
OBSTACLE_THRESHOLD: 1.0
OBSTACLES: [{'center': array([150.,  25.], dtype=float32), 'size': array([50., 30.], dtype=float32)}, {'center': array([225.,  45.], dtype=float32), 'size': array([30., 20.], dtype=float32)}, {'center': array([225.,   5.], dtype=float32), 'size': array([30., 20.], dtype=float32)}]
LEARNING_RATE: 0.0001
BATCH_SIZE: 64
GAMMA: 0.99
EPS_START: 1.0
EPS_END: 0.1
EPS_DECAY: 1000
TARGET_UPDATE: 10
MEMORY_CAPACITY: 100000
NUM_EPISODES: 1500
MAX_SPEED: 4.0
ACCELERATION: 0.9
STEERING: 0.8
HIDDEN_LAYERS: [256, 256, 128]
REWARD_GOAL: 100
PENALTY_OFF_TRACK: 100
PENALTY_OBSTACLE: 100
PENALTY_BORDER: 10
PENALTY_BACKWARDS: 50
PENALTY_TIME_LIMIT: 10
DELTA_X_REWARD_FACTOR: 200.0
TIME_PENALTY: 1
STATE_SIZE: 12
ACTION_SIZE: 4
PROCENTAGE_TO_DRAW: 0.9
DRAW_BEST_TRAJECTORIES: 1351

Training Progress
-----------------
Episode 1: Reward = 4441.60, Avg Reward (100) = 0.00, Epsilon = 0.999, Avg Loss = 0.0000, Max Q-Value = 1.95, Steps = 34, Reward Breakdown -> Delta_x Reward: 8407.91, Border Penalty: 1409.28, Obstacle Penalty: 2179.63
Episode 2: Reward = 353.68, Avg Reward (100) = 4441.60, Epsilon = 0.998, Avg Loss = 0.0000, Max Q-Value = 1.40, Steps = 4, Reward Breakdown -> Delta_x Reward: 906.68, Border Penalty: 150.00, Obstacle Penalty: 200.00
Episode 3: Reward = 3962.69, Avg Reward (100) = 2397.64, Epsilon = 0.997, Avg Loss = 0.0000, Max Q-Value = 1.96, Steps = 22, Reward Breakdown -> Delta_x Reward: 6677.20, Border Penalty: 643.71, Obstacle Penalty: 1290.85
Episode 4: Reward = 49.00, Avg Reward (100) = 2919.32, Epsilon = 0.996, Avg Loss = 0.0000, Max Q-Value = 1.40, Steps = 2, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 50.00, Obstacle Penalty: 100.00
Episode 5: Reward = -100.00, Avg Reward (100) = 2201.74, Epsilon = 0.995, Avg Loss = 0.0000, Max Q-Value = 1.39, Steps = 1, Reward Breakdown -> Delta_x Reward: 200.00, Border Penalty: 50.00, Obstacle Penalty: 50.00
Episode 6: Reward = 3545.55, Avg Reward (100) = 1741.39, Epsilon = 0.995, Avg Loss = 150.5977, Max Q-Value = 27.34, Steps = 24, Reward Breakdown -> Delta_x Reward: 5718.55, Border Penalty: 750.00, Obstacle Penalty: 1200.00
Episode 7: Reward = 19966.16, Avg Reward (100) = 2042.09, Epsilon = 0.994, Avg Loss = 170.7070, Max Q-Value = 87.01, Steps = 53, Reward Breakdown -> Delta_x Reward: 24585.04, Border Penalty: 902.64, Obstacle Penalty: 3292.32
Episode 8: Reward = 943.00, Avg Reward (100) = 4602.67, Epsilon = 0.993, Avg Loss = 165.9953, Max Q-Value = 152.14, Steps = 8, Reward Breakdown -> Delta_x Reward: 1600.00, Border Penalty: 50.00, Obstacle Penalty: 400.00
Episode 9: Reward = 900.80, Avg Reward (100) = 4145.21, Epsilon = 0.992, Avg Loss = 132.0018, Max Q-Value = 179.62, Steps = 8, Reward Breakdown -> Delta_x Reward: 1807.80, Border Penalty: 300.00, Obstacle Penalty: 400.00
Episode 10: Reward = -100.00, Avg Reward (100) = 3784.72, Epsilon = 0.991, Avg Loss = 124.7793, Max Q-Value = 183.90, Steps = 1, Reward Breakdown -> Delta_x Reward: 200.00, Border Penalty: 50.00, Obstacle Penalty: 50.00
Episode 11: Reward = 2023.31, Avg Reward (100) = 3396.25, Epsilon = 0.990, Avg Loss = 129.6867, Max Q-Value = 238.93, Steps = 13, Reward Breakdown -> Delta_x Reward: 3285.31, Border Penalty: 400.00, Obstacle Penalty: 650.00
