Episode 1: Reward = 187980.62, Avg Reward (100) = 0.00, Epsilon = 1.000, Avg Loss = 566.6600, Max Q-Value = 3.40, Steps = 83, Reward Breakdown -> Delta_x Reward: 210691.31, Border Penalty: 7940.63, Obstacle Penalty: 4450.32
Episode 2: Reward = 1550.00, Avg Reward (100) = 187980.62, Epsilon = 1.000, Avg Loss = 2318.3733, Max Q-Value = 3.39, Steps = 2, Reward Breakdown -> Delta_x Reward: 3600.00, Border Penalty: 150.00, Obstacle Penalty: 100.00
Episode 3: Reward = 11450.00, Avg Reward (100) = 94765.31, Epsilon = 1.000, Avg Loss = 2219.7900, Max Q-Value = 3.52, Steps = 8, Reward Breakdown -> Delta_x Reward: 14400.00, Border Penalty: 150.00, Obstacle Penalty: 400.00
Episode 4: Reward = 1550.00, Avg Reward (100) = 66993.54, Epsilon = 1.000, Avg Loss = 2198.0090, Max Q-Value = 3.40, Steps = 2, Reward Breakdown -> Delta_x Reward: 3600.00, Border Penalty: 150.00, Obstacle Penalty: 100.00
Episode 5: Reward = 1550.00, Avg Reward (100) = 50632.66, Epsilon = 1.000, Avg Loss = 2124.7394, Max Q-Value = 3.41, Steps = 2, Reward Breakdown -> Delta_x Reward: 3600.00, Border Penalty: 150.00, Obstacle Penalty: 100.00
Episode 6: Reward = 172126.59, Avg Reward (100) = 40816.12, Epsilon = 0.999, Avg Loss = 2322.3503, Max Q-Value = 4.07, Steps = 67, Reward Breakdown -> Delta_x Reward: 190116.05, Border Penalty: 5550.00, Obstacle Penalty: 4189.45
Episode 7: Reward = 19639.18, Avg Reward (100) = 62701.20, Epsilon = 0.999, Avg Loss = 2220.5814, Max Q-Value = 3.42, Steps = 11, Reward Breakdown -> Delta_x Reward: 23789.18, Border Penalty: 900.00, Obstacle Penalty: 550.00
Episode 8: Reward = 84700.58, Avg Reward (100) = 56549.49, Epsilon = 0.999, Avg Loss = 2338.2987, Max Q-Value = 3.41, Steps = 36, Reward Breakdown -> Delta_x Reward: 94477.61, Border Penalty: 2457.76, Obstacle Penalty: 2141.86
Episode 9: Reward = 174244.59, Avg Reward (100) = 60068.37, Epsilon = 0.999, Avg Loss = 2350.1064, Max Q-Value = 3.43, Steps = 79, Reward Breakdown -> Delta_x Reward: 196038.25, Border Penalty: 6458.59, Obstacle Penalty: 5885.04
Episode 10: Reward = 398615.66, Avg Reward (100) = 72754.62, Epsilon = 0.999, Avg Loss = 2516.8797, Max Q-Value = 3.49, Steps = 73, Reward Breakdown -> Delta_x Reward: 410852.60, Border Penalty: 1200.00, Obstacle Penalty: 3736.94
Episode 11: Reward = 3200.00, Avg Reward (100) = 105340.72, Epsilon = 0.999, Avg Loss = 2739.8385, Max Q-Value = 3.52, Steps = 3, Reward Breakdown -> Delta_x Reward: 5400.00, Border Penalty: 150.00, Obstacle Penalty: 150.00
