Episode 1: Reward = -287814.94, Avg Reward (100) = 0.00, Epsilon = 0.500, Avg Loss = 0.0000, Max Q-Value = 3.80, Steps = 12, Reward Breakdown -> Delta_x Reward: 95822.90, Border Penalty: 357996.00, Obstacle Penalty: 3130.72
Episode 2: Reward = -139123.89, Avg Reward (100) = -287814.94, Epsilon = 0.500, Avg Loss = 0.0000, Max Q-Value = 3.80, Steps = 8, Reward Breakdown -> Delta_x Reward: 28693.38, Border Penalty: 193440.70, Obstacle Penalty: 2030.09
Episode 3: Reward = -147491.55, Avg Reward (100) = -213469.41, Epsilon = 0.500, Avg Loss = 0.0000, Max Q-Value = 3.87, Steps = 13, Reward Breakdown -> Delta_x Reward: 59923.77, Border Penalty: 179048.53, Obstacle Penalty: 3027.64
Episode 4: Reward = -192460.92, Avg Reward (100) = -191476.80, Epsilon = 0.500, Avg Loss = 0.0000, Max Q-Value = 3.80, Steps = 9, Reward Breakdown -> Delta_x Reward: 38894.09, Border Penalty: 264574.75, Obstacle Penalty: 2306.65
Episode 5: Reward = -23733.33, Avg Reward (100) = -191722.83, Epsilon = 0.500, Avg Loss = 0.0000, Max Q-Value = 3.80, Steps = 3, Reward Breakdown -> Delta_x Reward: 10000.00, Border Penalty: 100.00, Obstacle Penalty: 600.00
Episode 6: Reward = -286317.16, Avg Reward (100) = -158124.93, Epsilon = 0.500, Avg Loss = 0.0000, Max Q-Value = 3.80, Steps = 12, Reward Breakdown -> Delta_x Reward: 57242.57, Border Penalty: 325180.09, Obstacle Penalty: 3037.34
Episode 7: Reward = -44639.99, Avg Reward (100) = -179490.30, Epsilon = 0.499, Avg Loss = 0.0000, Max Q-Value = 3.80, Steps = 6, Reward Breakdown -> Delta_x Reward: 20000.00, Border Penalty: 6863.53, Obstacle Penalty: 1672.84
Episode 8: Reward = -72251.50, Avg Reward (100) = -160225.97, Epsilon = 0.499, Avg Loss = 16964.8593, Max Q-Value = 3.80, Steps = 9, Reward Breakdown -> Delta_x Reward: 32026.71, Border Penalty: 43732.11, Obstacle Penalty: 2438.52
Episode 9: Reward = -10000.00, Avg Reward (100) = -149229.16, Epsilon = 0.499, Avg Loss = 15515.2266, Max Q-Value = 3.69, Steps = 1, Reward Breakdown -> Delta_x Reward: 3333.33, Border Penalty: 100.00, Obstacle Penalty: 200.00
Episode 10: Reward = -10000.00, Avg Reward (100) = -133759.25, Epsilon = 0.499, Avg Loss = 16495.1895, Max Q-Value = 3.68, Steps = 1, Reward Breakdown -> Delta_x Reward: 3333.33, Border Penalty: 100.00, Obstacle Penalty: 200.00
Episode 11: Reward = -231145.25, Avg Reward (100) = -121383.33, Epsilon = 0.499, Avg Loss = 15659.5610, Max Q-Value = 3.66, Steps = 9, Reward Breakdown -> Delta_x Reward: 46698.52, Border Penalty: 310960.94, Obstacle Penalty: 2230.09
Episode 12: Reward = -260932.28, Avg Reward (100) = -131361.68, Epsilon = 0.499, Avg Loss = 17508.4470, Max Q-Value = 3.60, Steps = 14, Reward Breakdown -> Delta_x Reward: 70255.96, Border Penalty: 308519.25, Obstacle Penalty: 3331.93
Episode 13: Reward = -185424.00, Avg Reward (100) = -142159.23, Epsilon = 0.499, Avg Loss = 17992.4482, Max Q-Value = 3.39, Steps = 9, Reward Breakdown -> Delta_x Reward: 50844.83, Border Penalty: 254852.44, Obstacle Penalty: 2272.84
Episode 14: Reward = -16866.67, Avg Reward (100) = -145487.29, Epsilon = 0.499, Avg Loss = 16171.6021, Max Q-Value = 3.33, Steps = 2, Reward Breakdown -> Delta_x Reward: 6666.67, Border Penalty: 100.00, Obstacle Penalty: 400.00
Episode 15: Reward = -16866.67, Avg Reward (100) = -136300.11, Epsilon = 0.499, Avg Loss = 17307.2539, Max Q-Value = 3.27, Steps = 2, Reward Breakdown -> Delta_x Reward: 6666.67, Border Penalty: 100.00, Obstacle Penalty: 400.00
