Episode 1: Reward = -10000.00, Avg Reward (100) = 0.00, Epsilon = 0.500, Avg Loss = 0.0000, Max Q-Value = 0.36, Steps = 1, Reward Breakdown -> Delta_x Reward: 1666.67, Border Penalty: 100.00, Obstacle Penalty: 500.00
Episode 2: Reward = -18876.08, Avg Reward (100) = -10000.00, Epsilon = 0.500, Avg Loss = 0.0000, Max Q-Value = 0.36, Steps = 2, Reward Breakdown -> Delta_x Reward: 3333.33, Border Penalty: 100.00, Obstacle Penalty: 1126.11
Episode 3: Reward = -10000.00, Avg Reward (100) = -14438.04, Epsilon = 0.500, Avg Loss = 0.0000, Max Q-Value = 0.36, Steps = 1, Reward Breakdown -> Delta_x Reward: 1666.67, Border Penalty: 100.00, Obstacle Penalty: 500.00
Episode 4: Reward = -35729.39, Avg Reward (100) = -12958.69, Epsilon = 0.500, Avg Loss = 0.0000, Max Q-Value = 0.36, Steps = 4, Reward Breakdown -> Delta_x Reward: 7680.02, Border Penalty: 300.00, Obstacle Penalty: 2126.11
Episode 5: Reward = -10000.00, Avg Reward (100) = -18651.37, Epsilon = 0.500, Avg Loss = 0.0000, Max Q-Value = 0.36, Steps = 1, Reward Breakdown -> Delta_x Reward: 1666.67, Border Penalty: 100.00, Obstacle Penalty: 500.00
Episode 6: Reward = -35834.70, Avg Reward (100) = -16921.10, Epsilon = 0.500, Avg Loss = 0.0000, Max Q-Value = 0.37, Steps = 4, Reward Breakdown -> Delta_x Reward: 7680.02, Border Penalty: 200.00, Obstacle Penalty: 2406.65
Episode 7: Reward = -10000.00, Avg Reward (100) = -20073.36, Epsilon = 0.499, Avg Loss = 0.0000, Max Q-Value = 0.36, Steps = 1, Reward Breakdown -> Delta_x Reward: 1666.67, Border Penalty: 100.00, Obstacle Penalty: 500.00
Episode 8: Reward = -10000.00, Avg Reward (100) = -18634.31, Epsilon = 0.499, Avg Loss = 0.0000, Max Q-Value = 0.36, Steps = 1, Reward Breakdown -> Delta_x Reward: 1666.67, Border Penalty: 100.00, Obstacle Penalty: 500.00
Episode 9: Reward = -10000.00, Avg Reward (100) = -17555.02, Epsilon = 0.499, Avg Loss = 0.0000, Max Q-Value = 0.36, Steps = 1, Reward Breakdown -> Delta_x Reward: 1666.67, Border Penalty: 100.00, Obstacle Penalty: 500.00
Episode 10: Reward = -10000.00, Avg Reward (100) = -16715.58, Epsilon = 0.499, Avg Loss = 0.0000, Max Q-Value = 0.36, Steps = 1, Reward Breakdown -> Delta_x Reward: 1666.67, Border Penalty: 100.00, Obstacle Penalty: 500.00
Episode 11: Reward = -114246.88, Avg Reward (100) = -16044.02, Epsilon = 0.499, Avg Loss = 0.0000, Max Q-Value = 0.38, Steps = 46, Reward Breakdown -> Delta_x Reward: 394492.39, Border Penalty: 100.00, Obstacle Penalty: 48639.28
Episode 12: Reward = -10000.00, Avg Reward (100) = -24971.55, Epsilon = 0.499, Avg Loss = 6723.0312, Max Q-Value = 0.36, Steps = 1, Reward Breakdown -> Delta_x Reward: 1666.67, Border Penalty: 100.00, Obstacle Penalty: 500.00
Episode 13: Reward = -10000.00, Avg Reward (100) = -23723.92, Epsilon = 0.499, Avg Loss = 6818.7344, Max Q-Value = 0.36, Steps = 1, Reward Breakdown -> Delta_x Reward: 1666.67, Border Penalty: 100.00, Obstacle Penalty: 500.00
Episode 14: Reward = -10000.00, Avg Reward (100) = -22668.24, Epsilon = 0.499, Avg Loss = 6841.9487, Max Q-Value = 0.36, Steps = 1, Reward Breakdown -> Delta_x Reward: 1666.67, Border Penalty: 100.00, Obstacle Penalty: 500.00
Episode 15: Reward = -35834.70, Avg Reward (100) = -21763.36, Epsilon = 0.499, Avg Loss = 6870.5127, Max Q-Value = 0.36, Steps = 4, Reward Breakdown -> Delta_x Reward: 7680.02, Border Penalty: 200.00, Obstacle Penalty: 2406.65
