Episode 1: Reward = 6.72, Avg Reward (100) = 0.00, Epsilon = 2500.000, Avg Loss = 0.0000, Max Q-Value = 2.14, Steps = 27, Reward Breakdown -> Delta_x Reward: 2844.85, Border Penalty: 3.56, Obstacle Penalty: 0.00
Episode 2: Reward = -100.00, Avg Reward (100) = 6.72, Epsilon = 2500.000, Avg Loss = 0.0000, Max Q-Value = 2.14, Steps = 1, Reward Breakdown -> Delta_x Reward: 50.00, Border Penalty: 1.00, Obstacle Penalty: 0.00
Episode 3: Reward = -347.93, Avg Reward (100) = -46.64, Epsilon = 2500.000, Avg Loss = 0.0000, Max Q-Value = 2.14, Steps = 9, Reward Breakdown -> Delta_x Reward: 605.07, Border Penalty: 4.00, Obstacle Penalty: 0.00
Episode 4: Reward = -100.00, Avg Reward (100) = -147.07, Epsilon = 2500.000, Avg Loss = 0.0000, Max Q-Value = 2.14, Steps = 1, Reward Breakdown -> Delta_x Reward: 50.00, Border Penalty: 1.00, Obstacle Penalty: 0.00
Episode 5: Reward = -100.00, Avg Reward (100) = -135.30, Epsilon = 2500.000, Avg Loss = 0.0000, Max Q-Value = 2.14, Steps = 1, Reward Breakdown -> Delta_x Reward: 50.00, Border Penalty: 1.00, Obstacle Penalty: 0.00
Episode 6: Reward = -250.00, Avg Reward (100) = -128.24, Epsilon = 2500.000, Avg Loss = 0.0000, Max Q-Value = 2.15, Steps = 4, Reward Breakdown -> Delta_x Reward: 200.00, Border Penalty: 1.00, Obstacle Penalty: 0.00
Episode 7: Reward = -481.45, Avg Reward (100) = -148.53, Epsilon = 2499.999, Avg Loss = 7.5157, Max Q-Value = 2.15, Steps = 25, Reward Breakdown -> Delta_x Reward: 2074.55, Border Penalty: 47.83, Obstacle Penalty: 0.00
Episode 8: Reward = -100.00, Avg Reward (100) = -196.09, Epsilon = 2499.999, Avg Loss = 39.9001, Max Q-Value = 2.13, Steps = 1, Reward Breakdown -> Delta_x Reward: 50.00, Border Penalty: 1.00, Obstacle Penalty: 0.00
Episode 9: Reward = 235.73, Avg Reward (100) = -184.08, Epsilon = 2499.999, Avg Loss = 37.0063, Max Q-Value = 2.13, Steps = 38, Reward Breakdown -> Delta_x Reward: 4123.41, Border Penalty: 0.71, Obstacle Penalty: 0.00
Episode 10: Reward = -150.00, Avg Reward (100) = -137.44, Epsilon = 2499.999, Avg Loss = 37.8150, Max Q-Value = 2.04, Steps = 2, Reward Breakdown -> Delta_x Reward: 100.00, Border Penalty: 1.00, Obstacle Penalty: 0.00
Episode 11: Reward = -170.60, Avg Reward (100) = -138.69, Epsilon = 2499.999, Avg Loss = 36.8502, Max Q-Value = 2.03, Steps = 3, Reward Breakdown -> Delta_x Reward: 180.40, Border Penalty: 2.00, Obstacle Penalty: 0.00
Episode 12: Reward = 77.02, Avg Reward (100) = -141.59, Epsilon = 2499.999, Avg Loss = 35.3987, Max Q-Value = 2.03, Steps = 22, Reward Breakdown -> Delta_x Reward: 2432.34, Border Penalty: 8.93, Obstacle Penalty: 0.00
Episode 13: Reward = -200.00, Avg Reward (100) = -123.38, Epsilon = 2499.999, Avg Loss = 38.4661, Max Q-Value = 1.98, Steps = 3, Reward Breakdown -> Delta_x Reward: 150.00, Border Penalty: 1.00, Obstacle Penalty: 0.00
Episode 14: Reward = -220.60, Avg Reward (100) = -129.27, Epsilon = 2499.999, Avg Loss = 37.1552, Max Q-Value = 1.98, Steps = 4, Reward Breakdown -> Delta_x Reward: 230.40, Border Penalty: 2.00, Obstacle Penalty: 0.00
Episode 15: Reward = 468.58, Avg Reward (100) = -135.79, Epsilon = 2499.999, Avg Loss = 37.4210, Max Q-Value = 1.96, Steps = 22, Reward Breakdown -> Delta_x Reward: 2805.52, Border Penalty: 84.64, Obstacle Penalty: 0.00
Episode 16: Reward = -100.00, Avg Reward (100) = -95.50, Epsilon = 2499.999, Avg Loss = 37.6355, Max Q-Value = 1.89, Steps = 1, Reward Breakdown -> Delta_x Reward: 50.00, Border Penalty: 1.00, Obstacle Penalty: 0.00
Episode 17: Reward = -100.00, Avg Reward (100) = -95.78, Epsilon = 2499.999, Avg Loss = 39.8370, Max Q-Value = 1.89, Steps = 1, Reward Breakdown -> Delta_x Reward: 50.00, Border Penalty: 1.00, Obstacle Penalty: 0.00
Episode 18: Reward = -289.84, Avg Reward (100) = -96.03, Epsilon = 2499.999, Avg Loss = 38.7174, Max Q-Value = 1.92, Steps = 14, Reward Breakdown -> Delta_x Reward: 1354.23, Border Penalty: 116.47, Obstacle Penalty: 0.00
Episode 19: Reward = -150.00, Avg Reward (100) = -106.80, Epsilon = 2499.998, Avg Loss = 36.0850, Max Q-Value = 1.85, Steps = 2, Reward Breakdown -> Delta_x Reward: 100.00, Border Penalty: 1.00, Obstacle Penalty: 0.00
Episode 20: Reward = -617.09, Avg Reward (100) = -109.07, Epsilon = 2499.998, Avg Loss = 38.0204, Max Q-Value = 1.84, Steps = 27, Reward Breakdown -> Delta_x Reward: 2292.28, Border Penalty: 58.58, Obstacle Penalty: 0.00
Episode 21: Reward = -100.00, Avg Reward (100) = -134.47, Epsilon = 2499.998, Avg Loss = 41.2155, Max Q-Value = 1.75, Steps = 1, Reward Breakdown -> Delta_x Reward: 50.00, Border Penalty: 1.00, Obstacle Penalty: 0.00
Episode 22: Reward = -150.00, Avg Reward (100) = -132.83, Epsilon = 2499.998, Avg Loss = 37.1458, Max Q-Value = 1.76, Steps = 2, Reward Breakdown -> Delta_x Reward: 100.00, Border Penalty: 1.00, Obstacle Penalty: 0.00
Episode 23: Reward = -368.39, Avg Reward (100) = -133.61, Epsilon = 2499.998, Avg Loss = 40.0936, Max Q-Value = 1.74, Steps = 9, Reward Breakdown -> Delta_x Reward: 649.73, Border Penalty: 63.49, Obstacle Penalty: 0.00
