Episode 1: Reward = 11860.92, Avg Reward (100) = 0.00, Epsilon = 1.000, Avg Loss = 0.0000, Max Q-Value = 0.00, Steps = 7, Reward Breakdown -> Delta_x Reward: 14720.92, Border Penalty: 750.00, Obstacle Penalty: 350.00
Episode 2: Reward = 3380.00, Avg Reward (100) = 11860.92, Epsilon = 1.000, Avg Loss = 0.0000, Max Q-Value = 0.00, Steps = 3, Reward Breakdown -> Delta_x Reward: 5400.00, Border Penalty: 150.00, Obstacle Penalty: 150.00
Episode 3: Reward = 1640.00, Avg Reward (100) = 7620.46, Epsilon = 1.000, Avg Loss = 0.0000, Max Q-Value = 0.00, Steps = 2, Reward Breakdown -> Delta_x Reward: 3600.00, Border Penalty: 150.00, Obstacle Penalty: 100.00
Episode 4: Reward = 418411.94, Avg Reward (100) = 5626.97, Epsilon = 1.000, Avg Loss = 914.8989, Max Q-Value = 0.00, Steps = 60, Reward Breakdown -> Delta_x Reward: 422661.94, Border Penalty: 600.00, Obstacle Penalty: 3050.00
Episode 5: Reward = 137085.69, Avg Reward (100) = 108823.21, Epsilon = 1.000, Avg Loss = 5804.8762, Max Q-Value = 0.00, Steps = 35, Reward Breakdown -> Delta_x Reward: 144768.79, Border Penalty: 1370.97, Obstacle Penalty: 2129.98
Episode 6: Reward = 352294.62, Avg Reward (100) = 114475.71, Epsilon = 0.999, Avg Loss = 5053.1915, Max Q-Value = 0.00, Steps = 68, Reward Breakdown -> Delta_x Reward: 356574.62, Border Penalty: 150.00, Obstacle Penalty: 3450.00
Episode 7: Reward = 427510.91, Avg Reward (100) = 154112.19, Epsilon = 0.999, Avg Loss = 4752.0138, Max Q-Value = 0.00, Steps = 135, Reward Breakdown -> Delta_x Reward: 447306.44, Border Penalty: 7800.00, Obstacle Penalty: 8955.55
Episode 8: Reward = 1640.00, Avg Reward (100) = 193169.15, Epsilon = 0.999, Avg Loss = 4545.2959, Max Q-Value = 0.00, Steps = 2, Reward Breakdown -> Delta_x Reward: 3600.00, Border Penalty: 150.00, Obstacle Penalty: 100.00
Episode 9: Reward = 15560.00, Avg Reward (100) = 169228.01, Epsilon = 0.999, Avg Loss = 4426.1217, Max Q-Value = 0.00, Steps = 10, Reward Breakdown -> Delta_x Reward: 18000.00, Border Penalty: 150.00, Obstacle Penalty: 500.00
Episode 10: Reward = 40864.62, Avg Reward (100) = 152153.79, Epsilon = 0.999, Avg Loss = 4251.3760, Max Q-Value = 0.00, Steps = 20, Reward Breakdown -> Delta_x Reward: 45254.62, Border Penalty: 1500.00, Obstacle Penalty: 1000.00
Episode 11: Reward = 1640.00, Avg Reward (100) = 141024.87, Epsilon = 0.999, Avg Loss = 4211.0769, Max Q-Value = 0.00, Steps = 2, Reward Breakdown -> Delta_x Reward: 3600.00, Border Penalty: 150.00, Obstacle Penalty: 100.00
