Episode 1: Reward = -7723641.00, Avg Reward (100) = 0.00, Epsilon = 0.500, Avg Loss = 0.0000, Max Q-Value = 2.60, Steps = 10, Reward Breakdown -> Delta_x Reward: 21222.35, Border Penalty: 8520353.00, Obstacle Penalty: 137070.62
Episode 2: Reward = -7842345.50, Avg Reward (100) = -7723641.00, Epsilon = 0.500, Avg Loss = 0.0000, Max Q-Value = 2.60, Steps = 10, Reward Breakdown -> Delta_x Reward: 24439.11, Border Penalty: 8662751.00, Obstacle Penalty: 136119.72
Episode 3: Reward = -8219610.00, Avg Reward (100) = -7782993.00, Epsilon = 0.500, Avg Loss = 0.0000, Max Q-Value = 2.61, Steps = 11, Reward Breakdown -> Delta_x Reward: 18333.33, Border Penalty: 8859132.00, Obstacle Penalty: 153830.70
Episode 4: Reward = -10000.00, Avg Reward (100) = -7928532.00, Epsilon = 0.500, Avg Loss = 0.0000, Max Q-Value = 2.60, Steps = 1, Reward Breakdown -> Delta_x Reward: 1666.67, Border Penalty: 750100.00, Obstacle Penalty: 14000.00
Episode 5: Reward = -2344506.00, Avg Reward (100) = -5948899.12, Epsilon = 0.500, Avg Loss = 0.0000, Max Q-Value = 2.61, Steps = 4, Reward Breakdown -> Delta_x Reward: 6666.67, Border Penalty: 3026948.00, Obstacle Penalty: 56000.00
Episode 6: Reward = -2410383.75, Avg Reward (100) = -5228020.50, Epsilon = 0.500, Avg Loss = 0.0000, Max Q-Value = 2.60, Steps = 4, Reward Breakdown -> Delta_x Reward: 6666.67, Border Penalty: 3156264.75, Obstacle Penalty: 56000.00
Episode 7: Reward = -8628214.00, Avg Reward (100) = -4758414.38, Epsilon = 0.499, Avg Loss = 0.0000, Max Q-Value = 2.60, Steps = 11, Reward Breakdown -> Delta_x Reward: 18333.33, Border Penalty: 9400964.00, Obstacle Penalty: 151150.48
Episode 8: Reward = -1588439.00, Avg Reward (100) = -5311242.89, Epsilon = 0.499, Avg Loss = 0.0000, Max Q-Value = 2.60, Steps = 3, Reward Breakdown -> Delta_x Reward: 5000.00, Border Penalty: 2324934.00, Obstacle Penalty: 42000.00
Episode 9: Reward = -6080283.00, Avg Reward (100) = -4845892.41, Epsilon = 0.499, Avg Loss = 0.0000, Max Q-Value = 2.60, Steps = 8, Reward Breakdown -> Delta_x Reward: 13333.33, Border Penalty: 6919619.50, Obstacle Penalty: 109301.03
Episode 10: Reward = -8654895.00, Avg Reward (100) = -4983046.92, Epsilon = 0.499, Avg Loss = 669647.1250, Max Q-Value = 2.60, Steps = 11, Reward Breakdown -> Delta_x Reward: 32338.67, Border Penalty: 9454616.00, Obstacle Penalty: 150784.81
Episode 11: Reward = -7724617.50, Avg Reward (100) = -5350231.72, Epsilon = 0.499, Avg Loss = 740791.9563, Max Q-Value = 2.50, Steps = 10, Reward Breakdown -> Delta_x Reward: 19522.55, Border Penalty: 8520553.00, Obstacle Penalty: 137070.62
