Episode 1: Reward = -100.00, Avg Reward (100) = 0.00, Epsilon = 0.099, Avg Loss = 0.0000, Max Q-Value = 0.35, Steps = 1, Reward Breakdown -> Delta_x Reward: 50.00, Border Penalty: 1.00, Obstacle Penalty: 0.00
Episode 2: Reward = -4454.56, Avg Reward (100) = -100.00, Epsilon = 0.099, Avg Loss = 21.0856, Max Q-Value = 0.52, Steps = 139, Reward Breakdown -> Delta_x Reward: 9561.63, Border Penalty: 90.65, Obstacle Penalty: 0.00
Episode 3: Reward = -1350.00, Avg Reward (100) = -2277.28, Epsilon = 0.099, Avg Loss = 35.3584, Max Q-Value = 0.07, Steps = 26, Reward Breakdown -> Delta_x Reward: 1300.00, Border Penalty: 1.00, Obstacle Penalty: 0.00
Episode 4: Reward = -300.00, Avg Reward (100) = -1968.19, Epsilon = 0.099, Avg Loss = 35.0261, Max Q-Value = 0.00, Steps = 5, Reward Breakdown -> Delta_x Reward: 250.00, Border Penalty: 1.00, Obstacle Penalty: 0.00
Episode 5: Reward = -350.00, Avg Reward (100) = -1551.14, Epsilon = 0.099, Avg Loss = 36.4548, Max Q-Value = 0.00, Steps = 6, Reward Breakdown -> Delta_x Reward: 300.00, Border Penalty: 1.00, Obstacle Penalty: 0.00
Episode 6: Reward = -400.00, Avg Reward (100) = -1310.91, Epsilon = 0.099, Avg Loss = 38.6342, Max Q-Value = 0.00, Steps = 7, Reward Breakdown -> Delta_x Reward: 350.00, Border Penalty: 1.00, Obstacle Penalty: 0.00
Episode 7: Reward = -300.00, Avg Reward (100) = -1159.09, Epsilon = 0.099, Avg Loss = 37.6910, Max Q-Value = 0.00, Steps = 5, Reward Breakdown -> Delta_x Reward: 250.00, Border Penalty: 1.00, Obstacle Penalty: 0.00
Episode 8: Reward = -350.00, Avg Reward (100) = -1036.37, Epsilon = 0.099, Avg Loss = 39.7053, Max Q-Value = 0.00, Steps = 6, Reward Breakdown -> Delta_x Reward: 300.00, Border Penalty: 1.00, Obstacle Penalty: 0.00
Episode 9: Reward = -250.00, Avg Reward (100) = -950.57, Epsilon = 0.099, Avg Loss = 38.0550, Max Q-Value = 0.00, Steps = 4, Reward Breakdown -> Delta_x Reward: 200.00, Border Penalty: 1.00, Obstacle Penalty: 0.00
Episode 10: Reward = -250.00, Avg Reward (100) = -872.73, Epsilon = 0.099, Avg Loss = 40.0759, Max Q-Value = 0.00, Steps = 4, Reward Breakdown -> Delta_x Reward: 200.00, Border Penalty: 1.00, Obstacle Penalty: 0.00
Episode 11: Reward = -100.00, Avg Reward (100) = -810.46, Epsilon = 0.099, Avg Loss = 43.8704, Max Q-Value = 0.00, Steps = 1, Reward Breakdown -> Delta_x Reward: 50.00, Border Penalty: 1.00, Obstacle Penalty: 0.00
Episode 12: Reward = -100.00, Avg Reward (100) = -745.87, Epsilon = 0.099, Avg Loss = 41.7656, Max Q-Value = 0.00, Steps = 1, Reward Breakdown -> Delta_x Reward: 50.00, Border Penalty: 1.00, Obstacle Penalty: 0.00
Episode 13: Reward = -100.00, Avg Reward (100) = -692.05, Epsilon = 0.099, Avg Loss = 39.6196, Max Q-Value = 0.00, Steps = 1, Reward Breakdown -> Delta_x Reward: 50.00, Border Penalty: 1.00, Obstacle Penalty: 0.00
Episode 14: Reward = -100.00, Avg Reward (100) = -646.50, Epsilon = 0.099, Avg Loss = 42.5984, Max Q-Value = 0.00, Steps = 1, Reward Breakdown -> Delta_x Reward: 50.00, Border Penalty: 1.00, Obstacle Penalty: 0.00
Episode 15: Reward = -100.00, Avg Reward (100) = -607.47, Epsilon = 0.099, Avg Loss = 42.9827, Max Q-Value = 0.00, Steps = 1, Reward Breakdown -> Delta_x Reward: 50.00, Border Penalty: 1.00, Obstacle Penalty: 0.00
Episode 16: Reward = -100.00, Avg Reward (100) = -573.64, Epsilon = 0.099, Avg Loss = 45.9369, Max Q-Value = 0.00, Steps = 1, Reward Breakdown -> Delta_x Reward: 50.00, Border Penalty: 1.00, Obstacle Penalty: 0.00
Episode 17: Reward = -100.00, Avg Reward (100) = -544.03, Epsilon = 0.099, Avg Loss = 44.0104, Max Q-Value = 0.00, Steps = 1, Reward Breakdown -> Delta_x Reward: 50.00, Border Penalty: 1.00, Obstacle Penalty: 0.00
Episode 18: Reward = -100.00, Avg Reward (100) = -517.92, Epsilon = 0.099, Avg Loss = 42.7619, Max Q-Value = 0.00, Steps = 1, Reward Breakdown -> Delta_x Reward: 50.00, Border Penalty: 1.00, Obstacle Penalty: 0.00
Episode 19: Reward = -100.00, Avg Reward (100) = -494.70, Epsilon = 0.099, Avg Loss = 43.4326, Max Q-Value = 0.00, Steps = 1, Reward Breakdown -> Delta_x Reward: 50.00, Border Penalty: 1.00, Obstacle Penalty: 0.00
Episode 20: Reward = -100.00, Avg Reward (100) = -473.92, Epsilon = 0.099, Avg Loss = 42.0834, Max Q-Value = 0.00, Steps = 1, Reward Breakdown -> Delta_x Reward: 50.00, Border Penalty: 1.00, Obstacle Penalty: 0.00
Episode 21: Reward = -150.00, Avg Reward (100) = -455.23, Epsilon = 0.099, Avg Loss = 45.3680, Max Q-Value = 0.00, Steps = 2, Reward Breakdown -> Delta_x Reward: 100.00, Border Penalty: 1.00, Obstacle Penalty: 0.00
Episode 22: Reward = -100.00, Avg Reward (100) = -440.69, Epsilon = 0.099, Avg Loss = 47.7873, Max Q-Value = 0.00, Steps = 1, Reward Breakdown -> Delta_x Reward: 50.00, Border Penalty: 1.00, Obstacle Penalty: 0.00
Episode 23: Reward = -100.00, Avg Reward (100) = -425.21, Epsilon = 0.099, Avg Loss = 51.1982, Max Q-Value = 0.00, Steps = 1, Reward Breakdown -> Delta_x Reward: 50.00, Border Penalty: 1.00, Obstacle Penalty: 0.00
Episode 24: Reward = -100.00, Avg Reward (100) = -411.07, Epsilon = 0.099, Avg Loss = 44.0217, Max Q-Value = 0.00, Steps = 1, Reward Breakdown -> Delta_x Reward: 50.00, Border Penalty: 1.00, Obstacle Penalty: 0.00
Episode 25: Reward = -100.00, Avg Reward (100) = -398.11, Epsilon = 0.099, Avg Loss = 49.7621, Max Q-Value = 0.00, Steps = 1, Reward Breakdown -> Delta_x Reward: 50.00, Border Penalty: 1.00, Obstacle Penalty: 0.00
Episode 26: Reward = -100.00, Avg Reward (100) = -386.18, Epsilon = 0.099, Avg Loss = 44.9572, Max Q-Value = 0.00, Steps = 1, Reward Breakdown -> Delta_x Reward: 50.00, Border Penalty: 1.00, Obstacle Penalty: 0.00
Episode 27: Reward = -100.00, Avg Reward (100) = -375.18, Epsilon = 0.099, Avg Loss = 44.2217, Max Q-Value = 0.00, Steps = 1, Reward Breakdown -> Delta_x Reward: 50.00, Border Penalty: 1.00, Obstacle Penalty: 0.00
Episode 28: Reward = -100.00, Avg Reward (100) = -364.98, Epsilon = 0.099, Avg Loss = 46.7858, Max Q-Value = 0.00, Steps = 1, Reward Breakdown -> Delta_x Reward: 50.00, Border Penalty: 1.00, Obstacle Penalty: 0.00
Episode 29: Reward = -100.00, Avg Reward (100) = -355.52, Epsilon = 0.099, Avg Loss = 47.6779, Max Q-Value = 0.00, Steps = 1, Reward Breakdown -> Delta_x Reward: 50.00, Border Penalty: 1.00, Obstacle Penalty: 0.00
Episode 30: Reward = -100.00, Avg Reward (100) = -346.71, Epsilon = 0.099, Avg Loss = 49.7516, Max Q-Value = 0.00, Steps = 1, Reward Breakdown -> Delta_x Reward: 50.00, Border Penalty: 1.00, Obstacle Penalty: 0.00
Episode 31: Reward = -100.00, Avg Reward (100) = -338.49, Epsilon = 0.099, Avg Loss = 42.5853, Max Q-Value = 0.00, Steps = 1, Reward Breakdown -> Delta_x Reward: 50.00, Border Penalty: 1.00, Obstacle Penalty: 0.00
Episode 32: Reward = -100.00, Avg Reward (100) = -330.79, Epsilon = 0.099, Avg Loss = 43.7747, Max Q-Value = 0.00, Steps = 1, Reward Breakdown -> Delta_x Reward: 50.00, Border Penalty: 1.00, Obstacle Penalty: 0.00
Episode 33: Reward = -100.00, Avg Reward (100) = -323.58, Epsilon = 0.099, Avg Loss = 44.7398, Max Q-Value = 0.00, Steps = 1, Reward Breakdown -> Delta_x Reward: 50.00, Border Penalty: 1.00, Obstacle Penalty: 0.00
Episode 34: Reward = -100.00, Avg Reward (100) = -316.80, Epsilon = 0.099, Avg Loss = 46.2398, Max Q-Value = 0.00, Steps = 1, Reward Breakdown -> Delta_x Reward: 50.00, Border Penalty: 1.00, Obstacle Penalty: 0.00
Episode 35: Reward = -100.00, Avg Reward (100) = -310.43, Epsilon = 0.099, Avg Loss = 45.0745, Max Q-Value = 0.00, Steps = 1, Reward Breakdown -> Delta_x Reward: 50.00, Border Penalty: 1.00, Obstacle Penalty: 0.00
Episode 36: Reward = -200.00, Avg Reward (100) = -304.42, Epsilon = 0.099, Avg Loss = 47.6453, Max Q-Value = 0.00, Steps = 3, Reward Breakdown -> Delta_x Reward: 150.00, Border Penalty: 1.00, Obstacle Penalty: 0.00
Episode 37: Reward = -100.00, Avg Reward (100) = -301.52, Epsilon = 0.099, Avg Loss = 47.7296, Max Q-Value = 0.00, Steps = 1, Reward Breakdown -> Delta_x Reward: 50.00, Border Penalty: 1.00, Obstacle Penalty: 0.00
Episode 38: Reward = -100.00, Avg Reward (100) = -296.07, Epsilon = 0.099, Avg Loss = 48.2959, Max Q-Value = 0.00, Steps = 1, Reward Breakdown -> Delta_x Reward: 50.00, Border Penalty: 1.00, Obstacle Penalty: 0.00
Episode 39: Reward = -100.00, Avg Reward (100) = -290.91, Epsilon = 0.099, Avg Loss = 46.5713, Max Q-Value = 0.00, Steps = 1, Reward Breakdown -> Delta_x Reward: 50.00, Border Penalty: 1.00, Obstacle Penalty: 0.00
