Episode 1: Reward = -161947.16, Avg Reward (100) = 0.00, Epsilon = 0.500, Avg Loss = 0.0000, Max Q-Value = 0.08, Steps = 25, Reward Breakdown -> Delta_x Reward: 245189.47, Border Penalty: 274293.75, Obstacle Penalty: 5462.73
Episode 2: Reward = -110862.97, Avg Reward (100) = -161947.16, Epsilon = 0.500, Avg Loss = 0.0000, Max Q-Value = 0.08, Steps = 18, Reward Breakdown -> Delta_x Reward: 227127.90, Border Penalty: 246719.66, Obstacle Penalty: 4461.92
Episode 3: Reward = -174574.41, Avg Reward (100) = -136405.06, Epsilon = 0.500, Avg Loss = 4147.6583, Max Q-Value = 0.08, Steps = 35, Reward Breakdown -> Delta_x Reward: 266967.73, Border Penalty: 178307.22, Obstacle Penalty: 8279.59
Episode 4: Reward = -117458.85, Avg Reward (100) = -149128.17, Epsilon = 0.500, Avg Loss = 9660.3439, Max Q-Value = 0.09, Steps = 28, Reward Breakdown -> Delta_x Reward: 296705.78, Border Penalty: 232453.12, Obstacle Penalty: 6082.60
Episode 5: Reward = -237432.41, Avg Reward (100) = -141210.84, Epsilon = 0.500, Avg Loss = 9104.6581, Max Q-Value = 0.05, Steps = 39, Reward Breakdown -> Delta_x Reward: 285401.13, Border Penalty: 226020.53, Obstacle Penalty: 10307.70
Episode 6: Reward = -161025.59, Avg Reward (100) = -160455.16, Epsilon = 0.500, Avg Loss = 9787.5986, Max Q-Value = 0.02, Steps = 29, Reward Breakdown -> Delta_x Reward: 243357.37, Border Penalty: 220469.06, Obstacle Penalty: 7365.73
Episode 7: Reward = -315963.78, Avg Reward (100) = -160550.23, Epsilon = 0.499, Avg Loss = 9132.9269, Max Q-Value = 0.01, Steps = 52, Reward Breakdown -> Delta_x Reward: 390393.35, Border Penalty: 277738.97, Obstacle Penalty: 12133.62
Episode 8: Reward = -195714.25, Avg Reward (100) = -182752.16, Epsilon = 0.499, Avg Loss = 9588.4768, Max Q-Value = 0.00, Steps = 31, Reward Breakdown -> Delta_x Reward: 324746.73, Border Penalty: 336557.75, Obstacle Penalty: 6901.75
Episode 9: Reward = -304971.59, Avg Reward (100) = -184372.42, Epsilon = 0.499, Avg Loss = 9514.1171, Max Q-Value = 0.00, Steps = 47, Reward Breakdown -> Delta_x Reward: 397763.25, Border Penalty: 341685.62, Obstacle Penalty: 10239.70
Episode 10: Reward = -81960.17, Avg Reward (100) = -197772.33, Epsilon = 0.499, Avg Loss = 10209.8147, Max Q-Value = 0.00, Steps = 28, Reward Breakdown -> Delta_x Reward: 401289.31, Border Penalty: 284057.56, Obstacle Penalty: 6756.33
Episode 11: Reward = -203012.45, Avg Reward (100) = -186191.11, Epsilon = 0.499, Avg Loss = 10337.2043, Max Q-Value = 0.00, Steps = 29, Reward Breakdown -> Delta_x Reward: 231918.98, Border Penalty: 239889.42, Obstacle Penalty: 6336.79
Episode 12: Reward = -262340.47, Avg Reward (100) = -187720.33, Epsilon = 0.499, Avg Loss = 10266.6673, Max Q-Value = 0.00, Steps = 67, Reward Breakdown -> Delta_x Reward: 513669.14, Border Penalty: 190352.25, Obstacle Penalty: 15889.91
Episode 13: Reward = 160521.73, Avg Reward (100) = -193938.67, Epsilon = 0.499, Avg Loss = 10051.9308, Max Q-Value = 0.00, Steps = 30, Reward Breakdown -> Delta_x Reward: 476394.82, Border Penalty: 0.00, Obstacle Penalty: 15873.08
Episode 14: Reward = -226525.47, Avg Reward (100) = -166672.48, Epsilon = 0.499, Avg Loss = 10095.0739, Max Q-Value = 0.00, Steps = 20, Reward Breakdown -> Delta_x Reward: 245897.83, Border Penalty: 359280.62, Obstacle Penalty: 4895.03
Episode 15: Reward = -10000.00, Avg Reward (100) = -170947.70, Epsilon = 0.499, Avg Loss = 8636.0859, Max Q-Value = 0.00, Steps = 1, Reward Breakdown -> Delta_x Reward: 1666.67, Border Penalty: 100.00, Obstacle Penalty: 200.00
Episode 16: Reward = 64036.24, Avg Reward (100) = -160217.86, Epsilon = 0.499, Avg Loss = 9975.4614, Max Q-Value = 0.00, Steps = 36, Reward Breakdown -> Delta_x Reward: 442899.69, Border Penalty: 100.00, Obstacle Penalty: 18763.46
Episode 17: Reward = 64684.80, Avg Reward (100) = -146201.97, Epsilon = 0.499, Avg Loss = 9822.0420, Max Q-Value = 0.00, Steps = 37, Reward Breakdown -> Delta_x Reward: 454916.12, Border Penalty: 0.00, Obstacle Penalty: 20231.31
Episode 18: Reward = 148739.50, Avg Reward (100) = -133796.87, Epsilon = 0.499, Avg Loss = 9946.0486, Max Q-Value = 0.00, Steps = 31, Reward Breakdown -> Delta_x Reward: 475897.52, Border Penalty: 200.00, Obstacle Penalty: 16958.02
Episode 19: Reward = 28370.81, Avg Reward (100) = -118100.41, Epsilon = 0.498, Avg Loss = 9274.9749, Max Q-Value = 0.00, Steps = 37, Reward Breakdown -> Delta_x Reward: 416531.55, Border Penalty: 0.00, Obstacle Penalty: 18160.73
Episode 20: Reward = 139994.67, Avg Reward (100) = -110391.39, Epsilon = 0.498, Avg Loss = 9757.9209, Max Q-Value = 0.00, Steps = 30, Reward Breakdown -> Delta_x Reward: 455794.67, Border Penalty: 0.00, Obstacle Penalty: 15800.00
Episode 21: Reward = -10000.00, Avg Reward (100) = -97872.09, Epsilon = 0.498, Avg Loss = 7657.6094, Max Q-Value = 0.00, Steps = 1, Reward Breakdown -> Delta_x Reward: 1666.67, Border Penalty: 100.00, Obstacle Penalty: 200.00
Episode 22: Reward = -511415.00, Avg Reward (100) = -93687.71, Epsilon = 0.498, Avg Loss = 8828.3514, Max Q-Value = 0.00, Steps = 40, Reward Breakdown -> Delta_x Reward: 536686.03, Border Penalty: 722084.62, Obstacle Penalty: 11587.65
Episode 23: Reward = 146517.17, Avg Reward (100) = -112675.31, Epsilon = 0.498, Avg Loss = 9421.4749, Max Q-Value = 0.00, Steps = 31, Reward Breakdown -> Delta_x Reward: 472566.42, Border Penalty: 0.00, Obstacle Penalty: 16049.25
Episode 24: Reward = 114194.06, Avg Reward (100) = -101406.07, Epsilon = 0.498, Avg Loss = 9461.7712, Max Q-Value = 0.00, Steps = 34, Reward Breakdown -> Delta_x Reward: 470994.06, Border Penalty: 200.00, Obstacle Penalty: 16600.00
Episode 25: Reward = -174284.34, Avg Reward (100) = -92422.73, Epsilon = 0.498, Avg Loss = 9891.4624, Max Q-Value = 0.02, Steps = 16, Reward Breakdown -> Delta_x Reward: 192757.73, Border Penalty: 288165.78, Obstacle Penalty: 4430.33
Episode 26: Reward = 57580.12, Avg Reward (100) = -95697.20, Epsilon = 0.498, Avg Loss = 9493.6322, Max Q-Value = 0.05, Steps = 36, Reward Breakdown -> Delta_x Reward: 435157.03, Border Penalty: 0.00, Obstacle Penalty: 17576.92
Episode 27: Reward = -202966.91, Avg Reward (100) = -89801.92, Epsilon = 0.498, Avg Loss = 9727.8458, Max Q-Value = 0.14, Steps = 23, Reward Breakdown -> Delta_x Reward: 307383.05, Border Penalty: 358290.38, Obstacle Penalty: 5964.80
Episode 28: Reward = 79931.23, Avg Reward (100) = -93993.21, Epsilon = 0.498, Avg Loss = 9009.1035, Max Q-Value = 0.16, Steps = 36, Reward Breakdown -> Delta_x Reward: 457464.46, Border Penalty: 200.00, Obstacle Penalty: 17333.23
Episode 29: Reward = 68140.36, Avg Reward (100) = -87781.62, Epsilon = 0.498, Avg Loss = 9490.7884, Max Q-Value = 0.19, Steps = 35, Reward Breakdown -> Delta_x Reward: 434940.36, Border Penalty: 0.00, Obstacle Penalty: 16800.00
Episode 30: Reward = 91498.54, Avg Reward (100) = -82405.00, Epsilon = 0.498, Avg Loss = 9457.3052, Max Q-Value = 0.28, Steps = 33, Reward Breakdown -> Delta_x Reward: 440576.56, Border Penalty: 0.00, Obstacle Penalty: 19078.04
Episode 31: Reward = -456567.59, Avg Reward (100) = -76608.22, Epsilon = 0.498, Avg Loss = 9033.8599, Max Q-Value = 0.30, Steps = 53, Reward Breakdown -> Delta_x Reward: 733085.57, Border Penalty: 632389.50, Obstacle Penalty: 27263.77
Episode 32: Reward = -10000.00, Avg Reward (100) = -88864.97, Epsilon = 0.497, Avg Loss = 7890.8071, Max Q-Value = 0.43, Steps = 1, Reward Breakdown -> Delta_x Reward: 1666.67, Border Penalty: 100.00, Obstacle Penalty: 200.00
Episode 33: Reward = -392004.38, Avg Reward (100) = -86400.44, Epsilon = 0.497, Avg Loss = 9319.5243, Max Q-Value = 0.43, Steps = 30, Reward Breakdown -> Delta_x Reward: 283182.04, Border Penalty: 453076.53, Obstacle Penalty: 7617.13
Episode 34: Reward = -175899.97, Avg Reward (100) = -95661.17, Epsilon = 0.497, Avg Loss = 9096.8225, Max Q-Value = 0.45, Steps = 34, Reward Breakdown -> Delta_x Reward: 525787.33, Border Penalty: 446192.44, Obstacle Penalty: 10661.12
Episode 35: Reward = 152223.19, Avg Reward (100) = -98021.13, Epsilon = 0.497, Avg Loss = 9837.3127, Max Q-Value = 0.48, Steps = 30, Reward Breakdown -> Delta_x Reward: 469449.21, Border Penalty: 0.00, Obstacle Penalty: 17226.03
Episode 36: Reward = -64864.32, Avg Reward (100) = -90871.29, Epsilon = 0.497, Avg Loss = 10338.9500, Max Q-Value = 0.54, Steps = 8, Reward Breakdown -> Delta_x Reward: 18502.34, Border Penalty: 400.00, Obstacle Penalty: 1600.00
Episode 37: Reward = 131317.73, Avg Reward (100) = -90148.88, Epsilon = 0.497, Avg Loss = 9086.0248, Max Q-Value = 0.53, Steps = 31, Reward Breakdown -> Delta_x Reward: 457317.73, Border Penalty: 0.00, Obstacle Penalty: 16000.00
Episode 38: Reward = -10000.00, Avg Reward (100) = -84163.30, Epsilon = 0.497, Avg Loss = 13654.6094, Max Q-Value = 0.56, Steps = 1, Reward Breakdown -> Delta_x Reward: 1666.67, Border Penalty: 100.00, Obstacle Penalty: 200.00
Episode 39: Reward = 97222.56, Avg Reward (100) = -82211.63, Epsilon = 0.497, Avg Loss = 9513.1376, Max Q-Value = 0.57, Steps = 34, Reward Breakdown -> Delta_x Reward: 453842.35, Border Penalty: 0.00, Obstacle Penalty: 16619.79
Episode 40: Reward = 123024.70, Avg Reward (100) = -77610.75, Epsilon = 0.497, Avg Loss = 9629.7836, Max Q-Value = 0.61, Steps = 31, Reward Breakdown -> Delta_x Reward: 449024.70, Border Penalty: 0.00, Obstacle Penalty: 16000.00
Episode 41: Reward = 60732.56, Avg Reward (100) = -72594.87, Epsilon = 0.497, Avg Loss = 9334.7567, Max Q-Value = 0.66, Steps = 36, Reward Breakdown -> Delta_x Reward: 438804.84, Border Penalty: 0.00, Obstacle Penalty: 18072.29
Episode 42: Reward = 136888.56, Avg Reward (100) = -69342.98, Epsilon = 0.497, Avg Loss = 9533.7591, Max Q-Value = 0.78, Steps = 31, Reward Breakdown -> Delta_x Reward: 463803.39, Border Penalty: 0.00, Obstacle Penalty: 16914.83
Episode 43: Reward = -10000.00, Avg Reward (100) = -64432.70, Epsilon = 0.497, Avg Loss = 11199.3047, Max Q-Value = 0.71, Steps = 1, Reward Breakdown -> Delta_x Reward: 1666.67, Border Penalty: 100.00, Obstacle Penalty: 200.00
Episode 44: Reward = -365392.06, Avg Reward (100) = -63166.83, Epsilon = 0.496, Avg Loss = 9155.9377, Max Q-Value = 0.83, Steps = 21, Reward Breakdown -> Delta_x Reward: 237836.36, Border Penalty: 480007.19, Obstacle Penalty: 5172.37
Episode 45: Reward = 5781.94, Avg Reward (100) = -70035.58, Epsilon = 0.496, Avg Loss = 9255.1422, Max Q-Value = 0.84, Steps = 38, Reward Breakdown -> Delta_x Reward: 404076.80, Border Penalty: 100.00, Obstacle Penalty: 18194.87
Episode 46: Reward = -797902.88, Avg Reward (100) = -68350.75, Epsilon = 0.496, Avg Loss = 9504.6505, Max Q-Value = 0.91, Steps = 34, Reward Breakdown -> Delta_x Reward: 452614.24, Border Penalty: 892040.31, Obstacle Penalty: 18476.71
Episode 47: Reward = 32468.76, Avg Reward (100) = -84210.58, Epsilon = 0.496, Avg Loss = 9368.4835, Max Q-Value = 0.97, Steps = 36, Reward Breakdown -> Delta_x Reward: 409468.76, Border Penalty: 0.00, Obstacle Penalty: 17000.00
Episode 48: Reward = -479678.75, Avg Reward (100) = -81728.04, Epsilon = 0.496, Avg Loss = 8899.6201, Max Q-Value = 1.07, Steps = 30, Reward Breakdown -> Delta_x Reward: 201080.49, Border Penalty: 466394.16, Obstacle Penalty: 6626.78
Episode 49: Reward = 119146.52, Avg Reward (100) = -90018.68, Epsilon = 0.496, Avg Loss = 9367.9920, Max Q-Value = 1.03, Steps = 31, Reward Breakdown -> Delta_x Reward: 449322.47, Border Penalty: 0.00, Obstacle Penalty: 20175.95
Episode 50: Reward = -18533.33, Avg Reward (100) = -85750.00, Epsilon = 0.496, Avg Loss = 9590.6763, Max Q-Value = 1.01, Steps = 2, Reward Breakdown -> Delta_x Reward: 3333.33, Border Penalty: 100.00, Obstacle Penalty: 400.00
Episode 51: Reward = -336855.47, Avg Reward (100) = -84405.67, Epsilon = 0.496, Avg Loss = 9532.8337, Max Q-Value = 1.10, Steps = 38, Reward Breakdown -> Delta_x Reward: 482481.94, Border Penalty: 419749.72, Obstacle Penalty: 19587.66
Episode 52: Reward = 88625.91, Avg Reward (100) = -89355.66, Epsilon = 0.496, Avg Loss = 9549.5984, Max Q-Value = 1.33, Steps = 35, Reward Breakdown -> Delta_x Reward: 456724.15, Border Penalty: 0.00, Obstacle Penalty: 18098.24
Episode 53: Reward = -834852.62, Avg Reward (100) = -85932.94, Epsilon = 0.496, Avg Loss = 9268.3160, Max Q-Value = 1.21, Steps = 50, Reward Breakdown -> Delta_x Reward: 787105.33, Border Penalty: 1096132.75, Obstacle Penalty: 25825.35
Episode 54: Reward = 104532.66, Avg Reward (100) = -100063.50, Epsilon = 0.496, Avg Loss = 9912.6944, Max Q-Value = 1.46, Steps = 33, Reward Breakdown -> Delta_x Reward: 450932.66, Border Penalty: 0.00, Obstacle Penalty: 16400.00
Episode 55: Reward = -335518.09, Avg Reward (100) = -96274.68, Epsilon = 0.496, Avg Loss = 9661.2488, Max Q-Value = 1.36, Steps = 28, Reward Breakdown -> Delta_x Reward: 376454.55, Border Penalty: 515782.88, Obstacle Penalty: 6682.32
