Episode 1: Reward = -100.00, Avg Reward (100) = 0.00, Epsilon = 1.000, Avg Loss = 0.0000, Max Q-Value = 5.01, Steps = 1, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 150.00, Obstacle Penalty: 50.00
Episode 2: Reward = 32453.38, Avg Reward (100) = -100.00, Epsilon = 1.000, Avg Loss = 0.0000, Max Q-Value = 5.01, Steps = 39, Reward Breakdown -> Delta_x Reward: 37516.02, Border Penalty: 1420.31, Obstacle Penalty: 2335.73
Episode 3: Reward = 580.00, Avg Reward (100) = 16176.69, Epsilon = 1.000, Avg Loss = 0.0000, Max Q-Value = 5.02, Steps = 3, Reward Breakdown -> Delta_x Reward: 1200.00, Border Penalty: 150.00, Obstacle Penalty: 150.00
Episode 4: Reward = -100.00, Avg Reward (100) = 10977.79, Epsilon = 1.000, Avg Loss = 0.0000, Max Q-Value = 5.01, Steps = 1, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 150.00, Obstacle Penalty: 50.00
Episode 5: Reward = 240.00, Avg Reward (100) = 8208.35, Epsilon = 0.999, Avg Loss = 0.0000, Max Q-Value = 5.01, Steps = 2, Reward Breakdown -> Delta_x Reward: 800.00, Border Penalty: 150.00, Obstacle Penalty: 100.00
Episode 6: Reward = 124353.19, Avg Reward (100) = 6614.68, Epsilon = 0.999, Avg Loss = 664.7053, Max Q-Value = 5.24, Steps = 146, Reward Breakdown -> Delta_x Reward: 143716.41, Border Penalty: 6793.56, Obstacle Penalty: 11109.67
Episode 7: Reward = 240.00, Avg Reward (100) = 26237.76, Epsilon = 0.999, Avg Loss = 799.0790, Max Q-Value = 13.35, Steps = 2, Reward Breakdown -> Delta_x Reward: 800.00, Border Penalty: 150.00, Obstacle Penalty: 100.00
Episode 8: Reward = 10101.56, Avg Reward (100) = 22523.80, Epsilon = 0.999, Avg Loss = 824.5638, Max Q-Value = 17.21, Steps = 25, Reward Breakdown -> Delta_x Reward: 13991.56, Border Penalty: 2100.00, Obstacle Penalty: 1250.00
Episode 9: Reward = 17548.18, Avg Reward (100) = 20971.02, Epsilon = 0.999, Avg Loss = 742.6480, Max Q-Value = 27.14, Steps = 42, Reward Breakdown -> Delta_x Reward: 23508.18, Border Penalty: 3150.00, Obstacle Penalty: 2107.43
Episode 10: Reward = 16982.82, Avg Reward (100) = 20590.70, Epsilon = 0.999, Avg Loss = 715.9179, Max Q-Value = 32.08, Steps = 28, Reward Breakdown -> Delta_x Reward: 20302.82, Border Penalty: 1350.00, Obstacle Penalty: 1400.00
Episode 11: Reward = 580.00, Avg Reward (100) = 20229.91, Epsilon = 0.999, Avg Loss = 734.0654, Max Q-Value = 33.63, Steps = 3, Reward Breakdown -> Delta_x Reward: 1200.00, Border Penalty: 150.00, Obstacle Penalty: 150.00
Episode 12: Reward = 580.00, Avg Reward (100) = 18443.56, Epsilon = 0.999, Avg Loss = 738.1428, Max Q-Value = 34.56, Steps = 3, Reward Breakdown -> Delta_x Reward: 1200.00, Border Penalty: 150.00, Obstacle Penalty: 150.00
Episode 13: Reward = 920.00, Avg Reward (100) = 16954.93, Epsilon = 0.999, Avg Loss = 669.1750, Max Q-Value = 35.60, Steps = 4, Reward Breakdown -> Delta_x Reward: 1600.00, Border Penalty: 150.00, Obstacle Penalty: 200.00
Episode 14: Reward = 240.00, Avg Reward (100) = 15721.47, Epsilon = 0.998, Avg Loss = 771.8525, Max Q-Value = 36.32, Steps = 2, Reward Breakdown -> Delta_x Reward: 800.00, Border Penalty: 150.00, Obstacle Penalty: 100.00
Episode 15: Reward = 82336.00, Avg Reward (100) = 14615.65, Epsilon = 0.998, Avg Loss = 732.1948, Max Q-Value = 38.08, Steps = 82, Reward Breakdown -> Delta_x Reward: 90242.82, Border Penalty: 914.71, Obstacle Penalty: 6172.13
Episode 16: Reward = -100.00, Avg Reward (100) = 19130.34, Epsilon = 0.998, Avg Loss = 695.6710, Max Q-Value = 64.41, Steps = 1, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 150.00, Obstacle Penalty: 50.00
Episode 17: Reward = 105197.80, Avg Reward (100) = 17928.45, Epsilon = 0.998, Avg Loss = 700.5349, Max Q-Value = 83.55, Steps = 148, Reward Breakdown -> Delta_x Reward: 120175.08, Border Penalty: 4950.00, Obstacle Penalty: 8547.26
Episode 18: Reward = 1771.32, Avg Reward (100) = 23061.94, Epsilon = 0.998, Avg Loss = 658.0793, Max Q-Value = 149.21, Steps = 6, Reward Breakdown -> Delta_x Reward: 2871.32, Border Penalty: 450.00, Obstacle Penalty: 300.00
Episode 19: Reward = -100.00, Avg Reward (100) = 21879.13, Epsilon = 0.998, Avg Loss = 616.3527, Max Q-Value = 149.85, Steps = 1, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 150.00, Obstacle Penalty: 50.00
Episode 20: Reward = -100.00, Avg Reward (100) = 20722.33, Epsilon = 0.998, Avg Loss = 625.7808, Max Q-Value = 150.61, Steps = 1, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 150.00, Obstacle Penalty: 50.00
Episode 21: Reward = 26230.02, Avg Reward (100) = 19681.21, Epsilon = 0.998, Avg Loss = 639.7453, Max Q-Value = 170.28, Steps = 64, Reward Breakdown -> Delta_x Reward: 36602.00, Border Penalty: 5250.62, Obstacle Penalty: 3693.27
Episode 22: Reward = 240.00, Avg Reward (100) = 19993.06, Epsilon = 0.998, Avg Loss = 805.4967, Max Q-Value = 205.46, Steps = 2, Reward Breakdown -> Delta_x Reward: 800.00, Border Penalty: 150.00, Obstacle Penalty: 100.00
Episode 23: Reward = -100.00, Avg Reward (100) = 19095.19, Epsilon = 0.997, Avg Loss = 825.3183, Max Q-Value = 206.53, Steps = 1, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 150.00, Obstacle Penalty: 50.00
Episode 24: Reward = 11600.25, Avg Reward (100) = 18260.62, Epsilon = 0.997, Avg Loss = 759.1613, Max Q-Value = 237.48, Steps = 32, Reward Breakdown -> Delta_x Reward: 16360.25, Border Penalty: 2550.00, Obstacle Penalty: 1600.00
Episode 25: Reward = 4884.95, Avg Reward (100) = 17983.11, Epsilon = 0.997, Avg Loss = 714.4014, Max Q-Value = 254.07, Steps = 14, Reward Breakdown -> Delta_x Reward: 7364.95, Border Penalty: 1350.00, Obstacle Penalty: 700.00
Episode 26: Reward = 2033.21, Avg Reward (100) = 17459.18, Epsilon = 0.997, Avg Loss = 676.9661, Max Q-Value = 262.94, Steps = 7, Reward Breakdown -> Delta_x Reward: 3043.21, Border Penalty: 300.00, Obstacle Penalty: 350.00
Episode 27: Reward = 12044.47, Avg Reward (100) = 16865.87, Epsilon = 0.997, Avg Loss = 683.5522, Max Q-Value = 299.40, Steps = 30, Reward Breakdown -> Delta_x Reward: 16234.47, Border Penalty: 2100.00, Obstacle Penalty: 1500.00
Episode 28: Reward = 1940.00, Avg Reward (100) = 16687.30, Epsilon = 0.997, Avg Loss = 685.1344, Max Q-Value = 310.48, Steps = 7, Reward Breakdown -> Delta_x Reward: 2800.00, Border Penalty: 150.00, Obstacle Penalty: 350.00
Episode 29: Reward = -100.00, Avg Reward (100) = 16160.61, Epsilon = 0.997, Avg Loss = 548.8925, Max Q-Value = 312.50, Steps = 1, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 150.00, Obstacle Penalty: 50.00
Episode 30: Reward = 84500.32, Avg Reward (100) = 15599.90, Epsilon = 0.997, Avg Loss = 619.7979, Max Q-Value = 320.79, Steps = 74, Reward Breakdown -> Delta_x Reward: 89319.73, Border Penalty: 300.00, Obstacle Penalty: 3779.41
Episode 31: Reward = -100.00, Avg Reward (100) = 17896.58, Epsilon = 0.997, Avg Loss = 550.5042, Max Q-Value = 428.13, Steps = 1, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 150.00, Obstacle Penalty: 50.00
Episode 32: Reward = 240.00, Avg Reward (100) = 17316.05, Epsilon = 0.996, Avg Loss = 773.4109, Max Q-Value = 431.34, Steps = 2, Reward Breakdown -> Delta_x Reward: 800.00, Border Penalty: 150.00, Obstacle Penalty: 100.00
Episode 33: Reward = 920.00, Avg Reward (100) = 16782.42, Epsilon = 0.996, Avg Loss = 763.0606, Max Q-Value = 437.62, Steps = 4, Reward Breakdown -> Delta_x Reward: 1600.00, Border Penalty: 150.00, Obstacle Penalty: 200.00
Episode 34: Reward = 240.00, Avg Reward (100) = 16301.74, Epsilon = 0.996, Avg Loss = 820.1062, Max Q-Value = 441.10, Steps = 2, Reward Breakdown -> Delta_x Reward: 800.00, Border Penalty: 150.00, Obstacle Penalty: 100.00
Episode 35: Reward = 1053.21, Avg Reward (100) = 15829.34, Epsilon = 0.996, Avg Loss = 836.1345, Max Q-Value = 447.53, Steps = 5, Reward Breakdown -> Delta_x Reward: 2243.21, Border Penalty: 600.00, Obstacle Penalty: 250.00
Episode 36: Reward = 97300.34, Avg Reward (100) = 15407.16, Epsilon = 0.996, Avg Loss = 734.4475, Max Q-Value = 459.37, Steps = 111, Reward Breakdown -> Delta_x Reward: 115024.24, Border Penalty: 9580.22, Obstacle Penalty: 6844.92
Episode 37: Reward = -100.00, Avg Reward (100) = 17681.97, Epsilon = 0.996, Avg Loss = 614.7359, Max Q-Value = 682.04, Steps = 1, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 150.00, Obstacle Penalty: 50.00
Episode 38: Reward = 6853.67, Avg Reward (100) = 17201.38, Epsilon = 0.996, Avg Loss = 638.7510, Max Q-Value = 721.00, Steps = 19, Reward Breakdown -> Delta_x Reward: 9483.67, Border Penalty: 1200.00, Obstacle Penalty: 950.00
Episode 39: Reward = 3288.52, Avg Reward (100) = 16929.07, Epsilon = 0.996, Avg Loss = 661.2444, Max Q-Value = 744.39, Steps = 11, Reward Breakdown -> Delta_x Reward: 5288.52, Border Penalty: 1050.00, Obstacle Penalty: 550.00
Episode 40: Reward = 24848.68, Avg Reward (100) = 16579.31, Epsilon = 0.996, Avg Loss = 621.4936, Max Q-Value = 881.35, Steps = 54, Reward Breakdown -> Delta_x Reward: 33145.71, Border Penalty: 3768.41, Obstacle Penalty: 3735.71
Episode 41: Reward = 22641.06, Avg Reward (100) = 16786.05, Epsilon = 0.995, Avg Loss = 531.8270, Max Q-Value = 893.24, Steps = 52, Reward Breakdown -> Delta_x Reward: 30342.83, Border Penalty: 3327.89, Obstacle Penalty: 2991.66
Episode 42: Reward = 79564.96, Avg Reward (100) = 16928.85, Epsilon = 0.995, Avg Loss = 754.2410, Max Q-Value = 949.51, Steps = 83, Reward Breakdown -> Delta_x Reward: 86244.96, Border Penalty: 1650.00, Obstacle Penalty: 4200.00
Episode 43: Reward = -100.00, Avg Reward (100) = 18420.19, Epsilon = 0.995, Avg Loss = 707.3424, Max Q-Value = 1218.05, Steps = 1, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 150.00, Obstacle Penalty: 50.00
Episode 44: Reward = -100.00, Avg Reward (100) = 17989.49, Epsilon = 0.995, Avg Loss = 672.5394, Max Q-Value = 1221.52, Steps = 1, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 150.00, Obstacle Penalty: 50.00
Episode 45: Reward = 19530.17, Avg Reward (100) = 17578.36, Epsilon = 0.995, Avg Loss = 635.5426, Max Q-Value = 1309.00, Steps = 48, Reward Breakdown -> Delta_x Reward: 27629.54, Border Penalty: 4371.15, Obstacle Penalty: 2806.93
Episode 46: Reward = 93212.42, Avg Reward (100) = 17621.74, Epsilon = 0.995, Avg Loss = 586.0234, Max Q-Value = 1389.91, Steps = 44, Reward Breakdown -> Delta_x Reward: 96535.60, Border Penalty: 0.00, Obstacle Penalty: 2883.17
Episode 47: Reward = 580.00, Avg Reward (100) = 19265.01, Epsilon = 0.995, Avg Loss = 532.1343, Max Q-Value = 1495.67, Steps = 3, Reward Breakdown -> Delta_x Reward: 1200.00, Border Penalty: 150.00, Obstacle Penalty: 150.00
Episode 48: Reward = 240.00, Avg Reward (100) = 18867.46, Epsilon = 0.995, Avg Loss = 574.2397, Max Q-Value = 1499.82, Steps = 2, Reward Breakdown -> Delta_x Reward: 800.00, Border Penalty: 150.00, Obstacle Penalty: 100.00
Episode 49: Reward = 22992.79, Avg Reward (100) = 18479.39, Epsilon = 0.994, Avg Loss = 575.7252, Max Q-Value = 1544.80, Steps = 53, Reward Breakdown -> Delta_x Reward: 29762.79, Border Penalty: 3300.00, Obstacle Penalty: 2650.00
Episode 50: Reward = 580.00, Avg Reward (100) = 18571.50, Epsilon = 0.994, Avg Loss = 518.7558, Max Q-Value = 1548.37, Steps = 3, Reward Breakdown -> Delta_x Reward: 1200.00, Border Penalty: 150.00, Obstacle Penalty: 150.00
Episode 51: Reward = 240.00, Avg Reward (100) = 18211.67, Epsilon = 0.994, Avg Loss = 530.1368, Max Q-Value = 1549.35, Steps = 2, Reward Breakdown -> Delta_x Reward: 800.00, Border Penalty: 150.00, Obstacle Penalty: 100.00
Episode 52: Reward = 580.00, Avg Reward (100) = 17859.28, Epsilon = 0.994, Avg Loss = 898.8122, Max Q-Value = 1551.99, Steps = 3, Reward Breakdown -> Delta_x Reward: 1200.00, Border Penalty: 150.00, Obstacle Penalty: 150.00
Episode 53: Reward = 72898.40, Avg Reward (100) = 17526.99, Epsilon = 0.994, Avg Loss = 818.7319, Max Q-Value = 1600.26, Steps = 52, Reward Breakdown -> Delta_x Reward: 79522.24, Border Penalty: 2071.30, Obstacle Penalty: 3025.78
Episode 54: Reward = 920.00, Avg Reward (100) = 18571.73, Epsilon = 0.994, Avg Loss = 765.4564, Max Q-Value = 1799.56, Steps = 4, Reward Breakdown -> Delta_x Reward: 1600.00, Border Penalty: 150.00, Obstacle Penalty: 200.00
Episode 55: Reward = 1621.32, Avg Reward (100) = 18244.85, Epsilon = 0.994, Avg Loss = 764.2730, Max Q-Value = 1819.72, Steps = 6, Reward Breakdown -> Delta_x Reward: 2871.32, Border Penalty: 600.00, Obstacle Penalty: 300.00
Episode 56: Reward = -100.00, Avg Reward (100) = 17942.60, Epsilon = 0.994, Avg Loss = 582.7528, Max Q-Value = 1831.63, Steps = 1, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 150.00, Obstacle Penalty: 50.00
Episode 57: Reward = 1431.32, Avg Reward (100) = 17620.41, Epsilon = 0.994, Avg Loss = 766.5533, Max Q-Value = 1849.20, Steps = 5, Reward Breakdown -> Delta_x Reward: 2471.32, Border Penalty: 450.00, Obstacle Penalty: 250.00
Episode 58: Reward = -100.00, Avg Reward (100) = 17336.39, Epsilon = 0.993, Avg Loss = 666.6401, Max Q-Value = 1859.33, Steps = 1, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 150.00, Obstacle Penalty: 50.00
Episode 59: Reward = 240.00, Avg Reward (100) = 17035.76, Epsilon = 0.993, Avg Loss = 741.8590, Max Q-Value = 1868.24, Steps = 2, Reward Breakdown -> Delta_x Reward: 800.00, Border Penalty: 150.00, Obstacle Penalty: 100.00
Episode 60: Reward = -100.00, Avg Reward (100) = 16751.09, Epsilon = 0.993, Avg Loss = 599.9493, Max Q-Value = 1873.41, Steps = 1, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 150.00, Obstacle Penalty: 50.00
Episode 61: Reward = 105091.66, Avg Reward (100) = 16470.24, Epsilon = 0.993, Avg Loss = 574.6689, Max Q-Value = 2018.94, Steps = 196, Reward Breakdown -> Delta_x Reward: 136377.32, Border Penalty: 16035.06, Obstacle Penalty: 13104.68
Episode 62: Reward = 2301.32, Avg Reward (100) = 17923.05, Epsilon = 0.993, Avg Loss = 833.9680, Max Q-Value = 2172.08, Steps = 8, Reward Breakdown -> Delta_x Reward: 3671.32, Border Penalty: 600.00, Obstacle Penalty: 400.00
Episode 63: Reward = 240.00, Avg Reward (100) = 17671.09, Epsilon = 0.993, Avg Loss = 800.6672, Max Q-Value = 2177.04, Steps = 2, Reward Breakdown -> Delta_x Reward: 800.00, Border Penalty: 150.00, Obstacle Penalty: 100.00
Episode 64: Reward = 240.00, Avg Reward (100) = 17394.40, Epsilon = 0.993, Avg Loss = 975.9229, Max Q-Value = 2183.72, Steps = 2, Reward Breakdown -> Delta_x Reward: 800.00, Border Penalty: 150.00, Obstacle Penalty: 100.00
Episode 65: Reward = 46640.14, Avg Reward (100) = 17126.36, Epsilon = 0.993, Avg Loss = 694.8212, Max Q-Value = 2221.04, Steps = 76, Reward Breakdown -> Delta_x Reward: 54385.14, Border Penalty: 1773.70, Obstacle Penalty: 4850.35
Episode 66: Reward = 2175.41, Avg Reward (100) = 17580.42, Epsilon = 0.993, Avg Loss = 522.5921, Max Q-Value = 2631.68, Steps = 7, Reward Breakdown -> Delta_x Reward: 3485.41, Border Penalty: 600.00, Obstacle Penalty: 350.00
Episode 67: Reward = -100.00, Avg Reward (100) = 17347.01, Epsilon = 0.992, Avg Loss = 676.6968, Max Q-Value = 2655.19, Steps = 1, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 150.00, Obstacle Penalty: 50.00
Episode 68: Reward = 240.00, Avg Reward (100) = 17086.61, Epsilon = 0.992, Avg Loss = 531.3423, Max Q-Value = 2667.79, Steps = 2, Reward Breakdown -> Delta_x Reward: 800.00, Border Penalty: 150.00, Obstacle Penalty: 100.00
Episode 69: Reward = 1013.21, Avg Reward (100) = 16838.87, Epsilon = 0.992, Avg Loss = 483.2075, Max Q-Value = 2682.87, Steps = 4, Reward Breakdown -> Delta_x Reward: 1843.21, Border Penalty: 300.00, Obstacle Penalty: 200.00
Episode 70: Reward = 86223.30, Avg Reward (100) = 16609.51, Epsilon = 0.992, Avg Loss = 531.2789, Max Q-Value = 2700.24, Steps = 83, Reward Breakdown -> Delta_x Reward: 93644.35, Border Penalty: 1026.58, Obstacle Penalty: 5564.48
Episode 71: Reward = 70791.78, Avg Reward (100) = 17603.99, Epsilon = 0.992, Avg Loss = 501.5733, Max Q-Value = 2889.37, Steps = 102, Reward Breakdown -> Delta_x Reward: 84281.66, Border Penalty: 4820.72, Obstacle Penalty: 6461.43
Episode 72: Reward = 580.00, Avg Reward (100) = 18353.11, Epsilon = 0.992, Avg Loss = 1007.2969, Max Q-Value = 2910.20, Steps = 3, Reward Breakdown -> Delta_x Reward: 1200.00, Border Penalty: 150.00, Obstacle Penalty: 150.00
Episode 73: Reward = 36579.12, Avg Reward (100) = 18106.27, Epsilon = 0.992, Avg Loss = 774.1103, Max Q-Value = 3366.43, Steps = 82, Reward Breakdown -> Delta_x Reward: 46589.12, Border Penalty: 4800.00, Obstacle Penalty: 4100.00
Episode 74: Reward = 13953.55, Avg Reward (100) = 18359.32, Epsilon = 0.992, Avg Loss = 546.3950, Max Q-Value = 3652.71, Steps = 30, Reward Breakdown -> Delta_x Reward: 17543.55, Border Penalty: 1500.00, Obstacle Penalty: 1500.00
Episode 75: Reward = 1260.00, Avg Reward (100) = 18299.78, Epsilon = 0.992, Avg Loss = 490.6177, Max Q-Value = 3653.53, Steps = 5, Reward Breakdown -> Delta_x Reward: 2000.00, Border Penalty: 150.00, Obstacle Penalty: 250.00
Episode 76: Reward = 40037.00, Avg Reward (100) = 18072.58, Epsilon = 0.991, Avg Loss = 516.2306, Max Q-Value = 3681.41, Steps = 88, Reward Breakdown -> Delta_x Reward: 52741.31, Border Penalty: 6107.45, Obstacle Penalty: 5531.45
Episode 77: Reward = -100.00, Avg Reward (100) = 18361.59, Epsilon = 0.991, Avg Loss = 414.4251, Max Q-Value = 3691.30, Steps = 1, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 150.00, Obstacle Penalty: 50.00
Episode 78: Reward = -100.00, Avg Reward (100) = 18121.83, Epsilon = 0.991, Avg Loss = 696.3904, Max Q-Value = 3692.94, Steps = 1, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 150.00, Obstacle Penalty: 50.00
Episode 79: Reward = 38212.31, Avg Reward (100) = 17888.22, Epsilon = 0.991, Avg Loss = 510.1478, Max Q-Value = 3694.29, Steps = 80, Reward Breakdown -> Delta_x Reward: 50491.87, Border Penalty: 6569.39, Obstacle Penalty: 4656.95
Episode 80: Reward = 2152.06, Avg Reward (100) = 18145.48, Epsilon = 0.991, Avg Loss = 514.0873, Max Q-Value = 3696.64, Steps = 8, Reward Breakdown -> Delta_x Reward: 3672.06, Border Penalty: 750.00, Obstacle Penalty: 400.00
Episode 81: Reward = 144784.53, Avg Reward (100) = 17945.56, Epsilon = 0.991, Avg Loss = 485.5430, Max Q-Value = 3699.22, Steps = 193, Reward Breakdown -> Delta_x Reward: 171448.57, Border Penalty: 11728.37, Obstacle Penalty: 13005.68
Episode 82: Reward = 78555.42, Avg Reward (100) = 19511.48, Epsilon = 0.991, Avg Loss = 843.3781, Max Q-Value = 3657.66, Steps = 62, Reward Breakdown -> Delta_x Reward: 82625.42, Border Penalty: 300.00, Obstacle Penalty: 3150.00
Episode 83: Reward = 1600.00, Avg Reward (100) = 20231.53, Epsilon = 0.991, Avg Loss = 580.7820, Max Q-Value = 4200.77, Steps = 6, Reward Breakdown -> Delta_x Reward: 2400.00, Border Penalty: 150.00, Obstacle Penalty: 300.00
Episode 84: Reward = -100.00, Avg Reward (100) = 20007.05, Epsilon = 0.991, Avg Loss = 619.1262, Max Q-Value = 4196.13, Steps = 1, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 150.00, Obstacle Penalty: 50.00
Episode 85: Reward = 94946.87, Avg Reward (100) = 19767.68, Epsilon = 0.990, Avg Loss = 556.8525, Max Q-Value = 4344.62, Steps = 79, Reward Breakdown -> Delta_x Reward: 101986.87, Border Penalty: 2250.00, Obstacle Penalty: 4000.00
Episode 86: Reward = 240.00, Avg Reward (100) = 20652.14, Epsilon = 0.990, Avg Loss = 540.5298, Max Q-Value = 4453.56, Steps = 2, Reward Breakdown -> Delta_x Reward: 800.00, Border Penalty: 150.00, Obstacle Penalty: 100.00
Episode 87: Reward = 4657.27, Avg Reward (100) = 20414.79, Epsilon = 0.990, Avg Loss = 517.6040, Max Q-Value = 4451.59, Steps = 13, Reward Breakdown -> Delta_x Reward: 6627.27, Border Penalty: 900.00, Obstacle Penalty: 650.00
Episode 88: Reward = 240.00, Avg Reward (100) = 20233.67, Epsilon = 0.990, Avg Loss = 694.0985, Max Q-Value = 4422.91, Steps = 2, Reward Breakdown -> Delta_x Reward: 800.00, Border Penalty: 150.00, Obstacle Penalty: 100.00
Episode 89: Reward = 240.00, Avg Reward (100) = 20006.47, Epsilon = 0.990, Avg Loss = 571.6770, Max Q-Value = 4417.37, Steps = 2, Reward Breakdown -> Delta_x Reward: 800.00, Border Penalty: 150.00, Obstacle Penalty: 100.00
Episode 90: Reward = 240.00, Avg Reward (100) = 19784.37, Epsilon = 0.990, Avg Loss = 640.8112, Max Q-Value = 4415.40, Steps = 2, Reward Breakdown -> Delta_x Reward: 800.00, Border Penalty: 150.00, Obstacle Penalty: 100.00
Episode 91: Reward = 580.00, Avg Reward (100) = 19567.21, Epsilon = 0.990, Avg Loss = 583.7718, Max Q-Value = 4414.48, Steps = 3, Reward Breakdown -> Delta_x Reward: 1200.00, Border Penalty: 150.00, Obstacle Penalty: 150.00
Episode 92: Reward = 2373.21, Avg Reward (100) = 19358.56, Epsilon = 0.990, Avg Loss = 992.4717, Max Q-Value = 4441.78, Steps = 8, Reward Breakdown -> Delta_x Reward: 3443.21, Border Penalty: 300.00, Obstacle Penalty: 400.00
Episode 93: Reward = 3600.56, Avg Reward (100) = 19173.94, Epsilon = 0.990, Avg Loss = 1013.4237, Max Q-Value = 4511.59, Steps = 10, Reward Breakdown -> Delta_x Reward: 5240.56, Border Penalty: 750.00, Obstacle Penalty: 500.00
Episode 94: Reward = 240.00, Avg Reward (100) = 19006.48, Epsilon = 0.989, Avg Loss = 1016.6290, Max Q-Value = 4559.08, Steps = 2, Reward Breakdown -> Delta_x Reward: 800.00, Border Penalty: 150.00, Obstacle Penalty: 100.00
Episode 95: Reward = 92670.91, Avg Reward (100) = 18806.84, Epsilon = 0.989, Avg Loss = 632.4634, Max Q-Value = 4691.91, Steps = 124, Reward Breakdown -> Delta_x Reward: 109355.89, Border Penalty: 5818.08, Obstacle Penalty: 8701.13
Episode 96: Reward = 48370.41, Avg Reward (100) = 19584.36, Epsilon = 0.989, Avg Loss = 553.1103, Max Q-Value = 5240.05, Steps = 88, Reward Breakdown -> Delta_x Reward: 61410.68, Border Penalty: 5850.00, Obstacle Penalty: 6020.26
Episode 97: Reward = 240.00, Avg Reward (100) = 19884.21, Epsilon = 0.989, Avg Loss = 625.8903, Max Q-Value = 5195.79, Steps = 2, Reward Breakdown -> Delta_x Reward: 800.00, Border Penalty: 150.00, Obstacle Penalty: 100.00
Episode 98: Reward = 68754.75, Avg Reward (100) = 19681.69, Epsilon = 0.989, Avg Loss = 539.1661, Max Q-Value = 5191.86, Steps = 68, Reward Breakdown -> Delta_x Reward: 77432.89, Border Penalty: 2999.34, Obstacle Penalty: 3959.72
