Episode 1: Reward = -400.00, Avg Reward (100) = 0.00, Epsilon = 0.500, Avg Loss = 0.0000, Max Q-Value = 3.77, Steps = 7, Reward Breakdown -> Delta_x Reward: 350.00, Border Penalty: 1.00, Obstacle Penalty: 0.00
Episode 2: Reward = -200.00, Avg Reward (100) = -400.00, Epsilon = 0.500, Avg Loss = 0.0000, Max Q-Value = 3.65, Steps = 3, Reward Breakdown -> Delta_x Reward: 150.00, Border Penalty: 1.00, Obstacle Penalty: 0.00
Episode 3: Reward = -344.11, Avg Reward (100) = -300.00, Epsilon = 0.500, Avg Loss = 0.0000, Max Q-Value = 3.70, Steps = 9, Reward Breakdown -> Delta_x Reward: 623.58, Border Penalty: 273.33, Obstacle Penalty: 0.00
Episode 4: Reward = -100.00, Avg Reward (100) = -314.70, Epsilon = 0.500, Avg Loss = 0.0000, Max Q-Value = 3.60, Steps = 1, Reward Breakdown -> Delta_x Reward: 50.00, Border Penalty: 1.00, Obstacle Penalty: 0.00
Episode 5: Reward = -100.00, Avg Reward (100) = -261.03, Epsilon = 0.500, Avg Loss = 0.0000, Max Q-Value = 3.60, Steps = 1, Reward Breakdown -> Delta_x Reward: 50.00, Border Penalty: 1.00, Obstacle Penalty: 0.00
Episode 6: Reward = -517.14, Avg Reward (100) = -228.82, Epsilon = 0.500, Avg Loss = 0.0000, Max Q-Value = 3.64, Steps = 16, Reward Breakdown -> Delta_x Reward: 1184.56, Border Penalty: 329.64, Obstacle Penalty: 0.00
Episode 7: Reward = -491.19, Avg Reward (100) = -276.88, Epsilon = 0.499, Avg Loss = 0.0000, Max Q-Value = 3.74, Steps = 11, Reward Breakdown -> Delta_x Reward: 660.81, Border Penalty: 171.26, Obstacle Penalty: 0.00
Episode 8: Reward = -417.74, Avg Reward (100) = -307.49, Epsilon = 0.499, Avg Loss = 0.0000, Max Q-Value = 3.73, Steps = 10, Reward Breakdown -> Delta_x Reward: 659.30, Border Penalty: 121.07, Obstacle Penalty: 0.00
Episode 9: Reward = -303.69, Avg Reward (100) = -321.27, Epsilon = 0.499, Avg Loss = 18.9776, Max Q-Value = 3.64, Steps = 9, Reward Breakdown -> Delta_x Reward: 705.16, Border Penalty: 120.17, Obstacle Penalty: 0.00
Episode 10: Reward = -351.57, Avg Reward (100) = -319.32, Epsilon = 0.499, Avg Loss = 41.1914, Max Q-Value = 3.57, Steps = 15, Reward Breakdown -> Delta_x Reward: 1205.54, Border Penalty: 309.16, Obstacle Penalty: 0.00
Episode 11: Reward = -303.69, Avg Reward (100) = -322.54, Epsilon = 0.499, Avg Loss = 39.6073, Max Q-Value = 3.48, Steps = 9, Reward Breakdown -> Delta_x Reward: 661.85, Border Penalty: 146.11, Obstacle Penalty: 0.00
