Episode 1: Reward = 6218.93, Avg Reward (100) = 0.00, Epsilon = 0.099, Avg Loss = 0.0000, Max Q-Value = 1.06, Steps = 24, Reward Breakdown -> Delta_x Reward: 8903.94, Border Penalty: 185.14, Obstacle Penalty: 0.00
Episode 2: Reward = 12008.55, Avg Reward (100) = 6218.93, Epsilon = 0.099, Avg Loss = 0.0000, Max Q-Value = 1.06, Steps = 29, Reward Breakdown -> Delta_x Reward: 15008.55, Border Penalty: 0.00, Obstacle Penalty: 100.00
Episode 3: Reward = 11763.22, Avg Reward (100) = 9113.74, Epsilon = 0.099, Avg Loss = 237.7942, Max Q-Value = 1.06, Steps = 29, Reward Breakdown -> Delta_x Reward: 14763.22, Border Penalty: 0.00, Obstacle Penalty: 100.00
Episode 4: Reward = 12230.45, Avg Reward (100) = 9996.90, Epsilon = 0.099, Avg Loss = 371.2440, Max Q-Value = 1.12, Steps = 28, Reward Breakdown -> Delta_x Reward: 15130.45, Border Penalty: 0.00, Obstacle Penalty: 100.00
Episode 5: Reward = 11561.76, Avg Reward (100) = 10555.29, Epsilon = 0.099, Avg Loss = 382.7299, Max Q-Value = 1.21, Steps = 29, Reward Breakdown -> Delta_x Reward: 14561.76, Border Penalty: 0.00, Obstacle Penalty: 100.00
Episode 6: Reward = 11835.33, Avg Reward (100) = 10756.58, Epsilon = 0.099, Avg Loss = 390.4141, Max Q-Value = 1.30, Steps = 28, Reward Breakdown -> Delta_x Reward: 14735.33, Border Penalty: 0.00, Obstacle Penalty: 100.00
Episode 7: Reward = 12105.07, Avg Reward (100) = 10936.37, Epsilon = 0.099, Avg Loss = 396.6401, Max Q-Value = 1.38, Steps = 28, Reward Breakdown -> Delta_x Reward: 15005.07, Border Penalty: 0.00, Obstacle Penalty: 100.00
Episode 8: Reward = 12021.68, Avg Reward (100) = 11103.33, Epsilon = 0.099, Avg Loss = 396.7930, Max Q-Value = 1.47, Steps = 28, Reward Breakdown -> Delta_x Reward: 14921.68, Border Penalty: 0.00, Obstacle Penalty: 100.00
Episode 9: Reward = 11835.33, Avg Reward (100) = 11218.12, Epsilon = 0.099, Avg Loss = 405.2372, Max Q-Value = 1.56, Steps = 28, Reward Breakdown -> Delta_x Reward: 14735.33, Border Penalty: 0.00, Obstacle Penalty: 100.00
Episode 10: Reward = 11440.21, Avg Reward (100) = 11286.70, Epsilon = 0.099, Avg Loss = 397.7238, Max Q-Value = 1.64, Steps = 28, Reward Breakdown -> Delta_x Reward: 14340.21, Border Penalty: 0.00, Obstacle Penalty: 100.00
Episode 11: Reward = 12049.67, Avg Reward (100) = 11302.05, Epsilon = 0.099, Avg Loss = 407.2921, Max Q-Value = 1.76, Steps = 30, Reward Breakdown -> Delta_x Reward: 15150.67, Border Penalty: 1.00, Obstacle Penalty: 100.00
