Episode 1: Reward = 5645.69, Avg Reward (100) = 0.00, Epsilon = 1.000, Avg Loss = 0.0000, Max Q-Value = 0.21, Steps = 29, Reward Breakdown -> Delta_x Reward: 7982.42, Border Penalty: 526.19, Obstacle Penalty: 1611.39
Episode 2: Reward = -100.00, Avg Reward (100) = 5645.69, Epsilon = 1.000, Avg Loss = 0.0000, Max Q-Value = 0.18, Steps = 1, Reward Breakdown -> Delta_x Reward: 200.00, Border Penalty: 50.00, Obstacle Penalty: 50.00
Episode 3: Reward = 2766.93, Avg Reward (100) = 2772.84, Epsilon = 0.999, Avg Loss = 0.0000, Max Q-Value = 0.18, Steps = 18, Reward Breakdown -> Delta_x Reward: 4333.93, Border Penalty: 450.00, Obstacle Penalty: 900.00
Episode 4: Reward = 6968.57, Avg Reward (100) = 2770.87, Epsilon = 0.999, Avg Loss = 29.3462, Max Q-Value = 0.18, Steps = 17, Reward Breakdown -> Delta_x Reward: 9603.23, Border Penalty: 362.70, Obstacle Penalty: 982.42
Episode 5: Reward = -100.00, Avg Reward (100) = 3820.30, Epsilon = 0.999, Avg Loss = 246.4970, Max Q-Value = 0.19, Steps = 1, Reward Breakdown -> Delta_x Reward: 200.00, Border Penalty: 50.00, Obstacle Penalty: 50.00
Episode 6: Reward = 502.68, Avg Reward (100) = 3036.24, Epsilon = 0.999, Avg Loss = 236.4024, Max Q-Value = 0.19, Steps = 5, Reward Breakdown -> Delta_x Reward: 1106.68, Border Penalty: 150.00, Obstacle Penalty: 250.00
Episode 7: Reward = 3619.02, Avg Reward (100) = 2613.98, Epsilon = 0.999, Avg Loss = 242.7140, Max Q-Value = 0.30, Steps = 19, Reward Breakdown -> Delta_x Reward: 5449.88, Border Penalty: 432.77, Obstacle Penalty: 1200.00
Episode 8: Reward = 49.00, Avg Reward (100) = 2757.56, Epsilon = 0.999, Avg Loss = 221.2921, Max Q-Value = 0.29, Steps = 2, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 50.00, Obstacle Penalty: 100.00
Episode 9: Reward = 502.68, Avg Reward (100) = 2418.99, Epsilon = 0.998, Avg Loss = 221.9300, Max Q-Value = 0.32, Steps = 5, Reward Breakdown -> Delta_x Reward: 1106.68, Border Penalty: 150.00, Obstacle Penalty: 250.00
Episode 10: Reward = 11177.33, Avg Reward (100) = 2206.07, Epsilon = 0.998, Avg Loss = 254.7692, Max Q-Value = 0.48, Steps = 29, Reward Breakdown -> Delta_x Reward: 13826.05, Border Penalty: 844.84, Obstacle Penalty: 1691.48
Episode 11: Reward = 2946.72, Avg Reward (100) = 3103.19, Epsilon = 0.998, Avg Loss = 257.4834, Max Q-Value = 0.74, Steps = 17, Reward Breakdown -> Delta_x Reward: 4362.72, Border Penalty: 350.00, Obstacle Penalty: 850.00
