Training Log
20241121_195631
-----------
Configuration: c:\Users\rasmu\OneDrive\Skrivebord\Dev\NN cartrack\config.py

Training Metrics
---------------
Configuration Items
--------------------
torch: <module 'torch' from 'C:\\Users\\rasmu\\OneDrive\\Skrivebord\\Dev\\NN cartrack\\.venv\\lib\\site-packages\\torch\\__init__.py'>
np: <module 'numpy' from 'C:\\Users\\rasmu\\OneDrive\\Skrivebord\\Dev\\NN cartrack\\.venv\\lib\\site-packages\\numpy\\__init__.py'>
DEVICE: cuda
TRACK_LENGTH: 300
TRACK_WIDTH: 50
MAX_TIMESTEPS: 1100
BORDER_THRESHOLD: 10.0
OBSTACLE_THRESHOLD: 1.0
OBSTACLES: [{'center': array([150.,  25.], dtype=float32), 'size': array([50., 30.], dtype=float32)}, {'center': array([225.,  45.], dtype=float32), 'size': array([30., 20.], dtype=float32)}, {'center': array([225.,   5.], dtype=float32), 'size': array([30., 20.], dtype=float32)}]
LEARNING_RATE: 0.0001
BATCH_SIZE: 64
GAMMA: 0.99
EPS_START: 1.0
EPS_END: 0.1
EPS_DECAY: 1000
TARGET_UPDATE: 10
MEMORY_CAPACITY: 100000
NUM_EPISODES: 1500
MAX_SPEED: 4.0
ACCELERATION: 0.9
STEERING: 0.8
HIDDEN_LAYERS: [256, 128, 256, 128, 128, 128]
REWARD_GOAL: 10000
PENALTY_OFF_TRACK: 100
PENALTY_OBSTACLE: 100
PENALTY_BORDER: 10
PENALTY_BACKWARDS: 50
PENALTY_TIME_LIMIT: 10
DELTA_X_REWARD_FACTOR: 200.0
TIME_PENALTY: 1
STATE_SIZE: 12
ACTION_SIZE: 4
PROCENTAGE_TO_DRAW: 0.9
DRAW_BEST_TRAJECTORIES: 1351

Training Progress
-----------------
Episode 1: Reward = -100.00, Avg Reward (100) = 0.00, Epsilon = 0.999, Avg Loss = 0.0000, Max Q-Value = 0.00, Steps = 1, Reward Breakdown -> Delta_x Reward: 200.00, Border Penalty: 50.00, Obstacle Penalty: 50.00
Episode 2: Reward = 11221.78, Avg Reward (100) = -100.00, Epsilon = 0.998, Avg Loss = 0.0000, Max Q-Value = 0.00, Steps = 48, Reward Breakdown -> Delta_x Reward: 16087.51, Border Penalty: 1000.00, Obstacle Penalty: 3618.73
Episode 3: Reward = -100.00, Avg Reward (100) = 5560.89, Epsilon = 0.997, Avg Loss = 0.0000, Max Q-Value = 0.00, Steps = 1, Reward Breakdown -> Delta_x Reward: 200.00, Border Penalty: 50.00, Obstacle Penalty: 50.00
Episode 4: Reward = -100.00, Avg Reward (100) = 3673.93, Epsilon = 0.996, Avg Loss = 0.0000, Max Q-Value = 0.00, Steps = 1, Reward Breakdown -> Delta_x Reward: 200.00, Border Penalty: 50.00, Obstacle Penalty: 50.00
Episode 5: Reward = 16033.27, Avg Reward (100) = 2730.44, Epsilon = 0.995, Avg Loss = 193.3509, Max Q-Value = 1.50, Steps = 41, Reward Breakdown -> Delta_x Reward: 20832.10, Border Penalty: 623.33, Obstacle Penalty: 3423.97
Episode 6: Reward = 49.00, Avg Reward (100) = 5391.01, Epsilon = 0.995, Avg Loss = 297.1301, Max Q-Value = 2.88, Steps = 2, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 50.00, Obstacle Penalty: 100.00
Episode 7: Reward = 9906.62, Avg Reward (100) = 4500.67, Epsilon = 0.994, Avg Loss = 295.8811, Max Q-Value = 16.14, Steps = 32, Reward Breakdown -> Delta_x Reward: 12442.22, Border Penalty: 662.33, Obstacle Penalty: 1750.00
Episode 8: Reward = 49.00, Avg Reward (100) = 5272.95, Epsilon = 0.993, Avg Loss = 279.9911, Max Q-Value = 21.78, Steps = 2, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 50.00, Obstacle Penalty: 100.00
Episode 9: Reward = -100.00, Avg Reward (100) = 4619.96, Epsilon = 0.992, Avg Loss = 306.0615, Max Q-Value = 22.93, Steps = 1, Reward Breakdown -> Delta_x Reward: 200.00, Border Penalty: 50.00, Obstacle Penalty: 50.00
Episode 10: Reward = 4627.44, Avg Reward (100) = 4095.52, Epsilon = 0.991, Avg Loss = 264.3714, Max Q-Value = 59.76, Steps = 22, Reward Breakdown -> Delta_x Reward: 6924.65, Border Penalty: 745.63, Obstacle Penalty: 1261.81
Episode 11: Reward = 9238.34, Avg Reward (100) = 4148.71, Epsilon = 0.990, Avg Loss = 197.6943, Max Q-Value = 312.68, Steps = 42, Reward Breakdown -> Delta_x Reward: 13087.92, Border Penalty: 1050.00, Obstacle Penalty: 2558.58
Episode 12: Reward = -100.00, Avg Reward (100) = 4611.40, Epsilon = 0.989, Avg Loss = 338.5378, Max Q-Value = 318.76, Steps = 1, Reward Breakdown -> Delta_x Reward: 200.00, Border Penalty: 50.00, Obstacle Penalty: 50.00
Episode 13: Reward = -100.00, Avg Reward (100) = 4218.79, Epsilon = 0.988, Avg Loss = 316.8723, Max Q-Value = 324.40, Steps = 1, Reward Breakdown -> Delta_x Reward: 200.00, Border Penalty: 50.00, Obstacle Penalty: 50.00
Episode 14: Reward = 5472.24, Avg Reward (100) = 3886.57, Epsilon = 0.987, Avg Loss = 298.7882, Max Q-Value = 429.43, Steps = 15, Reward Breakdown -> Delta_x Reward: 6990.31, Border Penalty: 332.17, Obstacle Penalty: 850.00
Episode 15: Reward = 11987.50, Avg Reward (100) = 3999.83, Epsilon = 0.986, Avg Loss = 200.5232, Max Q-Value = 691.22, Steps = 29, Reward Breakdown -> Delta_x Reward: 14691.80, Border Penalty: 700.36, Obstacle Penalty: 1745.81
Episode 16: Reward = -100.00, Avg Reward (100) = 4532.35, Epsilon = 0.986, Avg Loss = 194.9502, Max Q-Value = 786.11, Steps = 1, Reward Breakdown -> Delta_x Reward: 200.00, Border Penalty: 50.00, Obstacle Penalty: 50.00
Episode 17: Reward = 25811.22, Avg Reward (100) = 4242.82, Epsilon = 0.985, Avg Loss = 198.7331, Max Q-Value = 776.77, Steps = 53, Reward Breakdown -> Delta_x Reward: 29762.50, Border Penalty: 421.13, Obstacle Penalty: 3228.97
Episode 18: Reward = 1726.70, Avg Reward (100) = 5511.55, Epsilon = 0.984, Avg Loss = 216.8673, Max Q-Value = 794.56, Steps = 12, Reward Breakdown -> Delta_x Reward: 2937.70, Border Penalty: 400.00, Obstacle Penalty: 600.00
Episode 19: Reward = 1457.12, Avg Reward (100) = 5301.28, Epsilon = 0.983, Avg Loss = 206.2256, Max Q-Value = 793.08, Steps = 13, Reward Breakdown -> Delta_x Reward: 2992.15, Border Penalty: 640.22, Obstacle Penalty: 785.36
Episode 20: Reward = -100.00, Avg Reward (100) = 5098.96, Epsilon = 0.982, Avg Loss = 194.4284, Max Q-Value = 728.00, Steps = 1, Reward Breakdown -> Delta_x Reward: 200.00, Border Penalty: 50.00, Obstacle Penalty: 50.00
Episode 21: Reward = 49.00, Avg Reward (100) = 4839.01, Epsilon = 0.981, Avg Loss = 169.0380, Max Q-Value = 723.03, Steps = 2, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 50.00, Obstacle Penalty: 100.00
Episode 22: Reward = 198.00, Avg Reward (100) = 4610.92, Epsilon = 0.980, Avg Loss = 498.1726, Max Q-Value = 716.60, Steps = 3, Reward Breakdown -> Delta_x Reward: 600.00, Border Penalty: 50.00, Obstacle Penalty: 150.00
Episode 23: Reward = 1147.68, Avg Reward (100) = 4410.33, Epsilon = 0.979, Avg Loss = 428.0542, Max Q-Value = 835.25, Steps = 10, Reward Breakdown -> Delta_x Reward: 2106.68, Border Penalty: 250.00, Obstacle Penalty: 500.00
Episode 24: Reward = 2840.77, Avg Reward (100) = 4268.47, Epsilon = 0.978, Avg Loss = 274.6810, Max Q-Value = 1264.97, Steps = 16, Reward Breakdown -> Delta_x Reward: 4532.33, Border Penalty: 486.59, Obstacle Penalty: 995.89
Episode 25: Reward = 12073.83, Avg Reward (100) = 4208.99, Epsilon = 0.977, Avg Loss = 229.3256, Max Q-Value = 1323.24, Steps = 28, Reward Breakdown -> Delta_x Reward: 14314.06, Border Penalty: 327.87, Obstacle Penalty: 1597.76
Episode 26: Reward = 347.00, Avg Reward (100) = 4523.58, Epsilon = 0.977, Avg Loss = 215.1313, Max Q-Value = 1119.60, Steps = 4, Reward Breakdown -> Delta_x Reward: 800.00, Border Penalty: 50.00, Obstacle Penalty: 200.00
Episode 27: Reward = 22381.06, Avg Reward (100) = 4362.94, Epsilon = 0.976, Avg Loss = 220.1792, Max Q-Value = 1133.80, Steps = 49, Reward Breakdown -> Delta_x Reward: 26028.92, Border Penalty: 698.92, Obstacle Penalty: 2611.00
Episode 28: Reward = 1612.89, Avg Reward (100) = 5030.28, Epsilon = 0.975, Avg Loss = 211.4792, Max Q-Value = 1131.87, Steps = 11, Reward Breakdown -> Delta_x Reward: 2672.89, Border Penalty: 300.00, Obstacle Penalty: 550.00
Episode 29: Reward = 49.00, Avg Reward (100) = 4908.23, Epsilon = 0.974, Avg Loss = 199.4211, Max Q-Value = 1111.18, Steps = 2, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 50.00, Obstacle Penalty: 100.00
Episode 30: Reward = 49.00, Avg Reward (100) = 4740.67, Epsilon = 0.973, Avg Loss = 209.1569, Max Q-Value = 1115.35, Steps = 2, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 50.00, Obstacle Penalty: 100.00
Episode 31: Reward = -100.00, Avg Reward (100) = 4584.28, Epsilon = 0.972, Avg Loss = 317.7510, Max Q-Value = 1112.99, Steps = 1, Reward Breakdown -> Delta_x Reward: 200.00, Border Penalty: 50.00, Obstacle Penalty: 50.00
Episode 32: Reward = -100.00, Avg Reward (100) = 4433.18, Epsilon = 0.971, Avg Loss = 511.3821, Max Q-Value = 1111.59, Steps = 1, Reward Breakdown -> Delta_x Reward: 200.00, Border Penalty: 50.00, Obstacle Penalty: 50.00
Episode 33: Reward = 15205.77, Avg Reward (100) = 4291.51, Epsilon = 0.970, Avg Loss = 322.0222, Max Q-Value = 1572.96, Steps = 37, Reward Breakdown -> Delta_x Reward: 18469.54, Border Penalty: 654.03, Obstacle Penalty: 2164.93
Episode 34: Reward = 2503.12, Avg Reward (100) = 4622.25, Epsilon = 0.969, Avg Loss = 252.7581, Max Q-Value = 1599.53, Steps = 18, Reward Breakdown -> Delta_x Reward: 4302.23, Border Penalty: 551.88, Obstacle Penalty: 1059.67
Episode 35: Reward = 496.00, Avg Reward (100) = 4559.92, Epsilon = 0.968, Avg Loss = 259.2963, Max Q-Value = 1534.33, Steps = 5, Reward Breakdown -> Delta_x Reward: 1000.00, Border Penalty: 50.00, Obstacle Penalty: 250.00
Episode 36: Reward = 49.00, Avg Reward (100) = 4443.81, Epsilon = 0.968, Avg Loss = 292.2716, Max Q-Value = 1475.31, Steps = 2, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 50.00, Obstacle Penalty: 100.00
Episode 37: Reward = 198.00, Avg Reward (100) = 4321.73, Epsilon = 0.967, Avg Loss = 275.9899, Max Q-Value = 1483.76, Steps = 3, Reward Breakdown -> Delta_x Reward: 600.00, Border Penalty: 50.00, Obstacle Penalty: 150.00
Episode 38: Reward = 650.68, Avg Reward (100) = 4210.28, Epsilon = 0.966, Avg Loss = 304.2397, Max Q-Value = 1558.87, Steps = 7, Reward Breakdown -> Delta_x Reward: 1506.68, Border Penalty: 300.00, Obstacle Penalty: 350.00
Episode 39: Reward = -100.00, Avg Reward (100) = 4116.61, Epsilon = 0.965, Avg Loss = 213.9460, Max Q-Value = 1559.03, Steps = 1, Reward Breakdown -> Delta_x Reward: 200.00, Border Penalty: 50.00, Obstacle Penalty: 50.00
Episode 40: Reward = 403.68, Avg Reward (100) = 4008.49, Epsilon = 0.964, Avg Loss = 254.9836, Max Q-Value = 1555.35, Steps = 4, Reward Breakdown -> Delta_x Reward: 906.68, Border Penalty: 100.00, Obstacle Penalty: 200.00
Episode 41: Reward = 15572.57, Avg Reward (100) = 3918.37, Epsilon = 0.963, Avg Loss = 261.4677, Max Q-Value = 1601.99, Steps = 35, Reward Breakdown -> Delta_x Reward: 18099.71, Border Penalty: 401.33, Obstacle Penalty: 1866.24
Episode 42: Reward = 11918.38, Avg Reward (100) = 4202.62, Epsilon = 0.962, Avg Loss = 344.5800, Max Q-Value = 2196.82, Steps = 45, Reward Breakdown -> Delta_x Reward: 15965.72, Border Penalty: 1498.19, Obstacle Penalty: 2412.64
Episode 43: Reward = -100.00, Avg Reward (100) = 4386.33, Epsilon = 0.961, Avg Loss = 187.2161, Max Q-Value = 1932.12, Steps = 1, Reward Breakdown -> Delta_x Reward: 200.00, Border Penalty: 50.00, Obstacle Penalty: 50.00
Episode 44: Reward = -100.00, Avg Reward (100) = 4281.99, Epsilon = 0.960, Avg Loss = 233.8210, Max Q-Value = 1928.17, Steps = 1, Reward Breakdown -> Delta_x Reward: 200.00, Border Penalty: 50.00, Obstacle Penalty: 50.00
Episode 45: Reward = 49.00, Avg Reward (100) = 4182.40, Epsilon = 0.959, Avg Loss = 316.7769, Max Q-Value = 1917.60, Steps = 2, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 50.00, Obstacle Penalty: 100.00
Episode 46: Reward = -100.00, Avg Reward (100) = 4090.55, Epsilon = 0.959, Avg Loss = 247.4623, Max Q-Value = 1893.14, Steps = 1, Reward Breakdown -> Delta_x Reward: 200.00, Border Penalty: 50.00, Obstacle Penalty: 50.00
Episode 47: Reward = 25324.85, Avg Reward (100) = 3999.45, Epsilon = 0.958, Avg Loss = 274.5837, Max Q-Value = 2040.70, Steps = 35, Reward Breakdown -> Delta_x Reward: 27937.71, Border Penalty: 342.62, Obstacle Penalty: 1900.00
Episode 48: Reward = -100.00, Avg Reward (100) = 4453.18, Epsilon = 0.957, Avg Loss = 215.9277, Max Q-Value = 1868.77, Steps = 1, Reward Breakdown -> Delta_x Reward: 200.00, Border Penalty: 50.00, Obstacle Penalty: 50.00
Episode 49: Reward = 3581.83, Avg Reward (100) = 4358.32, Epsilon = 0.956, Avg Loss = 292.2037, Max Q-Value = 2053.69, Steps = 22, Reward Breakdown -> Delta_x Reward: 6888.65, Border Penalty: 841.15, Obstacle Penalty: 1536.29
Episode 50: Reward = 6311.80, Avg Reward (100) = 4342.48, Epsilon = 0.955, Avg Loss = 274.4254, Max Q-Value = 1913.27, Steps = 21, Reward Breakdown -> Delta_x Reward: 9670.13, Border Penalty: 691.01, Obstacle Penalty: 1327.16
Episode 51: Reward = 5949.69, Avg Reward (100) = 4381.86, Epsilon = 0.954, Avg Loss = 292.1541, Max Q-Value = 2120.00, Steps = 29, Reward Breakdown -> Delta_x Reward: 8627.32, Border Penalty: 678.58, Obstacle Penalty: 1896.32
Episode 52: Reward = -100.00, Avg Reward (100) = 4412.60, Epsilon = 0.953, Avg Loss = 615.8600, Max Q-Value = 1896.50, Steps = 1, Reward Breakdown -> Delta_x Reward: 200.00, Border Penalty: 50.00, Obstacle Penalty: 50.00
