Episode 1: Reward = -100.00, Avg Reward (100) = 0.00, Epsilon = 2500.000, Avg Loss = 0.0000, Max Q-Value = 2.94, Steps = 1, Reward Breakdown -> Delta_x Reward: 50.00, Border Penalty: 1.00, Obstacle Penalty: 0.00
Episode 2: Reward = -294.09, Avg Reward (100) = -100.00, Epsilon = 2500.000, Avg Loss = 0.0000, Max Q-Value = 2.94, Steps = 6, Reward Breakdown -> Delta_x Reward: 358.91, Border Penalty: 4.00, Obstacle Penalty: 0.00
Episode 3: Reward = -100.00, Avg Reward (100) = -197.04, Epsilon = 2500.000, Avg Loss = 0.0000, Max Q-Value = 2.94, Steps = 1, Reward Breakdown -> Delta_x Reward: 50.00, Border Penalty: 1.00, Obstacle Penalty: 0.00
Episode 4: Reward = -100.00, Avg Reward (100) = -164.70, Epsilon = 2500.000, Avg Loss = 0.0000, Max Q-Value = 2.94, Steps = 1, Reward Breakdown -> Delta_x Reward: 50.00, Border Penalty: 1.00, Obstacle Penalty: 0.00
Episode 5: Reward = 254.32, Avg Reward (100) = -148.52, Epsilon = 2500.000, Avg Loss = 0.0000, Max Q-Value = 2.94, Steps = 13, Reward Breakdown -> Delta_x Reward: 1746.58, Border Penalty: 86.66, Obstacle Penalty: 0.00
Episode 6: Reward = -100.00, Avg Reward (100) = -67.95, Epsilon = 2500.000, Avg Loss = 0.0000, Max Q-Value = 2.94, Steps = 1, Reward Breakdown -> Delta_x Reward: 50.00, Border Penalty: 1.00, Obstacle Penalty: 0.00
Episode 7: Reward = -200.00, Avg Reward (100) = -73.29, Epsilon = 2499.999, Avg Loss = 0.0000, Max Q-Value = 2.94, Steps = 3, Reward Breakdown -> Delta_x Reward: 150.00, Border Penalty: 1.00, Obstacle Penalty: 0.00
Episode 8: Reward = -150.00, Avg Reward (100) = -91.39, Epsilon = 2499.999, Avg Loss = 0.0000, Max Q-Value = 2.94, Steps = 2, Reward Breakdown -> Delta_x Reward: 100.00, Border Penalty: 1.00, Obstacle Penalty: 0.00
Episode 9: Reward = -394.09, Avg Reward (100) = -98.72, Epsilon = 2499.999, Avg Loss = 0.0000, Max Q-Value = 2.94, Steps = 8, Reward Breakdown -> Delta_x Reward: 458.91, Border Penalty: 4.00, Obstacle Penalty: 0.00
Episode 10: Reward = -100.00, Avg Reward (100) = -131.54, Epsilon = 2499.999, Avg Loss = 0.0000, Max Q-Value = 2.94, Steps = 1, Reward Breakdown -> Delta_x Reward: 50.00, Border Penalty: 1.00, Obstacle Penalty: 0.00
Episode 11: Reward = -272.76, Avg Reward (100) = -128.38, Epsilon = 2499.999, Avg Loss = 13.9904, Max Q-Value = 2.94, Steps = 36, Reward Breakdown -> Delta_x Reward: 3489.83, Border Penalty: 23.09, Obstacle Penalty: 0.00
Episode 12: Reward = -653.35, Avg Reward (100) = -141.51, Epsilon = 2499.999, Avg Loss = 46.5944, Max Q-Value = 2.98, Steps = 25, Reward Breakdown -> Delta_x Reward: 1897.06, Border Penalty: 134.96, Obstacle Penalty: 0.00
Episode 13: Reward = -418.32, Avg Reward (100) = -184.16, Epsilon = 2499.999, Avg Loss = 44.3831, Max Q-Value = 3.07, Steps = 9, Reward Breakdown -> Delta_x Reward: 535.68, Border Penalty: 5.00, Obstacle Penalty: 0.00
Episode 14: Reward = 9.59, Avg Reward (100) = -202.18, Epsilon = 2499.999, Avg Loss = 42.0749, Max Q-Value = 3.08, Steps = 43, Reward Breakdown -> Delta_x Reward: 4372.20, Border Penalty: 37.85, Obstacle Penalty: 0.00
Episode 15: Reward = -729.96, Avg Reward (100) = -187.05, Epsilon = 2499.999, Avg Loss = 41.3986, Max Q-Value = 3.16, Steps = 19, Reward Breakdown -> Delta_x Reward: 1229.04, Border Penalty: 292.03, Obstacle Penalty: 0.00
Episode 16: Reward = -228.84, Avg Reward (100) = -223.24, Epsilon = 2499.999, Avg Loss = 41.7250, Max Q-Value = 3.21, Steps = 11, Reward Breakdown -> Delta_x Reward: 923.16, Border Penalty: 171.57, Obstacle Penalty: 0.00
Episode 17: Reward = -150.00, Avg Reward (100) = -223.59, Epsilon = 2499.999, Avg Loss = 37.2517, Max Q-Value = 3.22, Steps = 2, Reward Breakdown -> Delta_x Reward: 100.00, Border Penalty: 1.00, Obstacle Penalty: 0.00
Episode 18: Reward = -322.60, Avg Reward (100) = -219.26, Epsilon = 2499.999, Avg Loss = 41.0260, Max Q-Value = 3.23, Steps = 6, Reward Breakdown -> Delta_x Reward: 330.40, Border Penalty: 4.00, Obstacle Penalty: 0.00
Episode 19: Reward = -100.00, Avg Reward (100) = -225.00, Epsilon = 2499.998, Avg Loss = 39.6676, Max Q-Value = 3.23, Steps = 1, Reward Breakdown -> Delta_x Reward: 50.00, Border Penalty: 1.00, Obstacle Penalty: 0.00
Episode 20: Reward = -100.00, Avg Reward (100) = -218.43, Epsilon = 2499.998, Avg Loss = 43.7051, Max Q-Value = 3.23, Steps = 1, Reward Breakdown -> Delta_x Reward: 50.00, Border Penalty: 1.00, Obstacle Penalty: 0.00
Episode 21: Reward = -220.60, Avg Reward (100) = -212.50, Epsilon = 2499.998, Avg Loss = 42.4555, Max Q-Value = 3.23, Steps = 4, Reward Breakdown -> Delta_x Reward: 230.40, Border Penalty: 2.00, Obstacle Penalty: 0.00
Episode 22: Reward = 251.96, Avg Reward (100) = -212.89, Epsilon = 2499.998, Avg Loss = 41.7675, Max Q-Value = 3.23, Steps = 12, Reward Breakdown -> Delta_x Reward: 1783.43, Border Penalty: 99.34, Obstacle Penalty: 0.00
Episode 23: Reward = -100.00, Avg Reward (100) = -191.76, Epsilon = 2499.998, Avg Loss = 41.9091, Max Q-Value = 3.22, Steps = 1, Reward Breakdown -> Delta_x Reward: 50.00, Border Penalty: 1.00, Obstacle Penalty: 0.00
Episode 24: Reward = -569.36, Avg Reward (100) = -187.77, Epsilon = 2499.998, Avg Loss = 43.3702, Max Q-Value = 3.22, Steps = 15, Reward Breakdown -> Delta_x Reward: 986.64, Border Penalty: 7.00, Obstacle Penalty: 0.00
Episode 25: Reward = -701.14, Avg Reward (100) = -203.67, Epsilon = 2499.998, Avg Loss = 42.5322, Max Q-Value = 3.22, Steps = 20, Reward Breakdown -> Delta_x Reward: 1374.83, Border Penalty: 137.48, Obstacle Penalty: 0.00
Episode 26: Reward = -696.91, Avg Reward (100) = -223.57, Epsilon = 2499.998, Avg Loss = 41.6377, Max Q-Value = 3.22, Steps = 15, Reward Breakdown -> Delta_x Reward: 862.09, Border Penalty: 10.00, Obstacle Penalty: 0.00
Episode 27: Reward = -243.09, Avg Reward (100) = -241.77, Epsilon = 2499.998, Avg Loss = 41.6846, Max Q-Value = 3.22, Steps = 5, Reward Breakdown -> Delta_x Reward: 308.91, Border Penalty: 3.00, Obstacle Penalty: 0.00
Episode 28: Reward = -603.61, Avg Reward (100) = -241.82, Epsilon = 2499.998, Avg Loss = 42.3860, Max Q-Value = 3.23, Steps = 31, Reward Breakdown -> Delta_x Reward: 2563.39, Border Penalty: 18.00, Obstacle Penalty: 0.00
Episode 29: Reward = -100.00, Avg Reward (100) = -254.74, Epsilon = 2499.998, Avg Loss = 45.0512, Max Q-Value = 3.23, Steps = 1, Reward Breakdown -> Delta_x Reward: 50.00, Border Penalty: 1.00, Obstacle Penalty: 0.00
Episode 30: Reward = -519.98, Avg Reward (100) = -249.41, Epsilon = 2499.998, Avg Loss = 42.5039, Max Q-Value = 3.23, Steps = 16, Reward Breakdown -> Delta_x Reward: 1138.02, Border Penalty: 9.00, Obstacle Penalty: 0.00
Episode 31: Reward = -629.60, Avg Reward (100) = -258.43, Epsilon = 2499.998, Avg Loss = 44.4749, Max Q-Value = 3.22, Steps = 12, Reward Breakdown -> Delta_x Reward: 630.40, Border Penalty: 11.00, Obstacle Penalty: 0.00
Episode 32: Reward = -150.00, Avg Reward (100) = -270.40, Epsilon = 2499.997, Avg Loss = 44.3850, Max Q-Value = 3.21, Steps = 2, Reward Breakdown -> Delta_x Reward: 100.00, Border Penalty: 1.00, Obstacle Penalty: 0.00
Episode 33: Reward = -494.38, Avg Reward (100) = -266.64, Epsilon = 2499.997, Avg Loss = 43.7328, Max Q-Value = 3.21, Steps = 19, Reward Breakdown -> Delta_x Reward: 1456.62, Border Penalty: 94.13, Obstacle Penalty: 0.00
Episode 34: Reward = -200.00, Avg Reward (100) = -273.54, Epsilon = 2499.997, Avg Loss = 40.2367, Max Q-Value = 3.19, Steps = 3, Reward Breakdown -> Delta_x Reward: 150.00, Border Penalty: 1.00, Obstacle Penalty: 0.00
Episode 35: Reward = 8505.09, Avg Reward (100) = -271.38, Epsilon = 2499.997, Avg Loss = 48.4375, Max Q-Value = 3.19, Steps = 47, Reward Breakdown -> Delta_x Reward: 13310.09, Border Penalty: 5.00, Obstacle Penalty: 100.00
