Episode 1: Reward = 7704.77, Avg Reward (100) = 0.00, Epsilon = 0.500, Avg Loss = 0.0000, Max Q-Value = 1.73, Steps = 27, Reward Breakdown -> Delta_x Reward: 12012.62, Border Penalty: 2239.81, Obstacle Penalty: 1619.08
Episode 2: Reward = -100.00, Avg Reward (100) = 7704.77, Epsilon = 0.500, Avg Loss = 0.0000, Max Q-Value = 1.73, Steps = 1, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 150.00, Obstacle Penalty: 50.00
Episode 3: Reward = 5788.98, Avg Reward (100) = 3802.38, Epsilon = 0.500, Avg Loss = 0.0000, Max Q-Value = 1.73, Steps = 24, Reward Breakdown -> Delta_x Reward: 10384.16, Border Penalty: 2488.78, Obstacle Penalty: 1431.27
Episode 4: Reward = 580.00, Avg Reward (100) = 4464.58, Epsilon = 0.500, Avg Loss = 0.0000, Max Q-Value = 1.73, Steps = 3, Reward Breakdown -> Delta_x Reward: 1200.00, Border Penalty: 150.00, Obstacle Penalty: 150.00
Episode 5: Reward = 920.00, Avg Reward (100) = 3493.44, Epsilon = 0.500, Avg Loss = 0.0000, Max Q-Value = 1.73, Steps = 4, Reward Breakdown -> Delta_x Reward: 1600.00, Border Penalty: 150.00, Obstacle Penalty: 200.00
Episode 6: Reward = -100.00, Avg Reward (100) = 2978.75, Epsilon = 0.500, Avg Loss = 0.0000, Max Q-Value = 1.73, Steps = 1, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 150.00, Obstacle Penalty: 50.00
Episode 7: Reward = 11102.14, Avg Reward (100) = 2465.62, Epsilon = 0.500, Avg Loss = 269.4977, Max Q-Value = 1.73, Steps = 28, Reward Breakdown -> Delta_x Reward: 14112.90, Border Penalty: 512.86, Obstacle Penalty: 1674.79
Episode 8: Reward = 2280.00, Avg Reward (100) = 3699.41, Epsilon = 0.500, Avg Loss = 303.6994, Max Q-Value = 2.13, Steps = 8, Reward Breakdown -> Delta_x Reward: 3200.00, Border Penalty: 150.00, Obstacle Penalty: 400.00
Episode 9: Reward = -100.00, Avg Reward (100) = 3521.99, Epsilon = 0.500, Avg Loss = 308.9197, Max Q-Value = 2.20, Steps = 1, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 150.00, Obstacle Penalty: 50.00
Episode 10: Reward = -100.00, Avg Reward (100) = 3119.54, Epsilon = 0.500, Avg Loss = 320.8546, Max Q-Value = 2.22, Steps = 1, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 150.00, Obstacle Penalty: 50.00
Episode 11: Reward = -100.00, Avg Reward (100) = 2797.59, Epsilon = 0.499, Avg Loss = 310.0302, Max Q-Value = 2.23, Steps = 1, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 150.00, Obstacle Penalty: 50.00
Episode 12: Reward = 2620.00, Avg Reward (100) = 2534.17, Epsilon = 0.499, Avg Loss = 305.3228, Max Q-Value = 2.29, Steps = 9, Reward Breakdown -> Delta_x Reward: 3600.00, Border Penalty: 150.00, Obstacle Penalty: 450.00
Episode 13: Reward = -100.00, Avg Reward (100) = 2541.32, Epsilon = 0.499, Avg Loss = 294.5937, Max Q-Value = 2.38, Steps = 1, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 150.00, Obstacle Penalty: 50.00
Episode 14: Reward = 240.00, Avg Reward (100) = 2338.15, Epsilon = 0.499, Avg Loss = 300.8808, Max Q-Value = 2.40, Steps = 2, Reward Breakdown -> Delta_x Reward: 800.00, Border Penalty: 150.00, Obstacle Penalty: 100.00
Episode 15: Reward = 920.00, Avg Reward (100) = 2188.28, Epsilon = 0.499, Avg Loss = 296.4477, Max Q-Value = 2.44, Steps = 4, Reward Breakdown -> Delta_x Reward: 1600.00, Border Penalty: 150.00, Obstacle Penalty: 200.00
Episode 16: Reward = 920.00, Avg Reward (100) = 2103.73, Epsilon = 0.499, Avg Loss = 307.7577, Max Q-Value = 2.52, Steps = 4, Reward Breakdown -> Delta_x Reward: 1600.00, Border Penalty: 150.00, Obstacle Penalty: 200.00
Episode 17: Reward = -100.00, Avg Reward (100) = 2029.74, Epsilon = 0.499, Avg Loss = 312.9470, Max Q-Value = 2.54, Steps = 1, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 150.00, Obstacle Penalty: 50.00
Episode 18: Reward = 17174.13, Avg Reward (100) = 1904.46, Epsilon = 0.499, Avg Loss = 321.1839, Max Q-Value = 2.57, Steps = 35, Reward Breakdown -> Delta_x Reward: 21245.42, Border Penalty: 823.10, Obstacle Penalty: 2093.52
Episode 19: Reward = 18207.17, Avg Reward (100) = 2752.78, Epsilon = 0.499, Avg Loss = 361.2645, Max Q-Value = 3.10, Steps = 32, Reward Breakdown -> Delta_x Reward: 22163.10, Border Penalty: 647.25, Obstacle Penalty: 1839.84
Episode 20: Reward = 240.00, Avg Reward (100) = 3566.17, Epsilon = 0.499, Avg Loss = 379.6267, Max Q-Value = 3.51, Steps = 2, Reward Breakdown -> Delta_x Reward: 800.00, Border Penalty: 150.00, Obstacle Penalty: 100.00
Episode 21: Reward = 6641.89, Avg Reward (100) = 3399.86, Epsilon = 0.499, Avg Loss = 380.5040, Max Q-Value = 3.58, Steps = 27, Reward Breakdown -> Delta_x Reward: 11526.42, Border Penalty: 2841.00, Obstacle Penalty: 1596.94
Episode 22: Reward = -100.00, Avg Reward (100) = 3554.24, Epsilon = 0.499, Avg Loss = 373.9938, Max Q-Value = 3.92, Steps = 1, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 150.00, Obstacle Penalty: 50.00
Episode 23: Reward = -100.00, Avg Reward (100) = 3388.14, Epsilon = 0.499, Avg Loss = 373.8443, Max Q-Value = 3.94, Steps = 1, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 150.00, Obstacle Penalty: 50.00
Episode 24: Reward = 1940.00, Avg Reward (100) = 3236.48, Epsilon = 0.499, Avg Loss = 364.6502, Max Q-Value = 3.98, Steps = 7, Reward Breakdown -> Delta_x Reward: 2800.00, Border Penalty: 150.00, Obstacle Penalty: 350.00
Episode 25: Reward = 2280.00, Avg Reward (100) = 3182.46, Epsilon = 0.499, Avg Loss = 359.1650, Max Q-Value = 4.11, Steps = 8, Reward Breakdown -> Delta_x Reward: 3200.00, Border Penalty: 150.00, Obstacle Penalty: 400.00
Episode 26: Reward = 2038.47, Avg Reward (100) = 3146.36, Epsilon = 0.499, Avg Loss = 361.9604, Max Q-Value = 4.28, Steps = 8, Reward Breakdown -> Delta_x Reward: 3408.47, Border Penalty: 600.00, Obstacle Penalty: 400.00
Episode 27: Reward = 6631.98, Avg Reward (100) = 3103.75, Epsilon = 0.499, Avg Loss = 352.4047, Max Q-Value = 4.58, Steps = 22, Reward Breakdown -> Delta_x Reward: 9741.98, Border Penalty: 1500.00, Obstacle Penalty: 1100.00
