Episode 1: Reward = 3538.40, Avg Reward (100) = 0.00, Epsilon = 0.500, Avg Loss = 0.0000, Max Q-Value = 0.00, Steps = 12, Reward Breakdown -> Delta_x Reward: 5598.40, Border Penalty: 1050.00, Obstacle Penalty: 600.00
Episode 2: Reward = -100.00, Avg Reward (100) = 3538.40, Epsilon = 0.500, Avg Loss = 0.0000, Max Q-Value = 0.00, Steps = 1, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 150.00, Obstacle Penalty: 50.00
Episode 3: Reward = -100.00, Avg Reward (100) = 1719.20, Epsilon = 0.500, Avg Loss = 0.0000, Max Q-Value = 0.00, Steps = 1, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 150.00, Obstacle Penalty: 50.00
Episode 4: Reward = -100.00, Avg Reward (100) = 1112.80, Epsilon = 0.500, Avg Loss = 0.0000, Max Q-Value = 0.00, Steps = 1, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 150.00, Obstacle Penalty: 50.00
Episode 5: Reward = -100.00, Avg Reward (100) = 809.60, Epsilon = 0.500, Avg Loss = 0.0000, Max Q-Value = 0.00, Steps = 1, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 150.00, Obstacle Penalty: 50.00
Episode 6: Reward = -100.00, Avg Reward (100) = 627.68, Epsilon = 0.500, Avg Loss = 0.0000, Max Q-Value = 0.00, Steps = 1, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 150.00, Obstacle Penalty: 50.00
Episode 7: Reward = -100.00, Avg Reward (100) = 506.40, Epsilon = 0.500, Avg Loss = 0.0000, Max Q-Value = 0.00, Steps = 1, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 150.00, Obstacle Penalty: 50.00
Episode 8: Reward = -100.00, Avg Reward (100) = 419.77, Epsilon = 0.500, Avg Loss = 0.0000, Max Q-Value = 0.00, Steps = 1, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 150.00, Obstacle Penalty: 50.00
Episode 9: Reward = -100.00, Avg Reward (100) = 354.80, Epsilon = 0.500, Avg Loss = 0.0000, Max Q-Value = 0.00, Steps = 1, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 150.00, Obstacle Penalty: 50.00
Episode 10: Reward = -100.00, Avg Reward (100) = 304.27, Epsilon = 0.500, Avg Loss = 0.0000, Max Q-Value = 0.00, Steps = 1, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 150.00, Obstacle Penalty: 50.00
Episode 11: Reward = 920.00, Avg Reward (100) = 263.84, Epsilon = 0.499, Avg Loss = 0.0000, Max Q-Value = 0.00, Steps = 4, Reward Breakdown -> Delta_x Reward: 1600.00, Border Penalty: 150.00, Obstacle Penalty: 200.00
Episode 12: Reward = 240.00, Avg Reward (100) = 323.49, Epsilon = 0.499, Avg Loss = 0.0000, Max Q-Value = 0.00, Steps = 2, Reward Breakdown -> Delta_x Reward: 800.00, Border Penalty: 150.00, Obstacle Penalty: 100.00
Episode 13: Reward = -100.00, Avg Reward (100) = 316.53, Epsilon = 0.499, Avg Loss = 0.0000, Max Q-Value = 0.00, Steps = 1, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 150.00, Obstacle Penalty: 50.00
Episode 14: Reward = 1563.76, Avg Reward (100) = 284.49, Epsilon = 0.499, Avg Loss = 0.0000, Max Q-Value = 0.00, Steps = 6, Reward Breakdown -> Delta_x Reward: 2813.76, Border Penalty: 600.00, Obstacle Penalty: 300.00
Episode 15: Reward = -100.00, Avg Reward (100) = 375.87, Epsilon = 0.499, Avg Loss = 0.0000, Max Q-Value = 0.00, Steps = 1, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 150.00, Obstacle Penalty: 50.00
Episode 16: Reward = 240.00, Avg Reward (100) = 344.14, Epsilon = 0.499, Avg Loss = 0.0000, Max Q-Value = 0.00, Steps = 2, Reward Breakdown -> Delta_x Reward: 800.00, Border Penalty: 150.00, Obstacle Penalty: 100.00
Episode 17: Reward = -100.00, Avg Reward (100) = 337.63, Epsilon = 0.499, Avg Loss = 0.0000, Max Q-Value = 0.00, Steps = 1, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 150.00, Obstacle Penalty: 50.00
Episode 18: Reward = -100.00, Avg Reward (100) = 311.89, Epsilon = 0.499, Avg Loss = 0.0000, Max Q-Value = 0.00, Steps = 1, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 150.00, Obstacle Penalty: 50.00
