Training Log
20241120_211313
-----------
Configuration: c:\Users\rasmu\OneDrive\Skrivebord\Dev\NN cartrack\config.py

Training Metrics
---------------
Configuration Items
--------------------
torch: <module 'torch' from 'C:\\Users\\rasmu\\OneDrive\\Skrivebord\\Dev\\NN cartrack\\.venv\\lib\\site-packages\\torch\\__init__.py'>
np: <module 'numpy' from 'C:\\Users\\rasmu\\OneDrive\\Skrivebord\\Dev\\NN cartrack\\.venv\\lib\\site-packages\\numpy\\__init__.py'>
DEVICE: cuda
TRACK_LENGTH: 300
TRACK_WIDTH: 50
MAX_TIMESTEPS: 1100
BORDER_THRESHOLD: 10.0
OBSTACLE_THRESHOLD: 1.0
OBSTACLES: [{'center': array([150.,  25.], dtype=float32), 'size': array([50., 30.], dtype=float32)}, {'center': array([225.,  45.], dtype=float32), 'size': array([30., 20.], dtype=float32)}, {'center': array([225.,   5.], dtype=float32), 'size': array([30., 20.], dtype=float32)}]
LEARNING_RATE: 0.0001
BATCH_SIZE: 64
GAMMA: 0.99
EPS_START: 1.0
EPS_END: 0.1
EPS_DECAY: 1000
TARGET_UPDATE: 10
MEMORY_CAPACITY: 30000
NUM_EPISODES: 1500
MAX_SPEED: 4.0
ACCELERATION: 0.9
STEERING: 0.8
HIDDEN_LAYERS: [256, 256, 128]
REWARD_GOAL: 100
PENALTY_OFF_TRACK: 100
PENALTY_OBSTACLE: 100
PENALTY_BORDER: 10
PENALTY_BACKWARDS: 50
PENALTY_TIME_LIMIT: 10
DELTA_X_REWARD_FACTOR: 2.0
TIME_PENALTY: 0.1
STATE_SIZE: 12
ACTION_SIZE: 4
PROCENTAGE_TO_DRAW: 0.9
DRAW_BEST_TRAJECTORIES: 1351

Training Progress
-----------------
Episode 1: Reward = -150.10, Avg Reward (100) = 0.00, Epsilon = 0.999, Avg Loss = 0.0000, Max Q-Value = 4.89, Steps = 2, Reward Breakdown -> Delta_x Reward: 0.00, Border Penalty: 50.00, Obstacle Penalty: 100.00
Episode 2: Reward = -100.00, Avg Reward (100) = -150.10, Epsilon = 0.998, Avg Loss = 0.0000, Max Q-Value = 4.85, Steps = 1, Reward Breakdown -> Delta_x Reward: 0.00, Border Penalty: 50.00, Obstacle Penalty: 50.00
Episode 3: Reward = -348.69, Avg Reward (100) = -125.05, Epsilon = 0.997, Avg Loss = 0.0000, Max Q-Value = 5.04, Steps = 5, Reward Breakdown -> Delta_x Reward: 1.71, Border Penalty: 100.00, Obstacle Penalty: 250.00
Episode 4: Reward = -1140.40, Avg Reward (100) = -199.60, Epsilon = 0.996, Avg Loss = 0.0000, Max Q-Value = 5.05, Steps = 14, Reward Breakdown -> Delta_x Reward: 10.90, Border Penalty: 450.00, Obstacle Penalty: 700.00
Episode 5: Reward = -100.00, Avg Reward (100) = -434.80, Epsilon = 0.995, Avg Loss = 0.0000, Max Q-Value = 4.85, Steps = 1, Reward Breakdown -> Delta_x Reward: 0.00, Border Penalty: 50.00, Obstacle Penalty: 50.00
Episode 6: Reward = -300.40, Avg Reward (100) = -367.84, Epsilon = 0.995, Avg Loss = 0.0000, Max Q-Value = 4.86, Steps = 5, Reward Breakdown -> Delta_x Reward: 0.00, Border Penalty: 50.00, Obstacle Penalty: 250.00
Episode 7: Reward = -100.00, Avg Reward (100) = -356.60, Epsilon = 0.994, Avg Loss = 0.0000, Max Q-Value = 4.85, Steps = 1, Reward Breakdown -> Delta_x Reward: 0.00, Border Penalty: 50.00, Obstacle Penalty: 50.00
Episode 8: Reward = -100.00, Avg Reward (100) = -319.94, Epsilon = 0.993, Avg Loss = 0.0000, Max Q-Value = 4.85, Steps = 1, Reward Breakdown -> Delta_x Reward: 0.00, Border Penalty: 50.00, Obstacle Penalty: 50.00
Episode 9: Reward = -2562.07, Avg Reward (100) = -292.45, Epsilon = 0.992, Avg Loss = 14.3586, Max Q-Value = 5.22, Steps = 45, Reward Breakdown -> Delta_x Reward: 131.30, Border Penalty: 352.13, Obstacle Penalty: 2393.75
Episode 10: Reward = -150.10, Avg Reward (100) = -544.63, Epsilon = 0.991, Avg Loss = 49.2881, Max Q-Value = 0.00, Steps = 2, Reward Breakdown -> Delta_x Reward: 0.00, Border Penalty: 50.00, Obstacle Penalty: 100.00
Episode 11: Reward = -2740.73, Avg Reward (100) = -505.18, Epsilon = 0.990, Avg Loss = 32.7248, Max Q-Value = 0.00, Steps = 38, Reward Breakdown -> Delta_x Reward: 101.33, Border Penalty: 565.53, Obstacle Penalty: 2332.78
Episode 12: Reward = -2939.85, Avg Reward (100) = -708.41, Epsilon = 0.989, Avg Loss = 33.8113, Max Q-Value = 0.00, Steps = 31, Reward Breakdown -> Delta_x Reward: 25.56, Border Penalty: 600.00, Obstacle Penalty: 2362.41
