Episode 1: Reward = -100.00, Avg Reward (100) = 0.00, Epsilon = 0.999, Avg Loss = 0.0000, Max Q-Value = 0.02, Steps = 1, Reward Breakdown -> Delta_x Reward: 200.00, Border Penalty: 50.00, Obstacle Penalty: 50.00
Episode 2: Reward = -100.00, Avg Reward (100) = -100.00, Epsilon = 0.998, Avg Loss = 0.0000, Max Q-Value = 0.02, Steps = 1, Reward Breakdown -> Delta_x Reward: 200.00, Border Penalty: 50.00, Obstacle Penalty: 50.00
Episode 3: Reward = 33689.74, Avg Reward (100) = -100.00, Epsilon = 0.997, Avg Loss = 0.0000, Max Q-Value = 0.12, Steps = 47, Reward Breakdown -> Delta_x Reward: 37677.92, Border Penalty: 604.26, Obstacle Penalty: 3253.30
Episode 4: Reward = 35481.68, Avg Reward (100) = 11163.25, Epsilon = 0.996, Avg Loss = 470.3122, Max Q-Value = 4.19, Steps = 59, Reward Breakdown -> Delta_x Reward: 40359.11, Border Penalty: 117.10, Obstacle Penalty: 4701.34
Episode 5: Reward = -100.00, Avg Reward (100) = 17242.85, Epsilon = 0.995, Avg Loss = 683.4517, Max Q-Value = 8.50, Steps = 1, Reward Breakdown -> Delta_x Reward: 200.00, Border Penalty: 50.00, Obstacle Penalty: 50.00
Episode 6: Reward = 5624.47, Avg Reward (100) = 13774.28, Epsilon = 0.995, Avg Loss = 619.2413, Max Q-Value = 19.32, Steps = 17, Reward Breakdown -> Delta_x Reward: 7194.97, Border Penalty: 285.24, Obstacle Penalty: 950.00
Episode 7: Reward = -100.00, Avg Reward (100) = 12415.98, Epsilon = 0.994, Avg Loss = 589.9980, Max Q-Value = 22.05, Steps = 1, Reward Breakdown -> Delta_x Reward: 200.00, Border Penalty: 50.00, Obstacle Penalty: 50.00
Episode 8: Reward = 3359.65, Avg Reward (100) = 10627.98, Epsilon = 0.993, Avg Loss = 544.4011, Max Q-Value = 61.96, Steps = 21, Reward Breakdown -> Delta_x Reward: 5713.10, Border Penalty: 965.66, Obstacle Penalty: 1248.80
Episode 9: Reward = 14516.33, Avg Reward (100) = 9719.44, Epsilon = 0.992, Avg Loss = 447.6256, Max Q-Value = 185.39, Steps = 30, Reward Breakdown -> Delta_x Reward: 16857.93, Border Penalty: 304.40, Obstacle Penalty: 1650.00
Episode 10: Reward = -100.00, Avg Reward (100) = 10252.43, Epsilon = 0.991, Avg Loss = 392.7702, Max Q-Value = 244.80, Steps = 1, Reward Breakdown -> Delta_x Reward: 200.00, Border Penalty: 50.00, Obstacle Penalty: 50.00
Episode 11: Reward = 198.00, Avg Reward (100) = 9217.19, Epsilon = 0.990, Avg Loss = 398.1838, Max Q-Value = 274.63, Steps = 3, Reward Breakdown -> Delta_x Reward: 600.00, Border Penalty: 50.00, Obstacle Penalty: 150.00
Episode 12: Reward = 49.00, Avg Reward (100) = 8397.26, Epsilon = 0.989, Avg Loss = 535.6663, Max Q-Value = 298.34, Steps = 2, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 50.00, Obstacle Penalty: 100.00
Episode 13: Reward = 1948.27, Avg Reward (100) = 7701.57, Epsilon = 0.988, Avg Loss = 472.6135, Max Q-Value = 464.36, Steps = 12, Reward Breakdown -> Delta_x Reward: 3159.24, Border Penalty: 300.00, Obstacle Penalty: 699.98
Episode 14: Reward = -100.00, Avg Reward (100) = 7259.01, Epsilon = 0.987, Avg Loss = 450.6725, Max Q-Value = 487.83, Steps = 1, Reward Breakdown -> Delta_x Reward: 200.00, Border Penalty: 50.00, Obstacle Penalty: 50.00
Episode 15: Reward = -100.00, Avg Reward (100) = 6733.37, Epsilon = 0.986, Avg Loss = 411.7976, Max Q-Value = 505.78, Steps = 1, Reward Breakdown -> Delta_x Reward: 200.00, Border Penalty: 50.00, Obstacle Penalty: 50.00
Episode 16: Reward = 254.68, Avg Reward (100) = 6277.81, Epsilon = 0.986, Avg Loss = 379.5136, Max Q-Value = 560.78, Steps = 3, Reward Breakdown -> Delta_x Reward: 706.68, Border Penalty: 100.00, Obstacle Penalty: 150.00
Episode 17: Reward = 347.00, Avg Reward (100) = 5901.36, Epsilon = 0.985, Avg Loss = 340.5867, Max Q-Value = 647.04, Steps = 4, Reward Breakdown -> Delta_x Reward: 800.00, Border Penalty: 50.00, Obstacle Penalty: 200.00
Episode 18: Reward = 198.00, Avg Reward (100) = 5574.64, Epsilon = 0.984, Avg Loss = 340.6639, Max Q-Value = 714.98, Steps = 3, Reward Breakdown -> Delta_x Reward: 600.00, Border Penalty: 50.00, Obstacle Penalty: 150.00
Episode 19: Reward = 3539.42, Avg Reward (100) = 5275.93, Epsilon = 0.983, Avg Loss = 312.1080, Max Q-Value = 879.45, Steps = 18, Reward Breakdown -> Delta_x Reward: 5359.14, Border Penalty: 405.04, Obstacle Penalty: 1104.79
Episode 20: Reward = -100.00, Avg Reward (100) = 5184.54, Epsilon = 0.982, Avg Loss = 352.1506, Max Q-Value = 872.89, Steps = 1, Reward Breakdown -> Delta_x Reward: 200.00, Border Penalty: 50.00, Obstacle Penalty: 50.00
Episode 21: Reward = -100.00, Avg Reward (100) = 4920.31, Epsilon = 0.981, Avg Loss = 338.8446, Max Q-Value = 862.15, Steps = 1, Reward Breakdown -> Delta_x Reward: 200.00, Border Penalty: 50.00, Obstacle Penalty: 50.00
Episode 22: Reward = 353.68, Avg Reward (100) = 4681.25, Epsilon = 0.980, Avg Loss = 613.3029, Max Q-Value = 850.71, Steps = 4, Reward Breakdown -> Delta_x Reward: 906.68, Border Penalty: 150.00, Obstacle Penalty: 200.00
Episode 23: Reward = 10205.14, Avg Reward (100) = 4484.54, Epsilon = 0.979, Avg Loss = 389.8644, Max Q-Value = 1388.47, Steps = 54, Reward Breakdown -> Delta_x Reward: 16114.09, Border Penalty: 2582.86, Obstacle Penalty: 3139.39
Episode 24: Reward = 749.68, Avg Reward (100) = 4733.26, Epsilon = 0.978, Avg Loss = 290.4254, Max Q-Value = 1302.05, Steps = 8, Reward Breakdown -> Delta_x Reward: 1706.68, Border Penalty: 350.00, Obstacle Penalty: 400.00
Episode 25: Reward = -100.00, Avg Reward (100) = 4567.28, Epsilon = 0.977, Avg Loss = 354.7136, Max Q-Value = 1215.64, Steps = 1, Reward Breakdown -> Delta_x Reward: 200.00, Border Penalty: 50.00, Obstacle Penalty: 50.00
Episode 26: Reward = 49.00, Avg Reward (100) = 4380.59, Epsilon = 0.977, Avg Loss = 295.0126, Max Q-Value = 1222.86, Steps = 2, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 50.00, Obstacle Penalty: 100.00
