Training Log
20241120_221904
-----------
Configuration: c:\Users\rasmu\OneDrive\Skrivebord\Dev\NN cartrack\config.py

Training Metrics
---------------
Configuration Items
--------------------
torch: <module 'torch' from 'C:\\Users\\rasmu\\OneDrive\\Skrivebord\\Dev\\NN cartrack\\.venv\\lib\\site-packages\\torch\\__init__.py'>
np: <module 'numpy' from 'C:\\Users\\rasmu\\OneDrive\\Skrivebord\\Dev\\NN cartrack\\.venv\\lib\\site-packages\\numpy\\__init__.py'>
DEVICE: cuda
TRACK_LENGTH: 300
TRACK_WIDTH: 50
MAX_TIMESTEPS: 1100
BORDER_THRESHOLD: 10.0
OBSTACLE_THRESHOLD: 1.0
OBSTACLES: [{'center': array([150.,  25.], dtype=float32), 'size': array([50., 30.], dtype=float32)}, {'center': array([225.,  45.], dtype=float32), 'size': array([30., 20.], dtype=float32)}, {'center': array([225.,   5.], dtype=float32), 'size': array([30., 20.], dtype=float32)}]
LEARNING_RATE: 0.0001
BATCH_SIZE: 64
GAMMA: 0.99
EPS_START: 1.0
EPS_END: 0.1
EPS_DECAY: 1000
TARGET_UPDATE: 10
MEMORY_CAPACITY: 30000
NUM_EPISODES: 1500
MAX_SPEED: 4.0
ACCELERATION: 0.9
STEERING: 0.8
HIDDEN_LAYERS: [256, 256, 128]
REWARD_GOAL: 100
PENALTY_OFF_TRACK: 100
PENALTY_OBSTACLE: 100
PENALTY_BORDER: 10
PENALTY_BACKWARDS: 50
PENALTY_TIME_LIMIT: 10
DELTA_X_REWARD_FACTOR: 200.0
TIME_PENALTY: 0.1
STATE_SIZE: 12
ACTION_SIZE: 4
PROCENTAGE_TO_DRAW: 0.9
DRAW_BEST_TRAJECTORIES: 1351

Training Progress
-----------------
Episode 1: Reward = 4515.89, Avg Reward (100) = 0.00, Epsilon = 0.999, Avg Loss = 0.0000, Max Q-Value = 5.28, Steps = 27, Reward Breakdown -> Delta_x Reward: 6674.15, Border Penalty: 500.00, Obstacle Penalty: 1505.66
Episode 2: Reward = -100.00, Avg Reward (100) = 4515.89, Epsilon = 0.998, Avg Loss = 0.0000, Max Q-Value = 4.90, Steps = 1, Reward Breakdown -> Delta_x Reward: 200.00, Border Penalty: 50.00, Obstacle Penalty: 50.00
Episode 3: Reward = -100.00, Avg Reward (100) = 2207.95, Epsilon = 0.997, Avg Loss = 0.0000, Max Q-Value = 4.90, Steps = 1, Reward Breakdown -> Delta_x Reward: 200.00, Border Penalty: 50.00, Obstacle Penalty: 50.00
Episode 4: Reward = 1327.85, Avg Reward (100) = 1438.63, Epsilon = 0.996, Avg Loss = 0.0000, Max Q-Value = 4.90, Steps = 12, Reward Breakdown -> Delta_x Reward: 2702.25, Border Penalty: 495.66, Obstacle Penalty: 715.52
Episode 5: Reward = 649.50, Avg Reward (100) = 1410.94, Epsilon = 0.995, Avg Loss = 0.0000, Max Q-Value = 5.05, Steps = 6, Reward Breakdown -> Delta_x Reward: 1200.00, Border Penalty: 50.00, Obstacle Penalty: 300.00
Episode 6: Reward = 34229.05, Avg Reward (100) = 1258.65, Epsilon = 0.995, Avg Loss = 198.0473, Max Q-Value = 34.44, Steps = 64, Reward Breakdown -> Delta_x Reward: 40460.51, Border Penalty: 1618.59, Obstacle Penalty: 3944.46
Episode 7: Reward = 3428.14, Avg Reward (100) = 6753.72, Epsilon = 0.994, Avg Loss = 308.9393, Max Q-Value = 97.88, Steps = 16, Reward Breakdown -> Delta_x Reward: 5280.83, Border Penalty: 443.04, Obstacle Penalty: 950.00
Episode 8: Reward = 49.90, Avg Reward (100) = 6278.63, Epsilon = 0.993, Avg Loss = 326.6739, Max Q-Value = 111.79, Steps = 2, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 50.00, Obstacle Penalty: 100.00
Episode 9: Reward = 6638.17, Avg Reward (100) = 5500.04, Epsilon = 0.992, Avg Loss = 247.3443, Max Q-Value = 210.74, Steps = 34, Reward Breakdown -> Delta_x Reward: 9610.67, Border Penalty: 825.34, Obstacle Penalty: 1850.00
Episode 10: Reward = -100.00, Avg Reward (100) = 5626.50, Epsilon = 0.991, Avg Loss = 180.7476, Max Q-Value = 223.99, Steps = 1, Reward Breakdown -> Delta_x Reward: 200.00, Border Penalty: 50.00, Obstacle Penalty: 50.00
Episode 11: Reward = 10620.78, Avg Reward (100) = 5053.85, Epsilon = 0.990, Avg Loss = 179.6793, Max Q-Value = 330.46, Steps = 50, Reward Breakdown -> Delta_x Reward: 15197.11, Border Penalty: 1242.94, Obstacle Penalty: 3145.28
