Training Log
20241120_212722
-----------
Configuration: c:\Users\rasmu\OneDrive\Skrivebord\Dev\NN cartrack\config.py

Training Metrics
---------------
Configuration Items
--------------------
torch: <module 'torch' from 'C:\\Users\\rasmu\\OneDrive\\Skrivebord\\Dev\\NN cartrack\\.venv\\lib\\site-packages\\torch\\__init__.py'>
np: <module 'numpy' from 'C:\\Users\\rasmu\\OneDrive\\Skrivebord\\Dev\\NN cartrack\\.venv\\lib\\site-packages\\numpy\\__init__.py'>
DEVICE: cuda
TRACK_LENGTH: 300
TRACK_WIDTH: 50
MAX_TIMESTEPS: 1100
BORDER_THRESHOLD: 10.0
OBSTACLE_THRESHOLD: 1.0
OBSTACLES: [{'center': array([150.,  25.], dtype=float32), 'size': array([50., 30.], dtype=float32)}, {'center': array([225.,  45.], dtype=float32), 'size': array([30., 20.], dtype=float32)}, {'center': array([225.,   5.], dtype=float32), 'size': array([30., 20.], dtype=float32)}]
LEARNING_RATE: 0.0001
BATCH_SIZE: 64
GAMMA: 0.99
EPS_START: 1.0
EPS_END: 0.1
EPS_DECAY: 1000
TARGET_UPDATE: 10
MEMORY_CAPACITY: 30000
NUM_EPISODES: 15000
MAX_SPEED: 4.0
ACCELERATION: 0.9
STEERING: 0.8
HIDDEN_LAYERS: [256, 256, 128]
REWARD_GOAL: 100
PENALTY_OFF_TRACK: 100
PENALTY_OBSTACLE: 100
PENALTY_BORDER: 10
PENALTY_BACKWARDS: 50
PENALTY_TIME_LIMIT: 10
DELTA_X_REWARD_FACTOR: 200.0
TIME_PENALTY: 0.1
STATE_SIZE: 12
ACTION_SIZE: 4
PROCENTAGE_TO_DRAW: 0.9
DRAW_BEST_TRAJECTORIES: 13501

Training Progress
-----------------
Episode 1: Reward = 7609.01, Avg Reward (100) = 0.00, Epsilon = 0.999, Avg Loss = 26.8204, Max Q-Value = 7.63, Steps = 71, Reward Breakdown -> Delta_x Reward: 15284.46, Border Penalty: 3325.53, Obstacle Penalty: 4183.38
Episode 2: Reward = -250.30, Avg Reward (100) = 7609.01, Epsilon = 0.998, Avg Loss = 226.6645, Max Q-Value = 14.67, Steps = 4, Reward Breakdown -> Delta_x Reward: 0.00, Border Penalty: 50.00, Obstacle Penalty: 200.00
Episode 3: Reward = -250.30, Avg Reward (100) = 3679.36, Epsilon = 0.997, Avg Loss = 215.2488, Max Q-Value = 18.21, Steps = 4, Reward Breakdown -> Delta_x Reward: 0.00, Border Penalty: 50.00, Obstacle Penalty: 200.00
Episode 4: Reward = -100.00, Avg Reward (100) = 2369.47, Epsilon = 0.996, Avg Loss = 187.1687, Max Q-Value = 19.02, Steps = 1, Reward Breakdown -> Delta_x Reward: 0.00, Border Penalty: 50.00, Obstacle Penalty: 50.00
Episode 5: Reward = -100.00, Avg Reward (100) = 1752.10, Epsilon = 0.995, Avg Loss = 211.6966, Max Q-Value = 19.79, Steps = 1, Reward Breakdown -> Delta_x Reward: 0.00, Border Penalty: 50.00, Obstacle Penalty: 50.00
Episode 6: Reward = -100.00, Avg Reward (100) = 1381.68, Epsilon = 0.995, Avg Loss = 229.1298, Max Q-Value = 20.57, Steps = 1, Reward Breakdown -> Delta_x Reward: 0.00, Border Penalty: 50.00, Obstacle Penalty: 50.00
Episode 7: Reward = -100.00, Avg Reward (100) = 1134.74, Epsilon = 0.994, Avg Loss = 213.5793, Max Q-Value = 21.40, Steps = 1, Reward Breakdown -> Delta_x Reward: 0.00, Border Penalty: 50.00, Obstacle Penalty: 50.00
Episode 8: Reward = -629.90, Avg Reward (100) = 958.34, Epsilon = 0.993, Avg Loss = 198.9753, Max Q-Value = 29.47, Steps = 10, Reward Breakdown -> Delta_x Reward: 171.00, Border Penalty: 300.00, Obstacle Penalty: 500.00
Episode 9: Reward = -200.20, Avg Reward (100) = 759.81, Epsilon = 0.992, Avg Loss = 204.1887, Max Q-Value = 31.95, Steps = 3, Reward Breakdown -> Delta_x Reward: 0.00, Border Penalty: 50.00, Obstacle Penalty: 150.00
Episode 10: Reward = -100.00, Avg Reward (100) = 653.15, Epsilon = 0.991, Avg Loss = 184.4123, Max Q-Value = 32.72, Steps = 1, Reward Breakdown -> Delta_x Reward: 0.00, Border Penalty: 50.00, Obstacle Penalty: 50.00
Episode 11: Reward = 11767.66, Avg Reward (100) = 577.83, Epsilon = 0.990, Avg Loss = 197.3478, Max Q-Value = 51.94, Steps = 41, Reward Breakdown -> Delta_x Reward: 15425.41, Border Penalty: 720.76, Obstacle Penalty: 2564.07
