Episode 1: Reward = -100.00, Avg Reward (100) = 0.00, Epsilon = 1.000, Avg Loss = 0.0000, Max Q-Value = 0.00, Steps = 1, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 150.00, Obstacle Penalty: 50.00
Episode 2: Reward = -100.00, Avg Reward (100) = -100.00, Epsilon = 1.000, Avg Loss = 0.0000, Max Q-Value = 0.00, Steps = 1, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 150.00, Obstacle Penalty: 50.00
Episode 3: Reward = 920.00, Avg Reward (100) = -100.00, Epsilon = 1.000, Avg Loss = 0.0000, Max Q-Value = 0.00, Steps = 4, Reward Breakdown -> Delta_x Reward: 1600.00, Border Penalty: 150.00, Obstacle Penalty: 200.00
Episode 4: Reward = 240.00, Avg Reward (100) = 240.00, Epsilon = 1.000, Avg Loss = 0.0000, Max Q-Value = 0.00, Steps = 2, Reward Breakdown -> Delta_x Reward: 800.00, Border Penalty: 150.00, Obstacle Penalty: 100.00
Episode 5: Reward = -100.00, Avg Reward (100) = 240.00, Epsilon = 0.999, Avg Loss = 0.0000, Max Q-Value = 0.00, Steps = 1, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 150.00, Obstacle Penalty: 50.00
Episode 6: Reward = 240.00, Avg Reward (100) = 172.00, Epsilon = 0.999, Avg Loss = 0.0000, Max Q-Value = 0.00, Steps = 2, Reward Breakdown -> Delta_x Reward: 800.00, Border Penalty: 150.00, Obstacle Penalty: 100.00
Episode 7: Reward = 80507.14, Avg Reward (100) = 183.33, Epsilon = 0.999, Avg Loss = 386.0031, Max Q-Value = 0.79, Steps = 119, Reward Breakdown -> Delta_x Reward: 97387.14, Border Penalty: 9450.00, Obstacle Penalty: 5950.00
Episode 8: Reward = 580.00, Avg Reward (100) = 11658.16, Epsilon = 0.999, Avg Loss = 637.1958, Max Q-Value = 0.83, Steps = 3, Reward Breakdown -> Delta_x Reward: 1200.00, Border Penalty: 150.00, Obstacle Penalty: 150.00
Episode 9: Reward = 76904.63, Avg Reward (100) = 10273.39, Epsilon = 0.999, Avg Loss = 721.7852, Max Q-Value = 1.58, Steps = 63, Reward Breakdown -> Delta_x Reward: 82807.14, Border Penalty: 900.00, Obstacle Penalty: 4372.52
Episode 10: Reward = 9660.32, Avg Reward (100) = 17676.86, Epsilon = 0.999, Avg Loss = 842.6450, Max Q-Value = 2.80, Steps = 19, Reward Breakdown -> Delta_x Reward: 12140.32, Border Penalty: 1050.00, Obstacle Penalty: 950.00
Episode 11: Reward = 2745.41, Avg Reward (100) = 16875.21, Epsilon = 0.999, Avg Loss = 740.4480, Max Q-Value = 3.24, Steps = 10, Reward Breakdown -> Delta_x Reward: 4685.41, Border Penalty: 1050.00, Obstacle Penalty: 500.00
Episode 12: Reward = 240.00, Avg Reward (100) = 15590.68, Epsilon = 0.999, Avg Loss = 710.4946, Max Q-Value = 3.35, Steps = 2, Reward Breakdown -> Delta_x Reward: 800.00, Border Penalty: 150.00, Obstacle Penalty: 100.00
