Episode 1: Reward = 45106.13, Avg Reward (100) = 0.00, Epsilon = 1.000, Avg Loss = 0.0000, Max Q-Value = 0.31, Steps = 26, Reward Breakdown -> Delta_x Reward: 53219.12, Border Penalty: 2550.00, Obstacle Penalty: 1412.99
Episode 2: Reward = 1550.00, Avg Reward (100) = 45106.13, Epsilon = 1.000, Avg Loss = 0.0000, Max Q-Value = 0.27, Steps = 2, Reward Breakdown -> Delta_x Reward: 3600.00, Border Penalty: 150.00, Obstacle Penalty: 100.00
Episode 3: Reward = -100.00, Avg Reward (100) = 23328.07, Epsilon = 1.000, Avg Loss = 0.0000, Max Q-Value = 0.27, Steps = 1, Reward Breakdown -> Delta_x Reward: 1800.00, Border Penalty: 150.00, Obstacle Penalty: 50.00
Episode 4: Reward = -100.00, Avg Reward (100) = 15518.71, Epsilon = 1.000, Avg Loss = 0.0000, Max Q-Value = 0.27, Steps = 1, Reward Breakdown -> Delta_x Reward: 1800.00, Border Penalty: 150.00, Obstacle Penalty: 50.00
Episode 5: Reward = 4144.43, Avg Reward (100) = 11614.03, Epsilon = 1.000, Avg Loss = 0.0000, Max Q-Value = 0.27, Steps = 3, Reward Breakdown -> Delta_x Reward: 6494.43, Border Penalty: 300.00, Obstacle Penalty: 150.00
Episode 6: Reward = -100.00, Avg Reward (100) = 10120.11, Epsilon = 0.999, Avg Loss = 0.0000, Max Q-Value = 0.27, Steps = 1, Reward Breakdown -> Delta_x Reward: 1800.00, Border Penalty: 150.00, Obstacle Penalty: 50.00
Episode 7: Reward = 3200.00, Avg Reward (100) = 8416.76, Epsilon = 0.999, Avg Loss = 0.0000, Max Q-Value = 0.28, Steps = 3, Reward Breakdown -> Delta_x Reward: 5400.00, Border Penalty: 150.00, Obstacle Penalty: 150.00
Episode 8: Reward = 3200.00, Avg Reward (100) = 7671.51, Epsilon = 0.999, Avg Loss = 0.0000, Max Q-Value = 0.27, Steps = 3, Reward Breakdown -> Delta_x Reward: 5400.00, Border Penalty: 150.00, Obstacle Penalty: 150.00
Episode 9: Reward = 8644.43, Avg Reward (100) = 7112.57, Epsilon = 0.999, Avg Loss = 0.0000, Max Q-Value = 0.27, Steps = 6, Reward Breakdown -> Delta_x Reward: 11894.43, Border Penalty: 750.00, Obstacle Penalty: 300.00
Episode 10: Reward = 413463.92, Avg Reward (100) = 7282.78, Epsilon = 0.999, Avg Loss = 2499.8220, Max Q-Value = 0.35, Steps = 48, Reward Breakdown -> Delta_x Reward: 420713.92, Border Penalty: 0.00, Obstacle Penalty: 2450.00
Episode 11: Reward = -100.00, Avg Reward (100) = 47900.89, Epsilon = 0.999, Avg Loss = 5359.5010, Max Q-Value = 0.38, Steps = 1, Reward Breakdown -> Delta_x Reward: 1800.00, Border Penalty: 150.00, Obstacle Penalty: 50.00
Episode 12: Reward = 1550.00, Avg Reward (100) = 43537.17, Epsilon = 0.999, Avg Loss = 5142.8564, Max Q-Value = 0.38, Steps = 2, Reward Breakdown -> Delta_x Reward: 3600.00, Border Penalty: 150.00, Obstacle Penalty: 100.00
Episode 13: Reward = 66446.92, Avg Reward (100) = 40038.24, Epsilon = 0.999, Avg Loss = 4581.8131, Max Q-Value = 0.49, Steps = 30, Reward Breakdown -> Delta_x Reward: 75418.63, Border Penalty: 2266.91, Obstacle Penalty: 2117.54
Episode 14: Reward = 3200.00, Avg Reward (100) = 42069.68, Epsilon = 0.999, Avg Loss = 4604.2869, Max Q-Value = 0.53, Steps = 3, Reward Breakdown -> Delta_x Reward: 5400.00, Border Penalty: 150.00, Obstacle Penalty: 150.00
Episode 15: Reward = 5794.43, Avg Reward (100) = 39293.27, Epsilon = 0.999, Avg Loss = 4424.6757, Max Q-Value = 0.54, Steps = 4, Reward Breakdown -> Delta_x Reward: 8294.43, Border Penalty: 300.00, Obstacle Penalty: 200.00
Episode 16: Reward = 132499.72, Avg Reward (100) = 37060.02, Epsilon = 0.999, Avg Loss = 3844.0049, Max Q-Value = 0.70, Steps = 54, Reward Breakdown -> Delta_x Reward: 146249.72, Border Penalty: 4050.00, Obstacle Penalty: 2700.00
Episode 17: Reward = -100.00, Avg Reward (100) = 43025.00, Epsilon = 0.998, Avg Loss = 3495.9893, Max Q-Value = 0.74, Steps = 1, Reward Breakdown -> Delta_x Reward: 1800.00, Border Penalty: 150.00, Obstacle Penalty: 50.00
Episode 18: Reward = -100.00, Avg Reward (100) = 40488.23, Epsilon = 0.998, Avg Loss = 3199.4802, Max Q-Value = 0.74, Steps = 1, Reward Breakdown -> Delta_x Reward: 1800.00, Border Penalty: 150.00, Obstacle Penalty: 50.00
Episode 19: Reward = 57652.67, Avg Reward (100) = 38233.33, Epsilon = 0.998, Avg Loss = 3659.6357, Max Q-Value = 0.78, Steps = 22, Reward Breakdown -> Delta_x Reward: 63770.19, Border Penalty: 1200.00, Obstacle Penalty: 1159.17
Episode 20: Reward = -100.00, Avg Reward (100) = 39255.40, Epsilon = 0.998, Avg Loss = 3550.5171, Max Q-Value = 0.79, Steps = 1, Reward Breakdown -> Delta_x Reward: 1800.00, Border Penalty: 150.00, Obstacle Penalty: 50.00
Episode 21: Reward = 3200.00, Avg Reward (100) = 37287.63, Epsilon = 0.998, Avg Loss = 3281.7734, Max Q-Value = 0.80, Steps = 3, Reward Breakdown -> Delta_x Reward: 5400.00, Border Penalty: 150.00, Obstacle Penalty: 150.00
Episode 22: Reward = 4850.00, Avg Reward (100) = 35664.41, Epsilon = 0.998, Avg Loss = 3414.0225, Max Q-Value = 0.80, Steps = 4, Reward Breakdown -> Delta_x Reward: 7200.00, Border Penalty: 150.00, Obstacle Penalty: 200.00
Episode 23: Reward = -100.00, Avg Reward (100) = 34263.76, Epsilon = 0.998, Avg Loss = 3926.6052, Max Q-Value = 0.80, Steps = 1, Reward Breakdown -> Delta_x Reward: 1800.00, Border Penalty: 150.00, Obstacle Penalty: 50.00
Episode 24: Reward = 21970.92, Avg Reward (100) = 32769.68, Epsilon = 0.998, Avg Loss = 3431.7046, Max Q-Value = 0.82, Steps = 14, Reward Breakdown -> Delta_x Reward: 27320.92, Border Penalty: 1650.00, Obstacle Penalty: 700.00
Episode 25: Reward = 4850.00, Avg Reward (100) = 32319.73, Epsilon = 0.998, Avg Loss = 3102.4214, Max Q-Value = 0.84, Steps = 4, Reward Breakdown -> Delta_x Reward: 7200.00, Border Penalty: 150.00, Obstacle Penalty: 200.00
Episode 26: Reward = 5794.43, Avg Reward (100) = 31220.94, Epsilon = 0.998, Avg Loss = 3488.9628, Max Q-Value = 0.83, Steps = 4, Reward Breakdown -> Delta_x Reward: 8294.43, Border Penalty: 300.00, Obstacle Penalty: 200.00
