Training Log
20241120_183609
-----------
Configuration: c:\Users\rasmu\OneDrive\Skrivebord\Dev\NN cartrack\config.py

Training Metrics
---------------
Configuration Items
--------------------
torch: <module 'torch' from 'C:\\Users\\rasmu\\OneDrive\\Skrivebord\\Dev\\NN cartrack\\.venv\\lib\\site-packages\\torch\\__init__.py'>
np: <module 'numpy' from 'C:\\Users\\rasmu\\OneDrive\\Skrivebord\\Dev\\NN cartrack\\.venv\\lib\\site-packages\\numpy\\__init__.py'>
DEVICE: cuda
TRACK_LENGTH: 300
TRACK_WIDTH: 50
MAX_TIMESTEPS: 1100
BORDER_THRESHOLD: 10.0
OBSTACLE_THRESHOLD: 1.0
OBSTACLES: [{'center': array([150.,  25.], dtype=float32), 'size': array([50., 30.], dtype=float32)}, {'center': array([225.,  45.], dtype=float32), 'size': array([30., 20.], dtype=float32)}, {'center': array([225.,   5.], dtype=float32), 'size': array([30., 20.], dtype=float32)}]
LEARNING_RATE: 0.0005
BATCH_SIZE: 64
GAMMA: 0.98
EPS_START: 1.0
EPS_END: 0.1
EPS_DECAY: 1500
TARGET_UPDATE: 5
MEMORY_CAPACITY: 30000
NUM_EPISODES: 1500
MAX_SPEED: 4.0
ACCELERATION: 0.9
STEERING: 0.8
HIDDEN_LAYERS: {256, 128}
REWARD_GOAL: 200000
PENALTY_OFF_TRACK: -1000
PENALTY_OBSTACLE: -90
PENALTY_BORDER: -300
PENALTY_BACKWARDS: -100
PENALTY_TIME_LIMIT: -25
DELTA_X_REWARD_FACTOR: 250
TIME_PENALTY: -1
STATE_SIZE: 12
ACTION_SIZE: 4
PROCENTAGE_TO_DRAW: 0.9
DRAW_BEST_TRAJECTORIES: 1351

Training Progress
-----------------
Episode 1: Reward = -1000.00, Avg Reward (100) = 0.00, Epsilon = 0.999, Avg Loss = 0.0000, Max Q-Value = 13.94, Steps = 1, Reward Breakdown -> Delta_x Reward: 0.00, Border Penalty: 100.00, Obstacle Penalty: -50.00
Episode 2: Reward = 2048.39, Avg Reward (100) = -1000.00, Epsilon = 0.999, Avg Loss = 0.0000, Max Q-Value = 13.94, Steps = 23, Reward Breakdown -> Delta_x Reward: 3999.88, Border Penalty: 700.00, Obstacle Penalty: -1623.49
Episode 3: Reward = 5288.90, Avg Reward (100) = 524.19, Epsilon = 0.998, Avg Loss = 0.0000, Max Q-Value = 13.94, Steps = 14, Reward Breakdown -> Delta_x Reward: 3621.60, Border Penalty: 6734.49, Obstacle Penalty: -811.55
Episode 4: Reward = 12073.85, Avg Reward (100) = 2112.43, Epsilon = 0.998, Avg Loss = 16.4600, Max Q-Value = 13.94, Steps = 26, Reward Breakdown -> Delta_x Reward: 6202.40, Border Penalty: 11501.99, Obstacle Penalty: -1400.00
Episode 5: Reward = -1147.00, Avg Reward (100) = 4602.79, Epsilon = 0.997, Avg Loss = 407.0877, Max Q-Value = 34.37, Steps = 4, Reward Breakdown -> Delta_x Reward: 0.00, Border Penalty: 100.00, Obstacle Penalty: -200.00
Episode 6: Reward = -1196.00, Avg Reward (100) = 3452.83, Epsilon = 0.996, Avg Loss = 398.0867, Max Q-Value = 60.67, Steps = 5, Reward Breakdown -> Delta_x Reward: 0.00, Border Penalty: 100.00, Obstacle Penalty: -250.00
Episode 7: Reward = -543.09, Avg Reward (100) = 2678.02, Epsilon = 0.996, Avg Loss = 388.5308, Max Q-Value = 126.62, Steps = 12, Reward Breakdown -> Delta_x Reward: 416.81, Border Penalty: 1536.92, Obstacle Penalty: -717.27
Episode 8: Reward = -1049.00, Avg Reward (100) = 2217.86, Epsilon = 0.995, Avg Loss = 352.4608, Max Q-Value = 136.02, Steps = 2, Reward Breakdown -> Delta_x Reward: 0.00, Border Penalty: 100.00, Obstacle Penalty: -100.00
Episode 9: Reward = -1000.00, Avg Reward (100) = 1809.51, Epsilon = 0.995, Avg Loss = 362.3276, Max Q-Value = 140.24, Steps = 1, Reward Breakdown -> Delta_x Reward: 0.00, Border Penalty: 100.00, Obstacle Penalty: -50.00
Episode 10: Reward = 4694.80, Avg Reward (100) = 1497.34, Epsilon = 0.994, Avg Loss = 341.1367, Max Q-Value = 249.73, Steps = 20, Reward Breakdown -> Delta_x Reward: 1959.64, Border Penalty: 8053.04, Obstacle Penalty: -1150.00
Episode 11: Reward = 25872.06, Avg Reward (100) = 1817.09, Epsilon = 0.993, Avg Loss = 347.9208, Max Q-Value = 324.25, Steps = 29, Reward Breakdown -> Delta_x Reward: 9934.98, Border Penalty: 22018.91, Obstacle Penalty: -1741.01
Episode 12: Reward = 4511.70, Avg Reward (100) = 4003.90, Epsilon = 0.993, Avg Loss = 546.8236, Max Q-Value = 490.51, Steps = 12, Reward Breakdown -> Delta_x Reward: 1132.48, Border Penalty: 8728.97, Obstacle Penalty: -736.80
Episode 13: Reward = -1000.00, Avg Reward (100) = 4046.22, Epsilon = 0.992, Avg Loss = 632.2179, Max Q-Value = 507.38, Steps = 1, Reward Breakdown -> Delta_x Reward: 0.00, Border Penalty: 100.00, Obstacle Penalty: -50.00
