Episode 1: Reward = 50041.14, Avg Reward (100) = 0.00, Epsilon = 0.500, Avg Loss = 0.0000, Max Q-Value = 1.79, Steps = 12, Reward Breakdown -> Delta_x Reward: 68889.75, Border Penalty: 287.35, Obstacle Penalty: 2872.84
Episode 2: Reward = 500.00, Avg Reward (100) = 50041.14, Epsilon = 0.500, Avg Loss = 0.0000, Max Q-Value = 1.80, Steps = 2, Reward Breakdown -> Delta_x Reward: 3600.00, Border Penalty: 150.00, Obstacle Penalty: 400.00
Episode 3: Reward = 16034.79, Avg Reward (100) = 25270.57, Epsilon = 0.500, Avg Loss = 0.0000, Max Q-Value = 1.79, Steps = 10, Reward Breakdown -> Delta_x Reward: 29907.91, Border Penalty: 280.97, Obstacle Penalty: 2516.84
Episode 4: Reward = 3945.50, Avg Reward (100) = 22191.98, Epsilon = 0.500, Avg Loss = 0.0000, Max Q-Value = 1.81, Steps = 9, Reward Breakdown -> Delta_x Reward: 16200.00, Border Penalty: 156.41, Obstacle Penalty: 2722.46
Episode 5: Reward = 1100.00, Avg Reward (100) = 17630.36, Epsilon = 0.500, Avg Loss = 0.0000, Max Q-Value = 1.79, Steps = 3, Reward Breakdown -> Delta_x Reward: 5400.00, Border Penalty: 150.00, Obstacle Penalty: 600.00
Episode 6: Reward = 2300.00, Avg Reward (100) = 14324.29, Epsilon = 0.500, Avg Loss = 0.0000, Max Q-Value = 1.80, Steps = 5, Reward Breakdown -> Delta_x Reward: 9000.00, Border Penalty: 150.00, Obstacle Penalty: 1000.00
Episode 7: Reward = -100.00, Avg Reward (100) = 12320.24, Epsilon = 0.500, Avg Loss = 0.0000, Max Q-Value = 1.79, Steps = 1, Reward Breakdown -> Delta_x Reward: 1800.00, Border Penalty: 150.00, Obstacle Penalty: 200.00
Episode 8: Reward = 26610.39, Avg Reward (100) = 10545.92, Epsilon = 0.500, Avg Loss = 0.0000, Max Q-Value = 1.80, Steps = 15, Reward Breakdown -> Delta_x Reward: 46305.07, Border Penalty: 321.68, Obstacle Penalty: 3532.96
Episode 9: Reward = 8159.33, Avg Reward (100) = 12553.98, Epsilon = 0.500, Avg Loss = 678.2930, Max Q-Value = 1.82, Steps = 10, Reward Breakdown -> Delta_x Reward: 21989.18, Border Penalty: 910.43, Obstacle Penalty: 2503.10
Episode 10: Reward = 1100.00, Avg Reward (100) = 12065.68, Epsilon = 0.500, Avg Loss = 1589.8674, Max Q-Value = 1.91, Steps = 3, Reward Breakdown -> Delta_x Reward: 5400.00, Border Penalty: 150.00, Obstacle Penalty: 600.00
Episode 11: Reward = 500.00, Avg Reward (100) = 10969.11, Epsilon = 0.500, Avg Loss = 1520.8417, Max Q-Value = 1.94, Steps = 2, Reward Breakdown -> Delta_x Reward: 3600.00, Border Penalty: 150.00, Obstacle Penalty: 400.00
Episode 12: Reward = 2900.00, Avg Reward (100) = 10017.38, Epsilon = 0.500, Avg Loss = 1495.3613, Max Q-Value = 2.05, Steps = 6, Reward Breakdown -> Delta_x Reward: 10800.00, Border Penalty: 150.00, Obstacle Penalty: 1200.00
Episode 13: Reward = 4804.45, Avg Reward (100) = 9424.26, Epsilon = 0.499, Avg Loss = 1420.2438, Max Q-Value = 2.23, Steps = 10, Reward Breakdown -> Delta_x Reward: 18000.00, Border Penalty: 178.03, Obstacle Penalty: 2426.86
Episode 14: Reward = 7298.09, Avg Reward (100) = 9068.89, Epsilon = 0.499, Avg Loss = 1337.0760, Max Q-Value = 2.44, Steps = 11, Reward Breakdown -> Delta_x Reward: 22884.35, Border Penalty: 1492.54, Obstacle Penalty: 2660.35
Episode 15: Reward = 5390.12, Avg Reward (100) = 8942.41, Epsilon = 0.499, Avg Loss = 1370.3691, Max Q-Value = 2.69, Steps = 11, Reward Breakdown -> Delta_x Reward: 19800.00, Border Penalty: 175.56, Obstacle Penalty: 2782.10
Episode 16: Reward = 15164.31, Avg Reward (100) = 8705.59, Epsilon = 0.499, Avg Loss = 1167.6557, Max Q-Value = 3.04, Steps = 21, Reward Breakdown -> Delta_x Reward: 43889.90, Border Penalty: 1845.22, Obstacle Penalty: 5442.17
Episode 17: Reward = 1100.00, Avg Reward (100) = 9109.26, Epsilon = 0.499, Avg Loss = 1018.8460, Max Q-Value = 3.10, Steps = 3, Reward Breakdown -> Delta_x Reward: 5400.00, Border Penalty: 150.00, Obstacle Penalty: 600.00
