Training Log
20241120_183205
-----------
Configuration: c:\Users\rasmu\OneDrive\Skrivebord\Dev\NN cartrack\config.py

Training Metrics
---------------
Configuration Items
--------------------
torch: <module 'torch' from 'C:\\Users\\rasmu\\OneDrive\\Skrivebord\\Dev\\NN cartrack\\.venv\\lib\\site-packages\\torch\\__init__.py'>
np: <module 'numpy' from 'C:\\Users\\rasmu\\OneDrive\\Skrivebord\\Dev\\NN cartrack\\.venv\\lib\\site-packages\\numpy\\__init__.py'>
DEVICE: cuda
TRACK_LENGTH: 300
TRACK_WIDTH: 50
MAX_TIMESTEPS: 1100
BORDER_THRESHOLD: 10.0
OBSTACLE_THRESHOLD: 1.0
OBSTACLES: [{'center': array([150.,  25.], dtype=float32), 'size': array([50., 30.], dtype=float32)}, {'center': array([225.,  45.], dtype=float32), 'size': array([30., 20.], dtype=float32)}, {'center': array([225.,   5.], dtype=float32), 'size': array([30., 20.], dtype=float32)}]
LEARNING_RATE: 0.0005
BATCH_SIZE: 64
GAMMA: 0.98
EPS_START: 1.0
EPS_END: 0.1
EPS_DECAY: 1500
TARGET_UPDATE: 5
MEMORY_CAPACITY: 30000
NUM_EPISODES: 1500
MAX_SPEED: 4.0
ACCELERATION: 0.9
STEERING: 0.8
HIDDEN_LAYERS: {256, 128}
REWARD_GOAL: 200000
PENALTY_OFF_TRACK: -1000
PENALTY_OBSTACLE: -90
PENALTY_BORDER: 3000
PENALTY_BACKWARDS: -100
PENALTY_TIME_LIMIT: -25
DELTA_X_REWARD_FACTOR: 250
TIME_PENALTY: -1
STATE_SIZE: 12
ACTION_SIZE: 4
PROCENTAGE_TO_DRAW: 0.9
DRAW_BEST_TRAJECTORIES: 1351

Training Progress
-----------------
Episode 1: Reward = -1245.00, Avg Reward (100) = 0.00, Epsilon = 0.999, Avg Loss = 0.0000, Max Q-Value = 15.84, Steps = 6, Reward Breakdown -> Delta_x Reward: 0.00, Border Penalty: 100.00, Obstacle Penalty: -300.00
Episode 2: Reward = -1000.00, Avg Reward (100) = -1245.00, Epsilon = 0.999, Avg Loss = 0.0000, Max Q-Value = 15.78, Steps = 1, Reward Breakdown -> Delta_x Reward: 0.00, Border Penalty: 100.00, Obstacle Penalty: -50.00
Episode 3: Reward = -43270.78, Avg Reward (100) = -1122.50, Epsilon = 0.998, Avg Loss = 0.0000, Max Q-Value = 16.23, Steps = 39, Reward Breakdown -> Delta_x Reward: 5012.22, Border Penalty: -77938.83, Obstacle Penalty: -2100.00
Episode 4: Reward = -1000.00, Avg Reward (100) = -15171.93, Epsilon = 0.998, Avg Loss = 0.0000, Max Q-Value = 15.78, Steps = 1, Reward Breakdown -> Delta_x Reward: 0.00, Border Penalty: 100.00, Obstacle Penalty: -50.00
Episode 5: Reward = -1000.00, Avg Reward (100) = -11628.94, Epsilon = 0.997, Avg Loss = 0.0000, Max Q-Value = 15.78, Steps = 1, Reward Breakdown -> Delta_x Reward: 0.00, Border Penalty: 100.00, Obstacle Penalty: -50.00
Episode 6: Reward = -1098.00, Avg Reward (100) = -9503.16, Epsilon = 0.996, Avg Loss = 0.0000, Max Q-Value = 15.80, Steps = 3, Reward Breakdown -> Delta_x Reward: 0.00, Border Penalty: 100.00, Obstacle Penalty: -150.00
Episode 7: Reward = -64923.81, Avg Reward (100) = -8102.30, Epsilon = 0.996, Avg Loss = 627.6366, Max Q-Value = 184.09, Steps = 41, Reward Breakdown -> Delta_x Reward: 5039.41, Border Penalty: -103404.33, Obstacle Penalty: -2260.54
Episode 8: Reward = 2023.21, Avg Reward (100) = -16219.66, Epsilon = 0.995, Avg Loss = 1102.2173, Max Q-Value = 211.14, Steps = 25, Reward Breakdown -> Delta_x Reward: 3199.21, Border Penalty: 1100.00, Obstacle Penalty: -1250.00
Episode 9: Reward = -43971.51, Avg Reward (100) = -13939.30, Epsilon = 0.995, Avg Loss = 1038.3703, Max Q-Value = 170.38, Steps = 42, Reward Breakdown -> Delta_x Reward: 11651.31, Border Penalty: -82108.94, Obstacle Penalty: -2561.73
Episode 10: Reward = -1000.00, Avg Reward (100) = -17276.21, Epsilon = 0.994, Avg Loss = 1900.9553, Max Q-Value = 174.57, Steps = 1, Reward Breakdown -> Delta_x Reward: 0.00, Border Penalty: 100.00, Obstacle Penalty: -50.00
Episode 11: Reward = -1000.00, Avg Reward (100) = -15648.59, Epsilon = 0.993, Avg Loss = 2096.7480, Max Q-Value = 171.17, Steps = 1, Reward Breakdown -> Delta_x Reward: 0.00, Border Penalty: 100.00, Obstacle Penalty: -50.00
