Episode 1: Reward = -100.00, Avg Reward (100) = 0.00, Epsilon = 0.500, Avg Loss = 0.0000, Max Q-Value = 1.78, Steps = 1, Reward Breakdown -> Delta_x Reward: 1800.00, Border Penalty: 150.00, Obstacle Penalty: 200.00
Episode 2: Reward = -100.00, Avg Reward (100) = -100.00, Epsilon = 0.500, Avg Loss = 0.0000, Max Q-Value = 1.78, Steps = 1, Reward Breakdown -> Delta_x Reward: 1800.00, Border Penalty: 150.00, Obstacle Penalty: 200.00
Episode 3: Reward = -100.00, Avg Reward (100) = -100.00, Epsilon = 0.500, Avg Loss = 0.0000, Max Q-Value = 1.78, Steps = 1, Reward Breakdown -> Delta_x Reward: 1800.00, Border Penalty: 150.00, Obstacle Penalty: 200.00
Episode 4: Reward = -100.00, Avg Reward (100) = -100.00, Epsilon = 0.500, Avg Loss = 0.0000, Max Q-Value = 1.78, Steps = 1, Reward Breakdown -> Delta_x Reward: 1800.00, Border Penalty: 150.00, Obstacle Penalty: 200.00
Episode 5: Reward = -100.00, Avg Reward (100) = -100.00, Epsilon = 0.500, Avg Loss = 0.0000, Max Q-Value = 1.78, Steps = 1, Reward Breakdown -> Delta_x Reward: 1800.00, Border Penalty: 150.00, Obstacle Penalty: 200.00
Episode 6: Reward = -100.00, Avg Reward (100) = -100.00, Epsilon = 0.500, Avg Loss = 0.0000, Max Q-Value = 1.78, Steps = 1, Reward Breakdown -> Delta_x Reward: 1800.00, Border Penalty: 150.00, Obstacle Penalty: 200.00
Episode 7: Reward = -100.00, Avg Reward (100) = -100.00, Epsilon = 0.499, Avg Loss = 0.0000, Max Q-Value = 1.78, Steps = 1, Reward Breakdown -> Delta_x Reward: 1800.00, Border Penalty: 150.00, Obstacle Penalty: 200.00
Episode 8: Reward = -100.00, Avg Reward (100) = -100.00, Epsilon = 0.499, Avg Loss = 0.0000, Max Q-Value = 1.78, Steps = 1, Reward Breakdown -> Delta_x Reward: 1800.00, Border Penalty: 150.00, Obstacle Penalty: 200.00
Episode 9: Reward = 2044.43, Avg Reward (100) = -100.00, Epsilon = 0.499, Avg Loss = 0.0000, Max Q-Value = 1.78, Steps = 3, Reward Breakdown -> Delta_x Reward: 6494.43, Border Penalty: 300.00, Obstacle Penalty: 600.00
Episode 10: Reward = 10671.87, Avg Reward (100) = 138.27, Epsilon = 0.499, Avg Loss = 0.0000, Max Q-Value = 1.80, Steps = 9, Reward Breakdown -> Delta_x Reward: 22621.87, Border Penalty: 600.00, Obstacle Penalty: 1800.00
Episode 11: Reward = -100.00, Avg Reward (100) = 1191.63, Epsilon = 0.499, Avg Loss = 0.0000, Max Q-Value = 1.78, Steps = 1, Reward Breakdown -> Delta_x Reward: 1800.00, Border Penalty: 150.00, Obstacle Penalty: 200.00
Episode 12: Reward = -100.00, Avg Reward (100) = 1074.21, Epsilon = 0.499, Avg Loss = 0.0000, Max Q-Value = 1.78, Steps = 1, Reward Breakdown -> Delta_x Reward: 1800.00, Border Penalty: 150.00, Obstacle Penalty: 200.00
Episode 13: Reward = 1700.00, Avg Reward (100) = 976.36, Epsilon = 0.499, Avg Loss = 0.0000, Max Q-Value = 1.79, Steps = 4, Reward Breakdown -> Delta_x Reward: 7200.00, Border Penalty: 150.00, Obstacle Penalty: 800.00
Episode 14: Reward = -100.00, Avg Reward (100) = 1032.02, Epsilon = 0.499, Avg Loss = 0.0000, Max Q-Value = 1.78, Steps = 1, Reward Breakdown -> Delta_x Reward: 1800.00, Border Penalty: 150.00, Obstacle Penalty: 200.00
Episode 15: Reward = 33792.98, Avg Reward (100) = 951.16, Epsilon = 0.499, Avg Loss = 0.0000, Max Q-Value = 1.78, Steps = 19, Reward Breakdown -> Delta_x Reward: 60036.00, Border Penalty: 1297.12, Obstacle Penalty: 5449.27
Episode 16: Reward = 500.00, Avg Reward (100) = 3140.62, Epsilon = 0.499, Avg Loss = 0.0000, Max Q-Value = 1.80, Steps = 2, Reward Breakdown -> Delta_x Reward: 3600.00, Border Penalty: 150.00, Obstacle Penalty: 400.00
Episode 17: Reward = -100.00, Avg Reward (100) = 2975.58, Epsilon = 0.499, Avg Loss = 0.0000, Max Q-Value = 1.78, Steps = 1, Reward Breakdown -> Delta_x Reward: 1800.00, Border Penalty: 150.00, Obstacle Penalty: 200.00
Episode 18: Reward = -100.00, Avg Reward (100) = 2794.66, Epsilon = 0.499, Avg Loss = 0.0000, Max Q-Value = 1.78, Steps = 1, Reward Breakdown -> Delta_x Reward: 1800.00, Border Penalty: 150.00, Obstacle Penalty: 200.00
Episode 19: Reward = -100.00, Avg Reward (100) = 2633.85, Epsilon = 0.498, Avg Loss = 0.0000, Max Q-Value = 1.78, Steps = 1, Reward Breakdown -> Delta_x Reward: 1800.00, Border Penalty: 150.00, Obstacle Penalty: 200.00
Episode 20: Reward = 2644.43, Avg Reward (100) = 2489.96, Epsilon = 0.498, Avg Loss = 0.0000, Max Q-Value = 1.78, Steps = 4, Reward Breakdown -> Delta_x Reward: 8294.43, Border Penalty: 300.00, Obstacle Penalty: 800.00
Episode 21: Reward = -100.00, Avg Reward (100) = 2497.68, Epsilon = 0.498, Avg Loss = 0.0000, Max Q-Value = 1.78, Steps = 1, Reward Breakdown -> Delta_x Reward: 1800.00, Border Penalty: 150.00, Obstacle Penalty: 200.00
Episode 22: Reward = -100.00, Avg Reward (100) = 2373.99, Epsilon = 0.498, Avg Loss = 0.0000, Max Q-Value = 1.78, Steps = 1, Reward Breakdown -> Delta_x Reward: 1800.00, Border Penalty: 150.00, Obstacle Penalty: 200.00
Episode 23: Reward = -100.00, Avg Reward (100) = 2261.53, Epsilon = 0.498, Avg Loss = 0.0000, Max Q-Value = 1.78, Steps = 1, Reward Breakdown -> Delta_x Reward: 1800.00, Border Penalty: 150.00, Obstacle Penalty: 200.00
Episode 24: Reward = 15761.92, Avg Reward (100) = 2158.86, Epsilon = 0.498, Avg Loss = 650.6643, Max Q-Value = 1.88, Steps = 14, Reward Breakdown -> Delta_x Reward: 35158.07, Border Penalty: 900.00, Obstacle Penalty: 4146.15
Episode 25: Reward = 500.00, Avg Reward (100) = 2725.65, Epsilon = 0.498, Avg Loss = 951.1195, Max Q-Value = 1.74, Steps = 2, Reward Breakdown -> Delta_x Reward: 3600.00, Border Penalty: 150.00, Obstacle Penalty: 400.00
Episode 26: Reward = 2944.43, Avg Reward (100) = 2636.62, Epsilon = 0.498, Avg Loss = 980.3792, Max Q-Value = 1.72, Steps = 5, Reward Breakdown -> Delta_x Reward: 10094.43, Border Penalty: 600.00, Obstacle Penalty: 1000.00
Episode 27: Reward = -100.00, Avg Reward (100) = 2648.46, Epsilon = 0.498, Avg Loss = 885.1298, Max Q-Value = 1.70, Steps = 1, Reward Breakdown -> Delta_x Reward: 1800.00, Border Penalty: 150.00, Obstacle Penalty: 200.00
Episode 28: Reward = 500.00, Avg Reward (100) = 2546.67, Epsilon = 0.498, Avg Loss = 886.9654, Max Q-Value = 1.70, Steps = 2, Reward Breakdown -> Delta_x Reward: 3600.00, Border Penalty: 150.00, Obstacle Penalty: 400.00
Episode 29: Reward = -100.00, Avg Reward (100) = 2473.57, Epsilon = 0.498, Avg Loss = 746.0895, Max Q-Value = 1.69, Steps = 1, Reward Breakdown -> Delta_x Reward: 1800.00, Border Penalty: 150.00, Obstacle Penalty: 200.00
Episode 30: Reward = -100.00, Avg Reward (100) = 2384.83, Epsilon = 0.498, Avg Loss = 894.8321, Max Q-Value = 1.68, Steps = 1, Reward Breakdown -> Delta_x Reward: 1800.00, Border Penalty: 150.00, Obstacle Penalty: 200.00
Episode 31: Reward = 2044.43, Avg Reward (100) = 2302.00, Epsilon = 0.498, Avg Loss = 860.3984, Max Q-Value = 1.67, Steps = 3, Reward Breakdown -> Delta_x Reward: 6494.43, Border Penalty: 300.00, Obstacle Penalty: 600.00
