Episode 1: Reward = -82.36, Avg Reward (100) = 0.00, Epsilon = 0.500, Avg Loss = 0.0000, Max Q-Value = 1.00, Steps = 10, Reward Breakdown -> Delta_x Reward: 1015.58, Border Penalty: 271.19, Obstacle Penalty: 0.00
Episode 2: Reward = -323.30, Avg Reward (100) = -82.36, Epsilon = 0.500, Avg Loss = 0.0000, Max Q-Value = 1.01, Steps = 9, Reward Breakdown -> Delta_x Reward: 643.28, Border Penalty: 208.12, Obstacle Penalty: 0.00
Episode 3: Reward = -270.60, Avg Reward (100) = -202.83, Epsilon = 0.500, Avg Loss = 0.0000, Max Q-Value = 0.93, Steps = 5, Reward Breakdown -> Delta_x Reward: 280.40, Border Penalty: 2.00, Obstacle Penalty: 0.00
Episode 4: Reward = -450.00, Avg Reward (100) = -225.42, Epsilon = 0.500, Avg Loss = 0.0000, Max Q-Value = 1.05, Steps = 8, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 153.14, Obstacle Penalty: 0.00
Episode 5: Reward = -300.00, Avg Reward (100) = -281.56, Epsilon = 0.500, Avg Loss = 0.0000, Max Q-Value = 0.95, Steps = 5, Reward Breakdown -> Delta_x Reward: 250.00, Border Penalty: 1.00, Obstacle Penalty: 0.00
Episode 6: Reward = -200.00, Avg Reward (100) = -285.25, Epsilon = 0.500, Avg Loss = 0.0000, Max Q-Value = 0.89, Steps = 3, Reward Breakdown -> Delta_x Reward: 150.00, Border Penalty: 1.00, Obstacle Penalty: 0.00
Episode 7: Reward = -100.00, Avg Reward (100) = -271.04, Epsilon = 0.499, Avg Loss = 0.0000, Max Q-Value = 0.88, Steps = 1, Reward Breakdown -> Delta_x Reward: 50.00, Border Penalty: 1.00, Obstacle Penalty: 0.00
Episode 8: Reward = -434.28, Avg Reward (100) = -246.61, Epsilon = 0.499, Avg Loss = 0.0000, Max Q-Value = 1.00, Steps = 12, Reward Breakdown -> Delta_x Reward: 833.17, Border Penalty: 193.78, Obstacle Penalty: 0.00
Episode 9: Reward = -166.00, Avg Reward (100) = -270.07, Epsilon = 0.499, Avg Loss = 0.0000, Max Q-Value = 1.00, Steps = 10, Reward Breakdown -> Delta_x Reward: 934.67, Border Penalty: 31.88, Obstacle Penalty: 0.00
Episode 10: Reward = -150.00, Avg Reward (100) = -258.50, Epsilon = 0.499, Avg Loss = 45.4045, Max Q-Value = 0.88, Steps = 2, Reward Breakdown -> Delta_x Reward: 100.00, Border Penalty: 1.00, Obstacle Penalty: 0.00
Episode 11: Reward = -150.00, Avg Reward (100) = -247.65, Epsilon = 0.499, Avg Loss = 46.1918, Max Q-Value = 0.87, Steps = 2, Reward Breakdown -> Delta_x Reward: 100.00, Border Penalty: 1.00, Obstacle Penalty: 0.00
Episode 12: Reward = -420.60, Avg Reward (100) = -238.78, Epsilon = 0.499, Avg Loss = 47.0989, Max Q-Value = 0.93, Steps = 8, Reward Breakdown -> Delta_x Reward: 430.40, Border Penalty: 2.00, Obstacle Penalty: 0.00
Episode 13: Reward = -431.20, Avg Reward (100) = -253.93, Epsilon = 0.499, Avg Loss = 46.0066, Max Q-Value = 0.93, Steps = 15, Reward Breakdown -> Delta_x Reward: 1128.70, Border Penalty: 416.05, Obstacle Penalty: 0.00
Episode 14: Reward = -350.00, Avg Reward (100) = -267.56, Epsilon = 0.499, Avg Loss = 44.6119, Max Q-Value = 0.84, Steps = 6, Reward Breakdown -> Delta_x Reward: 300.00, Border Penalty: 1.00, Obstacle Penalty: 0.00
Episode 15: Reward = -485.28, Avg Reward (100) = -273.45, Epsilon = 0.499, Avg Loss = 45.9033, Max Q-Value = 0.90, Steps = 13, Reward Breakdown -> Delta_x Reward: 865.72, Border Penalty: 412.75, Obstacle Penalty: 0.00
Episode 16: Reward = -250.00, Avg Reward (100) = -287.57, Epsilon = 0.499, Avg Loss = 46.2853, Max Q-Value = 0.73, Steps = 4, Reward Breakdown -> Delta_x Reward: 200.00, Border Penalty: 1.00, Obstacle Penalty: 0.00
Episode 17: Reward = -150.00, Avg Reward (100) = -285.23, Epsilon = 0.499, Avg Loss = 44.5215, Max Q-Value = 0.73, Steps = 2, Reward Breakdown -> Delta_x Reward: 100.00, Border Penalty: 1.00, Obstacle Penalty: 0.00
Episode 18: Reward = -852.19, Avg Reward (100) = -277.27, Epsilon = 0.499, Avg Loss = 45.9094, Max Q-Value = 0.84, Steps = 18, Reward Breakdown -> Delta_x Reward: 1010.81, Border Penalty: 90.47, Obstacle Penalty: 0.00
Episode 19: Reward = -450.00, Avg Reward (100) = -309.21, Epsilon = 0.498, Avg Loss = 45.8422, Max Q-Value = 0.82, Steps = 8, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 153.14, Obstacle Penalty: 0.00
