Episode 1: Reward = 6528.19, Avg Reward (100) = 0.00, Epsilon = 0.500, Avg Loss = 0.0000, Max Q-Value = 0.46, Steps = 12, Reward Breakdown -> Delta_x Reward: 8256.10, Border Penalty: 270.45, Obstacle Penalty: 700.00
Episode 2: Reward = 2939.06, Avg Reward (100) = 6528.19, Epsilon = 0.500, Avg Loss = 0.0000, Max Q-Value = 0.47, Steps = 11, Reward Breakdown -> Delta_x Reward: 4813.76, Border Penalty: 900.00, Obstacle Penalty: 624.70
Episode 3: Reward = 7055.39, Avg Reward (100) = 4733.63, Epsilon = 0.500, Avg Loss = 0.0000, Max Q-Value = 0.46, Steps = 14, Reward Breakdown -> Delta_x Reward: 8839.32, Border Penalty: 231.37, Obstacle Penalty: 766.13
Episode 4: Reward = 1260.00, Avg Reward (100) = 5507.55, Epsilon = 0.500, Avg Loss = 0.0000, Max Q-Value = 0.46, Steps = 5, Reward Breakdown -> Delta_x Reward: 2000.00, Border Penalty: 150.00, Obstacle Penalty: 250.00
Episode 5: Reward = -100.00, Avg Reward (100) = 4445.66, Epsilon = 0.500, Avg Loss = 0.0000, Max Q-Value = 0.46, Steps = 1, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 150.00, Obstacle Penalty: 50.00
Episode 6: Reward = 920.00, Avg Reward (100) = 3536.53, Epsilon = 0.500, Avg Loss = 0.0000, Max Q-Value = 0.46, Steps = 4, Reward Breakdown -> Delta_x Reward: 1600.00, Border Penalty: 150.00, Obstacle Penalty: 200.00
Episode 7: Reward = 6673.61, Avg Reward (100) = 3100.44, Epsilon = 0.500, Avg Loss = 0.0000, Max Q-Value = 0.46, Steps = 12, Reward Breakdown -> Delta_x Reward: 8781.62, Border Penalty: 300.63, Obstacle Penalty: 707.40
Episode 8: Reward = 4354.24, Avg Reward (100) = 3610.89, Epsilon = 0.500, Avg Loss = 288.2137, Max Q-Value = 0.48, Steps = 11, Reward Breakdown -> Delta_x Reward: 6057.79, Border Penalty: 476.23, Obstacle Penalty: 663.90
Episode 9: Reward = 4079.93, Avg Reward (100) = 3703.81, Epsilon = 0.500, Avg Loss = 438.4896, Max Q-Value = 0.63, Steps = 12, Reward Breakdown -> Delta_x Reward: 6203.78, Border Penalty: 797.33, Obstacle Penalty: 738.70
Episode 10: Reward = 3340.76, Avg Reward (100) = 3745.60, Epsilon = 0.500, Avg Loss = 435.1296, Max Q-Value = 0.78, Steps = 9, Reward Breakdown -> Delta_x Reward: 4905.62, Border Penalty: 194.66, Obstacle Penalty: 550.00
Episode 11: Reward = 580.00, Avg Reward (100) = 3705.12, Epsilon = 0.499, Avg Loss = 432.9767, Max Q-Value = 0.89, Steps = 3, Reward Breakdown -> Delta_x Reward: 1200.00, Border Penalty: 150.00, Obstacle Penalty: 150.00
Episode 12: Reward = 3547.72, Avg Reward (100) = 3421.02, Epsilon = 0.499, Avg Loss = 419.9310, Max Q-Value = 0.94, Steps = 12, Reward Breakdown -> Delta_x Reward: 5579.18, Border Penalty: 996.36, Obstacle Penalty: 728.13
Episode 13: Reward = -100.00, Avg Reward (100) = 3431.57, Epsilon = 0.499, Avg Loss = 411.7547, Max Q-Value = 1.05, Steps = 1, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 150.00, Obstacle Penalty: 50.00
Episode 14: Reward = 4522.67, Avg Reward (100) = 3159.91, Epsilon = 0.499, Avg Loss = 411.3112, Max Q-Value = 1.10, Steps = 10, Reward Breakdown -> Delta_x Reward: 6621.63, Border Penalty: 246.19, Obstacle Penalty: 595.40
Episode 15: Reward = 3128.18, Avg Reward (100) = 3257.25, Epsilon = 0.499, Avg Loss = 408.0021, Max Q-Value = 1.20, Steps = 10, Reward Breakdown -> Delta_x Reward: 4945.78, Border Penalty: 933.28, Obstacle Penalty: 595.40
Episode 16: Reward = 833.37, Avg Reward (100) = 3248.65, Epsilon = 0.499, Avg Loss = 400.9483, Max Q-Value = 1.32, Steps = 4, Reward Breakdown -> Delta_x Reward: 1813.37, Border Penalty: 450.00, Obstacle Penalty: 200.00
Episode 17: Reward = 3476.89, Avg Reward (100) = 3097.69, Epsilon = 0.499, Avg Loss = 403.2982, Max Q-Value = 1.38, Steps = 12, Reward Breakdown -> Delta_x Reward: 5763.94, Border Penalty: 1287.73, Obstacle Penalty: 700.00
Episode 18: Reward = 7211.05, Avg Reward (100) = 3120.00, Epsilon = 0.499, Avg Loss = 402.0308, Max Q-Value = 1.54, Steps = 17, Reward Breakdown -> Delta_x Reward: 9043.67, Border Penalty: 264.82, Obstacle Penalty: 967.36
Episode 19: Reward = -100.00, Avg Reward (100) = 3347.28, Epsilon = 0.499, Avg Loss = 411.3190, Max Q-Value = 1.66, Steps = 1, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 150.00, Obstacle Penalty: 50.00
Episode 20: Reward = 240.00, Avg Reward (100) = 3165.84, Epsilon = 0.499, Avg Loss = 391.2259, Max Q-Value = 1.68, Steps = 2, Reward Breakdown -> Delta_x Reward: 800.00, Border Penalty: 150.00, Obstacle Penalty: 100.00
Episode 21: Reward = -100.00, Avg Reward (100) = 3019.55, Epsilon = 0.499, Avg Loss = 409.2660, Max Q-Value = 1.69, Steps = 1, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 150.00, Obstacle Penalty: 50.00
Episode 22: Reward = 4415.60, Avg Reward (100) = 2871.00, Epsilon = 0.499, Avg Loss = 387.6555, Max Q-Value = 1.76, Steps = 12, Reward Breakdown -> Delta_x Reward: 5936.09, Border Penalty: 316.26, Obstacle Penalty: 687.23
Episode 23: Reward = 3099.73, Avg Reward (100) = 2941.21, Epsilon = 0.499, Avg Loss = 392.6498, Max Q-Value = 1.90, Steps = 10, Reward Breakdown -> Delta_x Reward: 4602.09, Border Penalty: 290.71, Obstacle Penalty: 600.00
Episode 24: Reward = -100.00, Avg Reward (100) = 2948.10, Epsilon = 0.499, Avg Loss = 347.2927, Max Q-Value = 1.97, Steps = 1, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 150.00, Obstacle Penalty: 50.00
Episode 25: Reward = 8113.62, Avg Reward (100) = 2821.10, Epsilon = 0.499, Avg Loss = 382.6108, Max Q-Value = 2.13, Steps = 23, Reward Breakdown -> Delta_x Reward: 11054.97, Border Penalty: 1356.73, Obstacle Penalty: 1200.00
Episode 26: Reward = 3842.52, Avg Reward (100) = 3032.80, Epsilon = 0.499, Avg Loss = 385.0062, Max Q-Value = 2.34, Steps = 11, Reward Breakdown -> Delta_x Reward: 5285.06, Border Penalty: 228.85, Obstacle Penalty: 652.78
Episode 27: Reward = 240.00, Avg Reward (100) = 3063.94, Epsilon = 0.499, Avg Loss = 422.2068, Max Q-Value = 2.43, Steps = 2, Reward Breakdown -> Delta_x Reward: 800.00, Border Penalty: 150.00, Obstacle Penalty: 100.00
Episode 28: Reward = 2620.00, Avg Reward (100) = 2959.35, Epsilon = 0.499, Avg Loss = 381.7555, Max Q-Value = 2.54, Steps = 9, Reward Breakdown -> Delta_x Reward: 3600.00, Border Penalty: 150.00, Obstacle Penalty: 450.00
Episode 29: Reward = 5949.46, Avg Reward (100) = 2947.23, Epsilon = 0.499, Avg Loss = 383.9313, Max Q-Value = 2.58, Steps = 14, Reward Breakdown -> Delta_x Reward: 8025.68, Border Penalty: 963.37, Obstacle Penalty: 800.00
Episode 30: Reward = 2640.10, Avg Reward (100) = 3050.76, Epsilon = 0.499, Avg Loss = 373.7705, Max Q-Value = 2.89, Steps = 13, Reward Breakdown -> Delta_x Reward: 5413.37, Border Penalty: 1714.90, Obstacle Penalty: 750.00
Episode 31: Reward = 1600.00, Avg Reward (100) = 3037.07, Epsilon = 0.498, Avg Loss = 368.1273, Max Q-Value = 3.01, Steps = 6, Reward Breakdown -> Delta_x Reward: 2400.00, Border Penalty: 150.00, Obstacle Penalty: 300.00
