Training Log
20241120_211912
-----------
Configuration: c:\Users\rasmu\OneDrive\Skrivebord\Dev\NN cartrack\config.py

Training Metrics
---------------
Configuration Items
--------------------
torch: <module 'torch' from 'C:\\Users\\rasmu\\OneDrive\\Skrivebord\\Dev\\NN cartrack\\.venv\\lib\\site-packages\\torch\\__init__.py'>
np: <module 'numpy' from 'C:\\Users\\rasmu\\OneDrive\\Skrivebord\\Dev\\NN cartrack\\.venv\\lib\\site-packages\\numpy\\__init__.py'>
DEVICE: cuda
TRACK_LENGTH: 300
TRACK_WIDTH: 50
MAX_TIMESTEPS: 1100
BORDER_THRESHOLD: 10.0
OBSTACLE_THRESHOLD: 1.0
OBSTACLES: [{'center': array([150.,  25.], dtype=float32), 'size': array([50., 30.], dtype=float32)}, {'center': array([225.,  45.], dtype=float32), 'size': array([30., 20.], dtype=float32)}, {'center': array([225.,   5.], dtype=float32), 'size': array([30., 20.], dtype=float32)}]
LEARNING_RATE: 0.0001
BATCH_SIZE: 64
GAMMA: 0.99
EPS_START: 1.0
EPS_END: 0.1
EPS_DECAY: 1000
TARGET_UPDATE: 10
MEMORY_CAPACITY: 30000
NUM_EPISODES: 1500
MAX_SPEED: 4.0
ACCELERATION: 0.9
STEERING: 0.8
HIDDEN_LAYERS: [256, 256, 128]
REWARD_GOAL: 100
PENALTY_OFF_TRACK: 100
PENALTY_OBSTACLE: 100
PENALTY_BORDER: 10
PENALTY_BACKWARDS: 50
PENALTY_TIME_LIMIT: 10
DELTA_X_REWARD_FACTOR: 200.0
TIME_PENALTY: 0.1
STATE_SIZE: 12
ACTION_SIZE: 4
PROCENTAGE_TO_DRAW: 0.9
DRAW_BEST_TRAJECTORIES: 1351

Training Progress
-----------------
Episode 1: Reward = 956.42, Avg Reward (100) = 0.00, Epsilon = 0.999, Avg Loss = 0.0000, Max Q-Value = 5.61, Steps = 13, Reward Breakdown -> Delta_x Reward: 2299.11, Border Penalty: 312.64, Obstacle Penalty: 850.00
Episode 2: Reward = -250.30, Avg Reward (100) = 956.42, Epsilon = 0.998, Avg Loss = 0.0000, Max Q-Value = 5.61, Steps = 4, Reward Breakdown -> Delta_x Reward: 0.00, Border Penalty: 50.00, Obstacle Penalty: 200.00
Episode 3: Reward = -100.00, Avg Reward (100) = 353.06, Epsilon = 0.997, Avg Loss = 0.0000, Max Q-Value = 5.59, Steps = 1, Reward Breakdown -> Delta_x Reward: 0.00, Border Penalty: 50.00, Obstacle Penalty: 50.00
Episode 4: Reward = -100.00, Avg Reward (100) = 202.04, Epsilon = 0.996, Avg Loss = 0.0000, Max Q-Value = 5.59, Steps = 1, Reward Breakdown -> Delta_x Reward: 0.00, Border Penalty: 50.00, Obstacle Penalty: 50.00
Episode 5: Reward = 9600.67, Avg Reward (100) = 126.53, Epsilon = 0.995, Avg Loss = 42.5879, Max Q-Value = 11.79, Steps = 59, Reward Breakdown -> Delta_x Reward: 15407.31, Border Penalty: 2330.89, Obstacle Penalty: 3429.86
Episode 6: Reward = -100.00, Avg Reward (100) = 2021.36, Epsilon = 0.995, Avg Loss = 170.0949, Max Q-Value = 20.85, Steps = 1, Reward Breakdown -> Delta_x Reward: 0.00, Border Penalty: 50.00, Obstacle Penalty: 50.00
Episode 7: Reward = 275.05, Avg Reward (100) = 1667.80, Epsilon = 0.994, Avg Loss = 151.8564, Max Q-Value = 48.12, Steps = 23, Reward Breakdown -> Delta_x Reward: 2280.60, Border Penalty: 712.93, Obstacle Penalty: 1400.00
Episode 8: Reward = -250.30, Avg Reward (100) = 1468.84, Epsilon = 0.993, Avg Loss = 144.4712, Max Q-Value = 53.81, Steps = 4, Reward Breakdown -> Delta_x Reward: 0.00, Border Penalty: 50.00, Obstacle Penalty: 200.00
Episode 9: Reward = 2465.35, Avg Reward (100) = 1253.94, Epsilon = 0.992, Avg Loss = 134.4267, Max Q-Value = 89.82, Steps = 24, Reward Breakdown -> Delta_x Reward: 4930.13, Border Penalty: 646.97, Obstacle Penalty: 1396.59
Episode 10: Reward = 6455.19, Avg Reward (100) = 1388.54, Epsilon = 0.991, Avg Loss = 157.0536, Max Q-Value = 241.84, Steps = 79, Reward Breakdown -> Delta_x Reward: 13887.15, Border Penalty: 3096.68, Obstacle Penalty: 4398.57
Episode 11: Reward = -100.00, Avg Reward (100) = 1895.21, Epsilon = 0.990, Avg Loss = 129.6799, Max Q-Value = 244.33, Steps = 1, Reward Breakdown -> Delta_x Reward: 0.00, Border Penalty: 50.00, Obstacle Penalty: 50.00
