Episode 1: Reward = -250.00, Avg Reward (100) = 0.00, Epsilon = 2500.000, Avg Loss = 0.0000, Max Q-Value = 1.84, Steps = 4, Reward Breakdown -> Delta_x Reward: 200.00, Border Penalty: 1.00, Obstacle Penalty: 0.00
Episode 2: Reward = -243.09, Avg Reward (100) = -250.00, Epsilon = 2500.000, Avg Loss = 0.0000, Max Q-Value = 1.83, Steps = 5, Reward Breakdown -> Delta_x Reward: 308.91, Border Penalty: 3.00, Obstacle Penalty: 0.00
Episode 3: Reward = -200.00, Avg Reward (100) = -246.54, Epsilon = 2500.000, Avg Loss = 0.0000, Max Q-Value = 1.82, Steps = 3, Reward Breakdown -> Delta_x Reward: 150.00, Border Penalty: 1.00, Obstacle Penalty: 0.00
Episode 4: Reward = -100.00, Avg Reward (100) = -231.03, Epsilon = 2500.000, Avg Loss = 0.0000, Max Q-Value = 1.81, Steps = 1, Reward Breakdown -> Delta_x Reward: 50.00, Border Penalty: 1.00, Obstacle Penalty: 0.00
Episode 5: Reward = 360.72, Avg Reward (100) = -198.27, Epsilon = 2500.000, Avg Loss = 0.0000, Max Q-Value = 1.81, Steps = 15, Reward Breakdown -> Delta_x Reward: 1971.35, Border Penalty: 147.50, Obstacle Penalty: 0.00
Episode 6: Reward = -100.00, Avg Reward (100) = -86.47, Epsilon = 2500.000, Avg Loss = 0.0000, Max Q-Value = 1.81, Steps = 1, Reward Breakdown -> Delta_x Reward: 50.00, Border Penalty: 1.00, Obstacle Penalty: 0.00
Episode 7: Reward = -100.00, Avg Reward (100) = -88.73, Epsilon = 2499.999, Avg Loss = 0.0000, Max Q-Value = 1.81, Steps = 1, Reward Breakdown -> Delta_x Reward: 50.00, Border Penalty: 1.00, Obstacle Penalty: 0.00
Episode 8: Reward = -100.00, Avg Reward (100) = -90.34, Epsilon = 2499.999, Avg Loss = 0.0000, Max Q-Value = 1.81, Steps = 1, Reward Breakdown -> Delta_x Reward: 50.00, Border Penalty: 1.00, Obstacle Penalty: 0.00
Episode 9: Reward = -150.00, Avg Reward (100) = -91.55, Epsilon = 2499.999, Avg Loss = 0.0000, Max Q-Value = 1.82, Steps = 2, Reward Breakdown -> Delta_x Reward: 100.00, Border Penalty: 1.00, Obstacle Penalty: 0.00
Episode 10: Reward = -100.00, Avg Reward (100) = -98.04, Epsilon = 2499.999, Avg Loss = 0.0000, Max Q-Value = 1.81, Steps = 1, Reward Breakdown -> Delta_x Reward: 50.00, Border Penalty: 1.00, Obstacle Penalty: 0.00
Episode 11: Reward = -200.00, Avg Reward (100) = -98.24, Epsilon = 2499.999, Avg Loss = 0.0000, Max Q-Value = 1.81, Steps = 3, Reward Breakdown -> Delta_x Reward: 150.00, Border Penalty: 1.00, Obstacle Penalty: 0.00
Episode 12: Reward = -220.60, Avg Reward (100) = -107.49, Epsilon = 2499.999, Avg Loss = 0.0000, Max Q-Value = 1.81, Steps = 4, Reward Breakdown -> Delta_x Reward: 230.40, Border Penalty: 2.00, Obstacle Penalty: 0.00
Episode 13: Reward = -161.18, Avg Reward (100) = -116.91, Epsilon = 2499.999, Avg Loss = 0.0000, Max Q-Value = 1.81, Steps = 20, Reward Breakdown -> Delta_x Reward: 1891.82, Border Penalty: 177.92, Obstacle Penalty: 0.00
Episode 14: Reward = 3508.06, Avg Reward (100) = -120.32, Epsilon = 2499.999, Avg Loss = 60.7744, Max Q-Value = 1.81, Steps = 49, Reward Breakdown -> Delta_x Reward: 8543.10, Border Penalty: 64.37, Obstacle Penalty: 0.00
