Training Log
20241121_200042
-----------
Configuration: c:\Users\rasmu\OneDrive\Skrivebord\Dev\NN cartrack\config.py

Training Metrics
---------------
Configuration Items
--------------------
torch: <module 'torch' from 'C:\\Users\\rasmu\\OneDrive\\Skrivebord\\Dev\\NN cartrack\\.venv\\lib\\site-packages\\torch\\__init__.py'>
np: <module 'numpy' from 'C:\\Users\\rasmu\\OneDrive\\Skrivebord\\Dev\\NN cartrack\\.venv\\lib\\site-packages\\numpy\\__init__.py'>
DEVICE: cuda
TRACK_LENGTH: 300
TRACK_WIDTH: 50
MAX_TIMESTEPS: 1100
BORDER_THRESHOLD: 10.0
OBSTACLE_THRESHOLD: 1.0
OBSTACLES: [{'center': array([150.,  25.], dtype=float32), 'size': array([50., 30.], dtype=float32)}, {'center': array([225.,  45.], dtype=float32), 'size': array([30., 20.], dtype=float32)}, {'center': array([225.,   5.], dtype=float32), 'size': array([30., 20.], dtype=float32)}]
LEARNING_RATE: 0.0001
BATCH_SIZE: 64
GAMMA: 0.99
EPS_START: 1.0
EPS_END: 0.1
EPS_DECAY: 1000
TARGET_UPDATE: 10
MEMORY_CAPACITY: 100000
NUM_EPISODES: 1500
MAX_SPEED: 4.0
ACCELERATION: 0.9
STEERING: 0.8
HIDDEN_LAYERS: [256, 256, 512, 512, 256, 256]
REWARD_GOAL: 10000
PENALTY_OFF_TRACK: 100
PENALTY_OBSTACLE: 100
PENALTY_BORDER: 10
PENALTY_BACKWARDS: 50
PENALTY_TIME_LIMIT: 10
DELTA_X_REWARD_FACTOR: 200.0
TIME_PENALTY: 1
STATE_SIZE: 12
ACTION_SIZE: 4
PROCENTAGE_TO_DRAW: 0.9
DRAW_BEST_TRAJECTORIES: 1351

Training Progress
-----------------
Episode 1: Reward = 3802.71, Avg Reward (100) = 0.00, Epsilon = 0.999, Avg Loss = 0.0000, Max Q-Value = 0.24, Steps = 23, Reward Breakdown -> Delta_x Reward: 6103.04, Border Penalty: 902.76, Obstacle Penalty: 1300.00
Episode 2: Reward = 943.00, Avg Reward (100) = 3802.71, Epsilon = 0.998, Avg Loss = 0.0000, Max Q-Value = 0.18, Steps = 8, Reward Breakdown -> Delta_x Reward: 1600.00, Border Penalty: 50.00, Obstacle Penalty: 400.00
Episode 3: Reward = 49.00, Avg Reward (100) = 2372.85, Epsilon = 0.997, Avg Loss = 0.0000, Max Q-Value = 0.19, Steps = 2, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 50.00, Obstacle Penalty: 100.00
Episode 4: Reward = -100.00, Avg Reward (100) = 1598.24, Epsilon = 0.996, Avg Loss = 0.0000, Max Q-Value = 0.18, Steps = 1, Reward Breakdown -> Delta_x Reward: 200.00, Border Penalty: 50.00, Obstacle Penalty: 50.00
Episode 5: Reward = 700.68, Avg Reward (100) = 1173.68, Epsilon = 0.995, Avg Loss = 0.0000, Max Q-Value = 0.18, Steps = 7, Reward Breakdown -> Delta_x Reward: 1506.68, Border Penalty: 250.00, Obstacle Penalty: 350.00
Episode 6: Reward = 2155.94, Avg Reward (100) = 1079.08, Epsilon = 0.995, Avg Loss = 0.0000, Max Q-Value = 0.19, Steps = 15, Reward Breakdown -> Delta_x Reward: 3619.94, Border Penalty: 500.00, Obstacle Penalty: 750.00
Episode 7: Reward = 49.00, Avg Reward (100) = 1258.55, Epsilon = 0.994, Avg Loss = 0.0000, Max Q-Value = 0.19, Steps = 2, Reward Breakdown -> Delta_x Reward: 400.00, Border Penalty: 50.00, Obstacle Penalty: 100.00
Episode 8: Reward = -100.00, Avg Reward (100) = 1085.76, Epsilon = 0.993, Avg Loss = 0.0000, Max Q-Value = 0.18, Steps = 1, Reward Breakdown -> Delta_x Reward: 200.00, Border Penalty: 50.00, Obstacle Penalty: 50.00
Episode 9: Reward = 8192.79, Avg Reward (100) = 937.54, Epsilon = 0.992, Avg Loss = 153.6619, Max Q-Value = 2.56, Steps = 16, Reward Breakdown -> Delta_x Reward: 9886.36, Border Penalty: 234.87, Obstacle Penalty: 1028.63
Episode 10: Reward = -100.00, Avg Reward (100) = 1743.68, Epsilon = 0.991, Avg Loss = 229.5312, Max Q-Value = 3.55, Steps = 1, Reward Breakdown -> Delta_x Reward: 200.00, Border Penalty: 50.00, Obstacle Penalty: 50.00
Episode 11: Reward = -100.00, Avg Reward (100) = 1559.31, Epsilon = 0.990, Avg Loss = 219.8487, Max Q-Value = 4.04, Steps = 1, Reward Breakdown -> Delta_x Reward: 200.00, Border Penalty: 50.00, Obstacle Penalty: 50.00
